ダウンロードした時刻：2019/08/11 13:10:38

,,,酒田,酒田,酒田,酒田,酒田,酒田,酒田
年,月,日,日照時間(時間),日照時間(時間),平均気温(℃),最高気温(℃),降水量の合計(mm),降水量の合計(mm),最低気温(℃)
,,,,,,,,,
,,,,現象なし情報,,,,現象なし情報,
1979,7,1,,,21.9,24.1,6.0,0,20.8
1979,7,2,,,21.6,26.0,24.5,0,19.0
1979,7,3,,,16.7,19.0,8.5,0,15.0
1979,7,4,,,18.8,21.9,9.0,0,16.2
1979,7,5,,,20.1,23.1,3.5,0,18.4
1979,7,6,,,21.4,25.1,6.5,0,17.2
1979,7,7,,,23.6,29.8,0,1,16.3
1979,7,8,,,23.1,29.3,0,1,18.4
1979,7,9,,,22.6,27.0,0,1,18.1
1979,7,10,,,23.7,29.0,0,1,17.3
1979,7,11,,,21.8,23.7,17.0,0,20.7
1979,7,12,,,22.0,24.2,29.0,0,21.0
1979,7,13,,,22.1,25.5,0,1,19.2
1979,7,14,,,19.6,21.1,3.0,0,18.4
1979,7,15,,,18.9,21.6,0.5,0,15.9
1979,7,16,,,19.7,24.5,0,1,13.9
1979,7,17,,,19.2,24.0,0,1,13.7
1979,7,18,,,20.5,24.6,0,1,15.4
1979,7,19,,,22.0,26.5,0,1,17.9
1979,7,20,,,23.0,29.7,0,1,14.9
1979,7,21,,,23.9,28.4,0.0,0,20.0
1979,7,22,,,23.3,25.3,5.0,0,21.6
1979,7,23,,,26.0,30.0,0.0,0,22.0
1979,7,24,,,25.1,28.1,11.5,0,23.7
1979,7,25,,,23.8,25.9,0.5,0,21.5
1979,7,26,,,23.7,27.4,0,1,21.0
1979,7,27,,,24.2,28.1,3.0,0,19.9
1979,7,28,,,23.4,25.1,35.5,0,22.2
1979,7,29,,,23.4,25.0,11.5,0,21.1
1979,7,30,,,26.2,29.6,0.0,0,23.4
1979,7,31,,,25.1,27.2,0.0,0,22.5
1979,8,1,,,26.6,30.8,0,1,21.9
1979,8,2,,,24.6,29.0,37.5,0,20.3
1979,8,3,,,23.2,26.9,0,1,19.7
1979,8,4,,,22.4,26.0,29.5,0,18.3
1979,8,5,,,24.1,26.0,18.0,0,21.3
1979,8,6,,,25.2,30.4,46.5,0,21.5
1979,8,7,,,23.2,26.0,10.0,0,20.3
1979,8,8,,,22.5,26.0,6.5,0,19.0
1979,8,9,,,22.7,27.4,0,1,17.1
1979,8,10,,,23.4,28.1,0,1,18.8
1980,7,1,,,19.3,24.6,0,1,15.0
1980,7,2,,,19.1,23.5,0.0,0,15.5
1980,7,3,,,19.5,22.8,4.5,0,16.2
1980,7,4,,,19.7,22.2,0.0,0,17.4
1980,7,5,,,20.5,24.5,0.0,0,17.3
1980,7,6,,,21.4,23.4,1.5,0,18.9
1980,7,7,,,21.2,23.0,23.0,0,20.2
1980,7,8,,,21.7,24.0,1.0,0,19.9
1980,7,9,,,22.1,25.9,0.0,0,18.6
1980,7,10,,,22.7,26.1,0.0,0,19.1
1980,7,11,,,22.1,25.8,17.5,0,19.0
1980,7,12,,,19.9,21.1,19.0,0,18.6
1980,7,13,,,21.1,25.7,0,1,16.7
1980,7,14,,,21.3,26.0,38.0,0,17.9
1980,7,15,,,20.9,22.0,88.0,0,19.6
1980,7,16,,,18.6,20.2,19.5,0,16.9
1980,7,17,,,18.9,22.3,0.5,0,16.1
1980,7,18,,,19.3,22.1,1.0,0,16.0
1980,7,19,,,19.5,23.1,12.0,0,17.3
1980,7,20,,,21.0,24.9,0,1,15.3
1980,7,21,,,24.7,29.6,0.5,0,18.6
1980,7,22,,,25.4,30.0,2.5,0,22.4
1980,7,23,,,22.9,29.9,45.5,0,20.1
1980,7,24,,,22.8,26.6,44.5,0,20.5
1980,7,25,,,22.3,26.0,4.0,0,18.2
1980,7,26,,,22.6,26.7,0,1,16.8
1980,7,27,,,22.5,26.0,0.0,0,19.9
1980,7,28,,,22.2,25.0,20.0,0,19.6
1980,7,29,,,21.6,26.1,5.0,0,18.4
1980,7,30,,,22.2,26.7,0.0,0,17.5
1980,7,31,,,21.0,22.7,13.0,0,19.2
1980,8,1,,,21.8,25.5,0.0,0,19.1
1980,8,2,,,23.3,28.6,0,1,18.4
1980,8,3,,,22.0,26.6,0,1,17.3
1980,8,4,,,21.2,23.4,0.0,0,19.3
1980,8,5,,,22.2,27.6,0,1,17.2
1980,8,6,,,21.3,26.1,0,1,17.3
1980,8,7,,,21.0,26.2,0,1,15.4
1980,8,8,,,21.6,28.0,0,1,16.2
1980,8,9,,,21.8,29.0,0,1,15.0
1980,8,10,,,22.0,28.9,0,1,15.4
1981,7,1,,,20.1,24.3,0,1,15.0
1981,7,2,,,21.0,23.9,0,1,18.7
1981,7,3,,,22.7,27.4,0,1,18.5
1981,7,4,,,22.4,26.8,0,1,19.2
1981,7,5,,,21.6,26.4,14.5,0,18.6
1981,7,6,,,24.1,29.1,4.5,0,21.1
1981,7,7,,,21.4,23.1,34.0,0,19.4
1981,7,8,,,22.4,25.7,0,1,19.1
1981,7,9,,,25.8,31.7,0.5,0,19.5
1981,7,10,,,24.1,25.8,5.0,0,22.4
1981,7,11,,,23.4,25.5,22.0,0,21.9
1981,7,12,,,25.0,30.1,12.5,0,22.2
1981,7,13,,,25.9,29.3,0.0,0,23.0
1981,7,14,,,24.6,28.0,32.5,0,23.2
1981,7,15,,,25.9,31.0,0.0,0,22.9
1981,7,16,,,26.7,29.8,0,1,23.4
1981,7,17,,,26.5,30.1,0.0,0,23.9
1981,7,18,,,25.6,28.5,0,1,23.6
1981,7,19,,,25.4,29.2,0.0,0,23.0
1981,7,20,,,26.2,29.7,0,1,21.9
1981,7,21,,,27.1,30.4,0,1,23.6
1981,7,22,,,23.7,27.2,16.5,0,21.7
1981,7,23,,,23.8,27.4,11.0,0,20.5
1981,7,24,,,22.6,25.3,0,1,19.4
1981,7,25,,,22.9,26.8,0,1,17.5
1981,7,26,,,23.3,27.7,0,1,18.4
1981,7,27,,,23.7,28.5,0,1,18.5
1981,7,28,,,25.7,30.5,0,1,20.3
1981,7,29,,,27.3,31.6,0,1,22.2
1981,7,30,,,29.4,35.1,0,1,23.4
1981,7,31,,,29.4,35.1,0,1,23.9
1981,8,1,,,27.8,31.3,0,1,23.9
1981,8,2,,,27.5,31.7,0,1,22.9
1981,8,3,,,27.6,32.1,0,1,23.8
1981,8,4,,,25.1,29.0,0.0,0,22.7
1981,8,5,,,22.7,25.3,2.0,0,20.5
1981,8,6,,,21.5,25.1,0.0,0,17.4
1981,8,7,,,20.7,24.6,0.0,0,15.5
1981,8,8,,,21.8,26.3,14.5,0,20.1
1981,8,9,,,23.9,28.5,0.0,0,20.4
1981,8,10,,,25.0,30.0,11.0,0,20.1
1982,7,1,,,19.5,23.7,0,1,16.6
1982,7,2,,,20.5,27.2,0,1,14.2
1982,7,3,,,20.1,25.6,0,1,15.2
1982,7,4,,,21.0,27.3,0,1,15.2
1982,7,5,,,21.4,25.5,0,1,17.6
1982,7,6,,,22.5,27.4,0,1,16.4
1982,7,7,,,20.8,23.6,2.5,0,18.6
1982,7,8,,,21.3,25.7,0,1,15.9
1982,7,9,,,22.9,27.3,0,1,17.2
1982,7,10,,,24.1,28.9,0,1,18.4
1982,7,11,,,26.5,33.1,0,1,19.3
1982,7,12,,,22.1,24.1,17.5,0,20.6
1982,7,13,,,21.1,25.0,0,1,16.1
1982,7,14,,,21.4,26.0,0,1,14.8
1982,7,15,,,23.1,28.6,0,1,18.1
1982,7,16,,,21.6,25.6,0.0,0,17.9
1982,7,17,,,20.1,21.7,22.0,0,17.9
1982,7,18,,,22.2,25.3,0,1,19.1
1982,7,19,,,23.3,28.7,0,1,17.8
1982,7,20,,,22.9,26.6,0,1,19.5
1982,7,21,,,22.8,27.7,0,1,17.5
1982,7,22,,,22.4,26.3,0,1,18.6
1982,7,23,,,23.2,28.2,0,1,17.8
1982,7,24,,,24.8,30.7,0,1,19.8
1982,7,25,,,22.9,25.7,0.0,0,21.1
1982,7,26,,,22.3,23.5,3.5,0,20.1
1982,7,27,,,20.8,23.9,6.0,0,18.5
1982,7,28,,,22.3,27.7,40.0,0,18.3
1982,7,29,,,21.6,25.3,15.0,0,19.4
1982,7,30,,,22.6,26.7,96.5,0,19.9
1982,7,31,,,24.8,29.1,0,1,19.7
1982,8,1,,,24.9,26.7,0.0,0,22.2
1982,8,2,,,26.4,32.3,1.5,0,22.1
1982,8,3,,,22.7,24.3,5.5,0,21.7
1982,8,4,,,20.3,21.9,24.0,0,19.6
1982,8,5,,,21.6,24.5,0.0,0,20.4
1982,8,6,,,21.8,23.9,0,1,20.2
1982,8,7,,,22.1,25.9,0,1,19.7
1982,8,8,,,22.9,26.8,0,1,19.4
1982,8,9,,,23.8,27.4,0,1,20.3
1982,8,10,,,24.2,27.3,0.0,0,21.5
1983,7,1,,,20.7,24.5,0.0,0,18.7
1983,7,2,,,21.6,26.5,1.0,0,19.1
1983,7,3,,,18.3,20.0,13.5,0,17.0
1983,7,4,,,20.7,26.3,18.5,0,17.6
1983,7,5,,,20.2,22.2,15.5,0,18.5
1983,7,6,,,20.2,24.2,2.0,0,18.2
1983,7,7,,,19.9,23.0,0.5,0,17.9
1983,7,8,,,18.2,21.3,20.0,0,16.5
1983,7,9,,,19.5,21.9,0.0,0,16.9
1983,7,10,,,20.2,23.8,0.0,0,17.2
1983,7,11,,,21.0,26.7,0,1,15.4
1983,7,12,,,19.6,27.1,0,1,13.2
1983,7,13,,,18.5,23.3,0.0,0,14.7
1983,7,14,,,20.3,25.4,0,1,13.8
1983,7,15,,,22.1,26.3,7.5,0,16.4
1983,7,16,,,22.5,25.0,6.5,0,21.3
1983,7,17,,,21.6,24.5,1.5,0,20.1
1983,7,18,,,22.6,25.6,0.0,0,19.0
1983,7,19,,,21.2,23.1,0.0,0,17.9
1983,7,20,,,20.2,22.8,8.0,0,17.4
1983,7,21,,,21.9,26.1,14.0,0,19.3
1983,7,22,,,21.6,23.7,0.0,0,20.6
1983,7,23,,,21.9,24.0,4.5,0,20.7
1983,7,24,,,23.3,27.8,2.5,0,20.5
1983,7,25,,,22.4,25.5,2.0,0,19.6
1983,7,26,,,22.2,23.9,85.0,0,19.7
1983,7,27,,,24.6,27.2,0,1,22.5
1983,7,28,,,23.3,25.0,0,1,21.7
1983,7,29,,,24.6,27.5,4.0,0,21.1
1983,7,30,,,25.1,29.4,22.5,0,22.7
1983,7,31,,,23.9,25.9,34.5,0,21.9
1983,8,1,,,23.7,27.5,0.5,0,21.5
1983,8,2,,,23.1,27.0,0,1,20.2
1983,8,3,,,24.6,27.5,0.0,0,21.2
1983,8,4,,,24.1,27.3,0,1,20.9
1983,8,5,,,24.4,29.9,0,1,19.3
1983,8,6,,,25.8,31.3,0,1,19.4
1983,8,7,,,26.9,32.7,0,1,21.5
1983,8,8,,,27.2,31.1,0,1,24.1
1983,8,9,,,26.9,30.9,0,1,23.5
1983,8,10,,,26.9,32.1,0,1,23.2
1984,7,1,,,23.6,28.7,0,1,17.9
1984,7,2,,,24.4,29.5,0,1,19.1
1984,7,3,,,24.7,28.6,0.0,0,20.5
1984,7,4,,,24.9,27.8,14.0,0,22.8
1984,7,5,,,22.8,26.0,19.5,0,19.8
1984,7,6,,,19.6,22.8,9.0,0,17.4
1984,7,7,,,22.2,26.8,0,1,15.8
1984,7,8,,,19.8,21.6,34.0,0,18.7
1984,7,9,,,20.9,24.1,27.0,0,18.6
1984,7,10,,,20.6,21.4,33.0,0,19.5
1984,7,11,,,21.0,23.4,7.0,0,18.0
1984,7,12,,,23.0,29.0,0,1,15.8
1984,7,13,,,25.0,29.5,1.5,0,21.7
1984,7,14,,,24.5,27.7,4.5,0,22.0
1984,7,15,,,25.8,30.0,48.0,0,23.0
1984,7,16,,,25.0,26.4,20.0,0,23.5
1984,7,17,,,25.6,29.0,3.5,0,23.2
1984,7,18,,,23.9,27.0,47.0,0,22.6
1984,7,19,,,23.9,27.9,8.0,0,22.3
1984,7,20,,,26.4,30.6,0,1,22.1
1984,7,21,,,26.2,29.7,0,1,23.0
1984,7,22,,,26.5,30.6,0.0,0,23.4
1984,7,23,,,26.4,30.8,0,1,21.9
1984,7,24,,,26.6,31.7,0.0,0,22.0
1984,7,25,,,27.3,32.8,0.0,0,23.0
1984,7,26,,,24.2,25.2,4.5,0,22.3
1984,7,27,,,26.2,30.4,0,1,21.9
1984,7,28,,,29.1,34.7,0,1,23.8
1984,7,29,,,29.2,34.6,0,1,24.8
1984,7,30,,,28.3,32.7,0,1,24.7
1984,7,31,,,26.7,30.1,0,1,24.2
1984,8,1,,,26.4,30.7,0,1,21.9
1984,8,2,,,26.7,30.6,0.0,0,21.1
1984,8,3,,,26.8,30.7,10.0,0,22.1
1984,8,4,,,26.7,31.8,0,1,21.8
1984,8,5,,,27.4,31.9,0,1,22.5
1984,8,6,,,27.7,32.2,0,1,23.6
1984,8,7,,,27.5,32.3,0,1,23.0
1984,8,8,,,27.1,31.2,0,1,22.1
1984,8,9,,,26.8,31.4,0,1,22.9
1984,8,10,,,26.8,31.7,0,1,21.7
1985,7,1,,,19.2,20.0,69.5,0,18.5
1985,7,2,,,20.8,25.5,0.0,0,18.0
1985,7,3,,,21.7,26.4,0.0,0,16.3
1985,7,4,,,19.8,21.6,21.0,0,18.5
1985,7,5,,,21.3,25.8,1.0,0,18.7
1985,7,6,,,20.4,22.1,41.0,0,19.3
1985,7,7,,,21.7,24.4,2.0,0,20.0
1985,7,8,,,21.5,24.7,2.5,0,19.7
1985,7,9,,,21.1,24.3,1.5,0,19.5
1985,7,10,,,24.1,29.6,0.0,0,18.7
1985,7,11,,,22.8,27.2,24.5,0,21.3
1985,7,12,,,22.4,25.0,1.5,0,20.2
1985,7,13,,,23.1,27.0,19.5,0,20.1
1985,7,14,,,21.3,24.5,1.0,0,18.7
1985,7,15,,,19.7,21.6,0.0,0,18.7
1985,7,16,,,19.0,21.8,0.0,0,16.4
1985,7,17,,,20.8,25.0,1.5,0,15.5
1985,7,18,,,24.1,28.0,0.5,0,21.2
1985,7,19,,,23.6,26.9,0.5,0,21.3
1985,7,20,,,24.9,30.0,8.0,0,19.2
1985,7,21,,,25.5,30.2,0,1,21.3
1985,7,22,,,23.1,27.8,7.0,0,21.3
1985,7,23,,,24.2,28.7,2.5,0,20.6
1985,7,24,,,24.8,29.0,0,1,20.5
1985,7,25,,,26.2,31.4,0,1,20.3
1985,7,26,,,27.6,31.8,0,1,22.9
1985,7,27,,,28.1,33.4,0,1,24.3
1985,7,28,,,26.7,29.7,0,1,22.8
1985,7,29,,,26.2,29.6,0.0,0,23.7
1985,7,30,,,25.5,29.2,0,1,21.8
1985,7,31,,,25.0,29.6,2.5,0,22.0
1985,8,1,,,27.0,31.8,0,1,22.0
1985,8,2,,,27.5,32.0,0,1,22.5
1985,8,3,,,27.8,32.6,0,1,22.8
1985,8,4,,,27.5,32.2,0,1,23.7
1985,8,5,,,29.4,35.1,0,1,22.2
1985,8,6,,,28.5,33.5,0.0,0,25.5
1985,8,7,,,30.0,36.3,0.0,0,25.4
1985,8,8,,,30.2,35.5,0,1,25.8
1985,8,9,,,29.9,35.0,0,1,25.5
1985,8,10,,,29.0,34.1,2.5,0,24.9
1986,7,1,0.3,0,19.1,22.1,0.5,0,16.2
1986,7,2,0,1,18.4,20.4,0.0,0,17.0
1986,7,3,0.4,0,18.3,22.7,0.5,0,16.1
1986,7,4,3.3,0,18.1,21.8,4.5,0,14.7
1986,7,5,7.6,0,20.5,25.4,1.5,0,13.2
1986,7,6,0,1,19.7,21.7,11.0,0,18.7
1986,7,7,0,1,19.2,21.7,11.0,0,17.5
1986,7,8,7.6,0,19.4,22.1,1.5,0,16.1
1986,7,9,7.9,0,20.0,24.3,1.0,0,14.7
1986,7,10,4.8,0,19.7,22.4,0.0,0,18.0
1986,7,11,4.7,0,21.0,24.5,0,1,16.1
1986,7,12,1.0,0,22.5,26.6,14.0,0,20.2
1986,7,13,0.1,0,20.1,22.0,1.0,0,18.0
1986,7,14,7.7,0,20.1,22.9,0,1,18.0
1986,7,15,0,1,20.0,22.3,20.0,0,18.6
1986,7,16,0,1,20.5,22.8,10.0,0,18.6
1986,7,17,0.1,0,22.0,23.6,4.0,0,20.0
1986,7,18,3.1,0,21.1,24.8,14.5,0,18.4
1986,7,19,0,1,18.8,20.8,4.0,0,17.3
1986,7,20,10.5,0,21.6,27.7,0,1,17.0
1986,7,21,9.1,0,21.2,26.4,0,1,17.4
1986,7,22,0.1,0,20.0,23.3,24.5,0,18.6
1986,7,23,0,1,19.9,22.0,6.0,0,18.1
1986,7,24,2.0,0,19.5,21.9,0,1,18.1
1986,7,25,9.1,0,19.9,23.7,0,1,17.3
1986,7,26,11.8,0,21.5,26.5,0,1,15.5
1986,7,27,8.7,0,24.2,29.9,0,1,18.8
1986,7,28,12.8,0,25.5,29.9,0,1,21.4
1986,7,29,13.0,0,25.7,31.4,0,1,20.2
1986,7,30,13.0,0,26.4,33.2,0,1,20.1
1986,7,31,13.0,0,27.2,33.1,0,1,20.4
1986,8,1,10.6,0,27.7,32.5,0,1,23.1
1986,8,2,13.0,0,27.7,33.6,0,1,22.1
1986,8,3,8.2,0,26.5,33.0,0,1,21.5
1986,8,4,0,1,22.6,24.6,11.5,0,20.5
1986,8,5,0.6,0,21.3,23.8,98.5,0,19.6
1986,8,6,0,1,22.0,24.9,2.0,0,20.0
1986,8,7,0.9,0,21.9,23.7,0.0,0,20.9
1986,8,8,8.6,0,21.9,26.3,1.0,0,19.0
1986,8,9,12.7,0,23.3,28.0,0,1,17.6
1986,8,10,12.5,0,25.9,31.0,0,1,21.1
1987,7,1,7.6,0,23.6,29.5,0,1,17.9
1987,7,2,8.9,0,22.3,27.0,0.5,0,17.6
1987,7,3,4.8,0,21.1,28.6,10.0,0,16.8
1987,7,4,8.6,0,20.7,23.5,0.0,0,18.3
1987,7,5,9.1,0,21.5,27.3,0.0,0,17.6
1987,7,6,1.0,0,20.8,24.8,5.5,0,16.9
1987,7,7,0,1,20.0,21.6,12.0,0,18.0
1987,7,8,12.6,0,21.2,25.6,0,1,16.0
1987,7,9,10.9,0,24.4,31.4,0.0,0,17.3
1987,7,10,2.1,0,21.4,23.9,17.0,0,18.3
1987,7,11,0,1,21.2,24.5,4.0,0,17.0
1987,7,12,0,1,20.8,23.5,29.0,0,19.3
1987,7,13,0,1,21.7,24.3,24.5,0,19.2
1987,7,14,4.7,0,24.1,28.2,0.5,0,21.3
1987,7,15,2.3,0,23.2,26.1,20.5,0,21.4
1987,7,16,10.3,0,27.7,32.3,0.0,0,22.7
1987,7,17,5.4,0,25.8,31.0,15.0,0,22.8
1987,7,18,7.9,0,23.7,26.6,5.5,0,20.8
1987,7,19,5.3,0,25.1,29.7,0,1,20.4
1987,7,20,12.5,0,25.3,29.9,0,1,21.5
1987,7,21,8.4,0,24.5,27.4,0.0,0,22.4
1987,7,22,0.1,0,25.3,27.8,18.5,0,22.0
1987,7,23,1.0,0,28.5,33.1,1.5,0,25.5
1987,7,24,0,1,24.0,25.9,48.5,0,22.8
1987,7,25,4.5,0,23.8,27.2,16.5,0,21.2
1987,7,26,2.7,0,24.3,26.8,0.5,0,22.2
1987,7,27,1.8,0,24.8,27.4,15.5,0,22.4
1987,7,28,0.1,0,24.1,26.0,1.5,0,23.0
1987,7,29,3.7,0,25.8,28.4,0.0,0,23.3
1987,7,30,0,1,25.5,27.9,0.0,0,23.7
1987,7,31,0,1,23.4,26.7,45.0,0,21.6
1987,8,1,0.3,0,21.4,24.8,35.5,0,19.8
1987,8,2,0.1,0,22.2,26.3,4.5,0,18.5
1987,8,3,5.6,0,23.6,28.3,0.0,0,19.5
1987,8,4,4.5,0,23.3,29.0,7.5,0,19.8
1987,8,5,0,1,22.6,24.7,40.0,0,21.4
1987,8,6,9.7,0,23.0,26.4,0.0,0,20.1
1987,8,7,10.4,0,24.2,28.7,0,1,18.5
1987,8,8,4.0,0,27.3,33.4,0.0,0,23.3
1987,8,9,3.9,0,25.9,30.3,1.0,0,22.8
1987,8,10,11.3,0,27.8,32.5,0,1,23.7
1988,7,1,0,1,19.5,22.9,9.5,0,16.4
1988,7,2,3.8,0,20.5,24.2,0.0,0,17.6
1988,7,3,3.0,0,20.7,25.5,1.0,0,17.6
1988,7,4,3.2,0,19.9,23.0,0.0,0,17.4
1988,7,5,6.0,0,20.2,23.4,0.0,0,18.2
1988,7,6,8.3,0,20.5,24.6,0,1,17.1
1988,7,7,0,1,20.4,22.2,2.0,0,18.3
1988,7,8,0,1,22.2,25.0,4.5,0,19.6
1988,7,9,0,1,22.0,24.2,15.5,0,20.0
1988,7,10,3.3,0,22.5,25.7,3.0,0,20.2
1988,7,11,0,1,21.1,22.6,6.0,0,19.8
1988,7,12,1.5,0,19.5,22.0,0.0,0,17.7
1988,7,13,13.7,0,20.9,25.1,0,1,16.6
1988,7,14,13.2,0,22.3,27.2,0,1,17.6
1988,7,15,2.2,0,22.3,25.7,12.0,0,20.6
1988,7,16,0.4,0,21.9,25.0,3.0,0,19.8
1988,7,17,1.4,0,22.9,26.7,5.5,0,20.2
1988,7,18,0.7,0,22.2,26.5,0.0,0,18.3
1988,7,19,1.1,0,21.8,25.8,0.0,0,17.6
1988,7,20,1.0,0,21.2,26.1,7.0,0,18.7
1988,7,21,0.6,0,22.3,26.0,0.0,0,20.0
1988,7,22,10.2,0,23.4,28.6,0,1,19.6
1988,7,23,12.5,0,22.2,26.7,0,1,18.5
1988,7,24,13.7,0,20.1,24.2,0,1,17.0
1988,7,25,12.5,0,20.7,25.6,0,1,16.9
1988,7,26,12.1,0,21.6,26.0,0,1,18.1
1988,7,27,2.3,0,19.4,23.9,12.0,0,16.8
1988,7,28,0,1,18.7,21.8,13.0,0,16.7
1988,7,29,9.7,0,21.4,26.0,0.0,0,17.7
1988,7,30,11.7,0,20.9,25.4,0,1,16.7
1988,7,31,11.4,0,20.3,24.9,0,1,14.9
1988,8,1,12.3,0,22.7,27.7,0,1,16.7
1988,8,2,12.0,0,26.0,32.9,0,1,19.0
1988,8,3,12.7,0,25.6,29.3,0,1,23.2
1988,8,4,10.2,0,25.2,29.2,0,1,22.3
1988,8,5,0,1,24.0,26.1,63.5,0,22.1
1988,8,6,0.3,0,25.3,29.2,0.0,0,22.7
1988,8,7,8.1,0,25.7,29.3,0,1,22.6
1988,8,8,12.0,0,25.6,29.8,0,1,21.5
1988,8,9,11.4,0,25.7,30.5,0,1,20.8
1988,8,10,11.0,0,28.0,33.5,0,1,22.7
1989,7,1,1.6,0,18.7,21.5,0.5,0,16.1
1989,7,2,4.9,0,18.5,22.2,0,1,15.5
1989,7,3,6.3,0,19.3,24.0,0,1,14.9
1989,7,4,0,1,18.8,21.7,8.5,0,16.6
1989,7,5,8.3,0,18.8,21.9,0.0,0,16.4
1989,7,6,12.2,0,19.4,23.8,0,1,14.7
1989,7,7,10.0,0,20.7,24.3,0,1,17.2
1989,7,8,12.4,0,23.2,29.5,0,1,17.8
1989,7,9,3.5,0,23.7,29.6,14.0,0,20.5
1989,7,10,0,1,21.4,24.6,4.5,0,19.7
1989,7,11,0.2,0,21.3,24.4,2.5,0,18.0
1989,7,12,0.1,0,20.4,22.7,19.5,0,19.0
1989,7,13,11.1,0,21.8,25.8,0.0,0,18.5
1989,7,14,0.8,0,20.2,22.6,0.0,0,17.4
1989,7,15,10.3,0,21.5,25.4,0,1,16.1
1989,7,16,7.4,0,23.7,27.2,0.0,0,20.8
1989,7,17,2.8,0,23.6,28.3,0.5,0,21.1
1989,7,18,11.9,0,25.2,30.0,0,1,20.4
1989,7,19,9.4,0,25.2,30.9,0,1,20.3
1989,7,20,0.1,0,26.1,30.1,0.0,0,22.6
1989,7,21,8.0,0,26.8,31.2,0,1,22.8
1989,7,22,10.3,0,26.6,31.0,0,1,22.9
1989,7,23,9.8,0,26.6,30.6,0,1,22.9
1989,7,24,12.8,0,27.2,31.2,0,1,22.5
1989,7,25,11.4,0,29.3,34.0,0.0,0,24.1
1989,7,26,11.9,0,30.0,35.7,0,1,26.4
1989,7,27,13.5,0,29.0,33.6,0,1,25.7
1989,7,28,13.5,0,28.8,33.0,0,1,25.0
1989,7,29,13.7,0,28.4,33.0,0,1,24.6
1989,7,30,10.9,0,27.9,32.8,0,1,24.2
1989,7,31,12.5,0,28.0,33.7,0,1,23.2
1989,8,1,0.6,0,26.7,30.5,0.0,0,24.0
1989,8,2,1.9,0,27.6,32.5,0.0,0,24.2
1989,8,3,10.2,0,28.4,34.2,0.0,0,24.5
1989,8,4,10.2,0,27.9,32.1,0,1,24.0
1989,8,5,13.2,0,28.0,33.0,0,1,23.8
1989,8,6,5.1,0,28.8,33.9,1.5,0,24.7
1989,8,7,2.3,0,26.1,28.7,11.0,0,24.5
1989,8,8,8.2,0,26.5,29.9,0.0,0,23.9
1989,8,9,8.2,0,26.2,29.7,0,1,22.4
1989,8,10,8.3,0,24.6,27.4,24.5,0,21.9
1990,7,1,11.2,0,19.9,25.0,0,1,15.2
1990,7,2,13.8,0,22.2,27.9,0,1,15.7
1990,7,3,4.1,0,24.7,28.8,0.0,0,20.2
1990,7,4,0,1,21.6,23.3,22.5,0,18.9
1990,7,5,0,1,20.1,21.9,6.5,0,19.0
1990,7,6,0,1,19.8,21.3,1.5,0,18.8
1990,7,7,7.9,0,21.8,26.0,0.0,0,18.5
1990,7,8,11.8,0,23.9,28.8,0,1,18.8
1990,7,9,2.9,0,23.2,28.2,0.0,0,19.6
1990,7,10,2.4,0,20.8,25.7,125.5,0,17.3
1990,7,11,7.5,0,23.5,27.5,0,1,20.1
1990,7,12,9.3,0,22.1,26.7,0,1,18.9
1990,7,13,3.3,0,21.3,25.3,0.0,0,19.1
1990,7,14,13.3,0,24.9,29.9,12.0,0,18.5
1990,7,15,0.9,0,23.2,27.9,7.5,0,22.1
1990,7,16,0,1,22.8,24.6,1.0,0,21.3
1990,7,17,0.2,0,23.9,26.1,17.5,0,22.5
1990,7,18,0.2,0,25.3,27.3,3.5,0,23.1
1990,7,19,0.5,0,23.3,26.7,19.0,0,20.6
1990,7,20,9.2,0,22.6,26.4,8.5,0,20.0
1990,7,21,13.6,0,25.5,30.2,0,1,19.2
1990,7,22,6.0,0,26.8,30.7,0,1,22.9
1990,7,23,10.5,0,26.8,30.7,0.0,0,24.1
1990,7,24,10.0,0,26.5,33.3,1.0,0,22.0
1990,7,25,1.3,0,24.9,31.0,5.0,0,21.4
1990,7,26,3.7,0,24.0,26.4,2.5,0,20.2
1990,7,27,12.0,0,23.3,28.0,0,1,17.6
1990,7,28,12.6,0,25.1,30.4,0,1,19.9
1990,7,29,11.7,0,25.3,29.9,0,1,21.3
1990,7,30,6.8,0,25.0,29.2,0,1,21.1
1990,7,31,9.8,0,24.5,28.2,0.0,0,21.1
1990,8,1,11.3,0,23.5,27.2,0,1,19.0
1990,8,2,11.2,0,25.1,29.6,0,1,20.0
1990,8,3,12.7,0,28.4,34.7,0,1,22.6
1990,8,4,13.0,0,28.4,33.6,0,1,23.5
1990,8,5,12.5,0,27.9,32.5,0,1,24.3
1990,8,6,12.1,0,28.3,32.1,0,1,25.0
1990,8,7,7.8,0,27.4,31.3,0,1,25.3
1990,8,8,10.0,0,25.0,28.6,0.0,0,20.4
1990,8,9,9.7,0,26.7,31.9,0,1,19.8
1990,8,10,0.8,0,27.2,31.2,17.5,0,24.7
1991,7,1,3.2,0,22.2,25.9,1.0,0,18.8
1991,7,2,1.9,0,20.3,23.7,8.5,0,17.9
1991,7,3,9.1,0,21.7,25.2,0,1,18.3
1991,7,4,8.8,0,22.0,25.8,0.0,0,16.6
1991,7,5,0,1,21.3,22.7,6.0,0,20.5
1991,7,6,10.1,0,21.9,24.7,0,1,18.1
