ダウンロードした時刻：2019/06/29 17:28:27

,,,酒田
年,月,日,平均気温(℃)
1937,1,1,4.8
1937,1,2,1.4
1937,1,3,2.7
1937,1,4,3.9
1937,1,5,5.1
1937,1,6,5.8
1937,1,7,0.9
1937,1,8,-0.2
1937,1,9,-0.3
1937,1,10,-0.3
1937,1,11,-1.2
1937,1,12,-1.4
1937,1,13,-1.2
1937,1,14,0.8
1937,1,15,1.5
1937,1,16,1.0
1937,1,17,1.3
1937,1,18,2.0
1937,1,19,1.6
1937,1,20,0.4
1937,1,21,1.3
1937,1,22,1.5
1937,1,23,0.5
1937,1,24,0.0
1937,1,25,-0.4
1937,1,26,-2.8
1937,1,27,-3.4
1937,1,28,-1.9
1937,1,29,-0.9
1937,1,30,0.7
1937,1,31,0.5
1937,2,1,-1.4
1937,2,2,0.5
1937,2,3,1.9
1937,2,4,1.2
1937,2,5,2.1
1937,2,6,2.4
1937,2,7,0.3
1937,2,8,-1.4
1937,2,9,-2.3
1937,2,10,-1.6
1937,2,11,2.1
1937,2,12,2.4
1937,2,13,1.9
1937,2,14,1.4
1937,2,15,1.0
1937,2,16,2.2
1937,2,17,2.2
1937,2,18,0.9
1937,2,19,2.7
1937,2,20,3.9
1937,2,21,2.6
1937,2,22,4.7
1937,2,23,6.0
1937,2,24,4.9
1937,2,25,1.8
1937,2,26,5.1
1937,2,27,4.1
1937,2,28,-0.1
1937,3,1,2.7
1937,3,2,7.2
1937,3,3,10.2
1937,3,4,9.8
1937,3,5,3.2
1937,3,6,4.2
1937,3,7,3.6
1937,3,8,1.0
1937,3,9,1.4
1937,3,10,1.8
1937,3,11,2.9
1937,3,12,0.0
1937,3,13,0.8
1937,3,14,4.5
1937,3,15,7.0
1937,3,16,4.5
1937,3,17,1.3
1937,3,18,-2.1
1937,3,19,-0.7
1937,3,20,0.6
1937,3,21,2.8
1937,3,22,5.7
1937,3,23,5.3
1937,3,24,5.3
1937,3,25,3.7
1937,3,26,-0.4
1937,3,27,3.1
1937,3,28,4.4
1937,3,29,2.9
1937,3,30,3.1
1937,3,31,4.0
1937,4,1,5.8
1937,4,2,5.0
1937,4,3,4.4
1937,4,4,4.4
1937,4,5,4.8
1937,4,6,6.5
1937,4,7,7.4
1937,4,8,7.0
1937,4,9,6.1
1937,4,10,6.2
1937,4,11,9.1
1937,4,12,7.1
1937,4,13,9.1
1937,4,14,14.4
1937,4,15,10.6
1937,4,16,9.5
1937,4,17,8.6
1937,4,18,5.3
1937,4,19,7.5
1937,4,20,14.1
1937,4,21,14.0
1937,4,22,8.1
1937,4,23,8.5
1937,4,24,11.1
1937,4,25,10.5
1937,4,26,13.5
1937,4,27,10.1
1937,4,28,7.9
1937,4,29,7.7
1937,4,30,13.4
1937,5,1,16.3
1937,5,2,13.6
1937,5,3,10.7
1937,5,4,11.7
1937,5,5,14.1
1937,5,6,8.3
1937,5,7,8.8
1937,5,8,9.6
1937,5,9,11.3
1937,5,10,13.0
1937,5,11,13.3
1937,5,12,15.0
1937,5,13,14.7
1937,5,14,15.0
1937,5,15,12.9
1937,5,16,11.2
1937,5,17,12.4
1937,5,18,13.0
1937,5,19,11.7
1937,5,20,14.1
1937,5,21,12.6
1937,5,22,10.6
1937,5,23,14.3
1937,5,24,15.0
1937,5,25,13.7
1937,5,26,14.3
1937,5,27,13.8
1937,5,28,12.7
1937,5,29,13.2
1937,5,30,14.6
1937,5,31,16.4
1937,6,1,17.6
1937,6,2,15.2
1937,6,3,15.9
1937,6,4,15.6
1937,6,5,16.5
1937,6,6,17.8
1937,6,7,19.4
1937,6,8,16.8
1937,6,9,13.9
1937,6,10,14.6
1937,6,11,12.8
1937,6,12,13.6
1937,6,13,15.4
1937,6,14,16.8
1937,6,15,18.3
1937,6,16,18.6
1937,6,17,18.9
1937,6,18,19.1
1937,6,19,19.2
1937,6,20,19.3
1937,6,21,19.4
1937,6,22,19.5
1937,6,23,19.5
1937,6,24,20.7
1937,6,25,20.1
1937,6,26,20.4
1937,6,27,20.5
1937,6,28,20.1
1937,6,29,22.4
1937,6,30,23.0
1937,7,1,22.1
1937,7,2,20.8
1937,7,3,21.4
1937,7,4,23.0
1937,7,5,25.1
1937,7,6,23.0
1937,7,7,22.5
1937,7,8,22.2
1937,7,9,22.4
1937,7,10,23.3
1937,7,11,24.2
1937,7,12,25.5
1937,7,13,25.1
1937,7,14,23.6
1937,7,15,23.6
1937,7,16,23.7
1937,7,17,25.0
1937,7,18,25.7
1937,7,19,25.3
1937,7,20,23.1
1937,7,21,23.7
1937,7,22,22.9
1937,7,23,24.7
1937,7,24,26.1
1937,7,25,26.9
1937,7,26,27.0
1937,7,27,27.2
1937,7,28,27.7
1937,7,29,27.1
1937,7,30,24.8
1937,7,31,25.8
1937,8,1,26.5
1937,8,2,26.9
1937,8,3,27.0
1937,8,4,27.1
1937,8,5,27.0
1937,8,6,26.2
1937,8,7,22.5
1937,8,8,22.3
1937,8,9,22.2
1937,8,10,23.2
1937,8,11,25.4
1937,8,12,25.8
1937,8,13,25.6
1937,8,14,27.0
1937,8,15,24.7
1937,8,16,25.2
1937,8,17,26.4
1937,8,18,27.4
1937,8,19,25.2
1937,8,20,26.3
1937,8,21,27.2
1937,8,22,26.9
1937,8,23,26.2
1937,8,24,26.4
1937,8,25,26.4
1937,8,26,27.5
1937,8,27,25.0
1937,8,28,24.9
1937,8,29,26.3
1937,8,30,24.6
1937,8,31,21.2
1937,9,1,21.4
1937,9,2,22.0
1937,9,3,21.3
1937,9,4,19.5
1937,9,5,21.4
1937,9,6,22.6
1937,9,7,22.6
1937,9,8,22.4
1937,9,9,21.4
1937,9,10,19.4
1937,9,11,21.8
1937,9,12,22.0
1937,9,13,18.7
1937,9,14,18.3
1937,9,15,18.0
1937,9,16,18.0
1937,9,17,17.7
1937,9,18,18.0
1937,9,19,18.4
1937,9,20,20.8
1937,9,21,20.2
1937,9,22,17.9
1937,9,23,18.6
1937,9,24,18.3
1937,9,25,18.1
1937,9,26,18.7
1937,9,27,18.8
1937,9,28,16.3
1937,9,29,15.8
1937,9,30,18.6
1937,10,1,17.4
1937,10,2,18.3
1937,10,3,17.2
1937,10,4,16.8
1937,10,5,16.0
1937,10,6,16.4
1937,10,7,13.1
1937,10,8,12.3
1937,10,9,14.1
1937,10,10,16.0
1937,10,11,16.2
1937,10,12,15.4
1937,10,13,14.5
1937,10,14,16.2
1937,10,15,14.3
1937,10,16,11.1
1937,10,17,13.6
1937,10,18,10.9
1937,10,19,11.1
1937,10,20,13.0
1937,10,21,10.6
1937,10,22,9.3
1937,10,23,10.7
1937,10,24,11.9
1937,10,25,11.9
1937,10,26,12.7
1937,10,27,13.1
1937,10,28,13.4
1937,10,29,17.0
1937,10,30,13.4
1937,10,31,10.0
1937,11,1,14.5
1937,11,2,13.9
1937,11,3,11.6
1937,11,4,12.3
1937,11,5,11.7
1937,11,6,13.0
1937,11,7,12.7
1937,11,8,8.1
1937,11,9,7.8
1937,11,10,11.3
1937,11,11,11.7
1937,11,12,11.4
1937,11,13,11.3
1937,11,14,11.0
1937,11,15,10.5
1937,11,16,8.0
1937,11,17,8.9
1937,11,18,8.5
1937,11,19,6.2
1937,11,20,4.7
1937,11,21,6.9
1937,11,22,6.3
1937,11,23,6.4
1937,11,24,8.8
1937,11,25,3.6
1937,11,26,6.2
1937,11,27,7.3
1937,11,28,6.7
1937,11,29,3.8
1937,11,30,2.3
1937,12,1,1.5
1937,12,2,2.1
1937,12,3,4.4
1937,12,4,0.6
1937,12,5,-0.4
1937,12,6,-1.0
1937,12,7,0.9
1937,12,8,2.4
1937,12,9,2.4
1937,12,10,3.5
1937,12,11,5.7
1937,12,12,1.8
1937,12,13,1.7
1937,12,14,2.8
1937,12,15,4.8
1937,12,16,2.8
1937,12,17,2.7
1937,12,18,3.8
1937,12,19,5.1
1937,12,20,0.5
1937,12,21,0.6
1937,12,22,-1.7
1937,12,23,-2.3
1937,12,24,0.8
1937,12,25,1.6
1937,12,26,-2.3
1937,12,27,-3.8
1937,12,28,-1.6
1937,12,29,-0.6
1937,12,30,-1.2
1937,12,31,0.4
1938,1,1,0.0
1938,1,2,0.1
1938,1,3,-3.4
1938,1,4,-3.1
1938,1,5,-1.9
1938,1,6,-2.4
1938,1,7,1.9
1938,1,8,-0.6
1938,1,9,-2.2
1938,1,10,-0.8
1938,1,11,0.6
1938,1,12,-1.9
1938,1,13,-4.6
1938,1,14,1.3
1938,1,15,0.6
1938,1,16,-0.6
1938,1,17,-0.8
1938,1,18,-1.0
1938,1,19,4.6
1938,1,20,3.1
1938,1,21,3.3
1938,1,22,-0.1
1938,1,23,-2.3
1938,1,24,-1.9
1938,1,25,2.2
1938,1,26,-1.1
1938,1,27,-4.0
1938,1,28,-1.4
1938,1,29,1.0
1938,1,30,1.0
1938,1,31,1.5
1938,2,1,-0.1
1938,2,2,-4.2
1938,2,3,-2.5
1938,2,4,-1.2
1938,2,5,-0.3
1938,2,6,-0.7
1938,2,7,-3.6
1938,2,8,-4.1
1938,2,9,-3.9
1938,2,10,-4.1
1938,2,11,-0.9
1938,2,12,-1.5
1938,2,13,0.5
1938,2,14,0.5
1938,2,15,2.9
1938,2,16,3.2
1938,2,17,4.0
1938,2,18,-1.0
1938,2,19,-0.3
1938,2,20,1.2
1938,2,21,1.4
1938,2,22,0.5
1938,2,23,0.4
1938,2,24,0.6
1938,2,25,0.3
1938,2,26,1.4
1938,2,27,2.1
1938,2,28,1.8
1938,3,1,2.9
1938,3,2,3.8
1938,3,3,2.2
1938,3,4,3.4
1938,3,5,4.0
1938,3,6,4.7
1938,3,7,1.2
1938,3,8,-0.4
1938,3,9,-0.7
1938,3,10,-0.4
1938,3,11,2.6
1938,3,12,1.8
1938,3,13,1.0
1938,3,14,0.3
1938,3,15,0.0
1938,3,16,2.4
1938,3,17,1.6
1938,3,18,6.7
1938,3,19,5.3
1938,3,20,5.6
1938,3,21,7.7
1938,3,22,9.2
1938,3,23,9.5
1938,3,24,9.0
1938,3,25,6.3
1938,3,26,7.2
1938,3,27,6.5
1938,3,28,5.9
1938,3,29,6.4
1938,3,30,6.3
1938,3,31,6.7
1938,4,1,8.9
1938,4,2,8.6
1938,4,3,10.0
1938,4,4,6.8
1938,4,5,7.6
1938,4,6,6.1
1938,4,7,8.0
1938,4,8,7.9
1938,4,9,3.9
1938,4,10,5.2
1938,4,11,5.6
1938,4,12,6.9
1938,4,13,8.1
1938,4,14,11.5
1938,4,15,8.2
1938,4,16,6.1
1938,4,17,9.9
1938,4,18,9.6
1938,4,19,10.8
1938,4,20,10.9
1938,4,21,10.6
1938,4,22,12.3
1938,4,23,13.7
1938,4,24,11.5
1938,4,25,9.2
1938,4,26,11.4
1938,4,27,14.4
1938,4,28,12.3
1938,4,29,10.3
1938,4,30,12.5
1938,5,1,15.6
1938,5,2,16.1
1938,5,3,16.2
1938,5,4,15.6
1938,5,5,17.7
1938,5,6,16.0
1938,5,7,13.2
1938,5,8,10.3
1938,5,9,10.0
1938,5,10,11.0
1938,5,11,13.4
1938,5,12,11.5
1938,5,13,9.5
1938,5,14,14.2
1938,5,15,17.8
1938,5,16,18.7
1938,5,17,15.7
1938,5,18,15.0
1938,5,19,16.9
1938,5,20,11.9
1938,5,21,10.7
1938,5,22,13.1
1938,5,23,13.8
1938,5,24,12.0
1938,5,25,14.1
1938,5,26,14.4
1938,5,27,16.1
1938,5,28,20.1
1938,5,29,19.6
1938,5,30,18.3
1938,5,31,18.5
1938,6,1,20.1
1938,6,2,16.7
1938,6,3,16.4
1938,6,4,16.3
1938,6,5,18.4
1938,6,6,18.0
1938,6,7,15.9
1938,6,8,17.1
1938,6,9,19.2
1938,6,10,18.5
1938,6,11,17.0
1938,6,12,18.4
1938,6,13,19.0
1938,6,14,17.2
1938,6,15,17.0
1938,6,16,17.3
1938,6,17,15.4
1938,6,18,17.2
1938,6,19,17.6
1938,6,20,16.8
1938,6,21,15.5
1938,6,22,17.7
1938,6,23,19.1
1938,6,24,21.5
1938,6,25,19.8
1938,6,26,18.6
1938,6,27,16.9
1938,6,28,20.0
1938,6,29,19.1
1938,6,30,20.9
1938,7,1,19.5
1938,7,2,19.5
1938,7,3,22.3
1938,7,4,20.8
1938,7,5,20.8
1938,7,6,19.6
1938,7,7,19.9
1938,7,8,19.1
1938,7,9,20.1
1938,7,10,21.7
1938,7,11,24.2
1938,7,12,24.3
1938,7,13,23.7
1938,7,14,22.8
1938,7,15,23.6
1938,7,16,23.0
1938,7,17,23.1
1938,7,18,24.6
1938,7,19,24.8
1938,7,20,24.9
1938,7,21,24.9
1938,7,22,24.4
1938,7,23,23.7
1938,7,24,23.0
1938,7,25,24.5
1938,7,26,26.5
1938,7,27,25.9
1938,7,28,24.7
1938,7,29,25.0
1938,7,30,24.7
1938,7,31,25.1
1938,8,1,24.9
1938,8,2,24.4
1938,8,3,26.3
1938,8,4,26.3
1938,8,5,26.2
1938,8,6,25.8
1938,8,7,25.8
1938,8,8,27.5
1938,8,9,27.3
1938,8,10,26.2
1938,8,11,25.2
1938,8,12,25.8
1938,8,13,26.3
1938,8,14,25.0
1938,8,15,25.4
1938,8,16,26.9
1938,8,17,27.6
1938,8,18,28.4
1938,8,19,28.0
1938,8,20,27.1
1938,8,21,27.1
1938,8,22,26.4
1938,8,23,25.6
1938,8,24,25.7
1938,8,25,26.1
1938,8,26,27.6
1938,8,27,26.6
1938,8,28,27.3
1938,8,29,26.9
1938,8,30,25.8
1938,8,31,25.8
1938,9,1,25.1
1938,9,2,25.6
1938,9,3,26.2
1938,9,4,26.5
1938,9,5,25.7
1938,9,6,27.1
1938,9,7,23.1
1938,9,8,20.9
1938,9,9,21.0
1938,9,10,20.3
1938,9,11,22.1
1938,9,12,20.0
1938,9,13,19.1
1938,9,14,17.8
1938,9,15,17.7
1938,9,16,17.6
1938,9,17,15.9
1938,9,18,16.8
1938,9,19,17.7
1938,9,20,17.6
1938,9,21,20.1
1938,9,22,17.4
1938,9,23,15.2
1938,9,24,18.3
1938,9,25,18.7
1938,9,26,17.6
1938,9,27,15.6
1938,9,28,16.7
1938,9,29,18.6
1938,9,30,18.9
1938,10,1,19.0
1938,10,2,19.7
1938,10,3,20.5
1938,10,4,18.7
1938,10,5,17.4
1938,10,6,16.4
1938,10,7,14.9
1938,10,8,13.1
1938,10,9,14.6
1938,10,10,16.9
1938,10,11,18.0
1938,10,12,14.2
1938,10,13,13.3
1938,10,14,15.3
1938,10,15,11.6
1938,10,16,10.1
1938,10,17,8.9
1938,10,18,9.7
1938,10,19,12.4
1938,10,20,11.7
1938,10,21,10.7
1938,10,22,11.5
1938,10,23,11.3
1938,10,24,12.9
1938,10,25,13.2
1938,10,26,13.7
1938,10,27,11.3
1938,10,28,11.4
1938,10,29,13.1
1938,10,30,16.2
1938,10,31,14.4
1938,11,1,9.2
1938,11,2,9.8
1938,11,3,10.8
1938,11,4,12.2
1938,11,5,12.6
1938,11,6,10.4
1938,11,7,10.5
1938,11,8,12.1
1938,11,9,9.4
1938,11,10,9.3
1938,11,11,7.1
1938,11,12,4.4
1938,11,13,6.1
1938,11,14,7.8
1938,11,15,7.7
1938,11,16,8.9
1938,11,17,10.3
1938,11,18,9.6
1938,11,19,10.0
1938,11,20,7.2
1938,11,21,5.3
1938,11,22,8.3
1938,11,23,8.3
1938,11,24,6.7
1938,11,25,4.9
1938,11,26,5.2
1938,11,27,5.7
1938,11,28,6.8
1938,11,29,8.6
1938,11,30,7.9
1938,12,1,6.0
1938,12,2,4.7
1938,12,3,4.7
1938,12,4,5.1
1938,12,5,7.9
1938,12,6,4.3
1938,12,7,2.7
1938,12,8,3.1
1938,12,9,4.5
1938,12,10,0.9
1938,12,11,2.5
1938,12,12,2.9
1938,12,13,4.6
1938,12,14,1.9
1938,12,15,1.4
1938,12,16,1.6
1938,12,17,3.5
1938,12,18,2.4
1938,12,19,1.6
1938,12,20,2.6
1938,12,21,2.7
1938,12,22,2.9
1938,12,23,3.5
1938,12,24,4.6
1938,12,25,1.2
1938,12,26,-0.1
1938,12,27,-2.4
1938,12,28,-4.6
1938,12,29,-2.8
1938,12,30,-1.6
1938,12,31,-0.8
1939,1,1,1.3
1939,1,2,2.5
1939,1,3,-0.7
1939,1,4,0.2
1939,1,5,-3.1
1939,1,6,-3.6
1939,1,7,-1.7
1939,1,8,-4.1
1939,1,9,-3.8
1939,1,10,-4.0
1939,1,11,-4.2
1939,1,12,-3.5
1939,1,13,-4.5
1939,1,14,-3.8
1939,1,15,-1.1
1939,1,16,-3.2
1939,1,17,-4.1
1939,1,18,-3.5
1939,1,19,1.8
1939,1,20,-2.9
1939,1,21,-2.1
1939,1,22,-0.5
1939,1,23,-1.7
1939,1,24,-0.4
1939,1,25,1.9
1939,1,26,1.7
1939,1,27,-1.1
1939,1,28,-0.5
1939,1,29,1.3
1939,1,30,0.4
1939,1,31,-2.6
1939,2,1,-1.4
1939,2,2,-3.4
1939,2,3,-3.0
1939,2,4,-2.2
1939,2,5,-1.2
1939,2,6,0.1
1939,2,7,-0.6
1939,2,8,0.4
1939,2,9,-1.3
1939,2,10,-4.1
1939,2,11,-1.0
1939,2,12,0.3
1939,2,13,-0.8
1939,2,14,-0.9
1939,2,15,-0.1
1939,2,16,2.6
1939,2,17,1.4
1939,2,18,0.5
1939,2,19,1.9
1939,2,20,0.1
1939,2,21,-0.8
1939,2,22,3.3
1939,2,23,2.6
1939,2,24,-1.7
1939,2,25,0.2
1939,2,26,-0.3
1939,2,27,-0.6
1939,2,28,1.0
1939,3,1,-0.4
1939,3,2,2.7
1939,3,3,1.7
1939,3,4,1.4
1939,3,5,1.7
1939,3,6,2.7
1939,3,7,5.2
1939,3,8,3.8
1939,3,9,3.0
1939,3,10,2.9
1939,3,11,6.3
1939,3,12,6.2
1939,3,13,0.5
1939,3,14,0.4
1939,3,15,1.2
1939,3,16,0.3
1939,3,17,0.7
1939,3,18,0.2
1939,3,19,0.4
1939,3,20,0.2
1939,3,21,0.4
1939,3,22,3.6
1939,3,23,3.3
1939,3,24,4.0
1939,3,25,4.8
1939,3,26,3.5
1939,3,27,3.3
1939,3,28,3.0
1939,3,29,3.4
1939,3,30,7.0
1939,3,31,7.9
1939,4,1,5.5
1939,4,2,3.4
1939,4,3,3.4
1939,4,4,2.3
1939,4,5,2.0
1939,4,6,3.1
1939,4,7,2.9
1939,4,8,7.6
1939,4,9,6.1
1939,4,10,7.7
1939,4,11,10.8
1939,4,12,11.5
1939,4,13,11.3
1939,4,14,10.2
1939,4,15,7.8
1939,4,16,7.1
1939,4,17,8.0
1939,4,18,7.6
1939,4,19,10.5
1939,4,20,13.8
1939,4,21,16.9
1939,4,22,12.7
1939,4,23,10.5
1939,4,24,8.1
1939,4,25,10.3
1939,4,26,12.1
1939,4,27,9.9
1939,4,28,12.5
1939,4,29,12.6
1939,4,30,14.8
1939,5,1,13.6
1939,5,2,13.5
1939,5,3,11.4
1939,5,4,13.8
1939,5,5,12.5
1939,5,6,12.8
1939,5,7,13.2
1939,5,8,15.5
1939,5,9,11.1
1939,5,10,13.6
1939,5,11,15.8
1939,5,12,14.1
1939,5,13,12.3
1939,5,14,14.2
1939,5,15,12.4
1939,5,16,11.9
1939,5,17,12.2
1939,5,18,15.0
1939,5,19,16.3
1939,5,20,13.0
1939,5,21,10.1
1939,5,22,9.8
1939,5,23,11.7
1939,5,24,13.5
1939,5,25,12.7
1939,5,26,11.0
1939,5,27,13.0
1939,5,28,12.3
1939,5,29,13.3
1939,5,30,14.5
1939,5,31,16.3
1939,6,1,14.9
1939,6,2,15.5
1939,6,3,16.7
1939,6,4,15.4
1939,6,5,16.8
1939,6,6,18.7
1939,6,7,19.4
1939,6,8,20.3
1939,6,9,17.3
1939,6,10,17.0
1939,6,11,18.9
1939,6,12,17.9
1939,6,13,19.3
1939,6,14,20.2
1939,6,15,19.6
1939,6,16,21.1
1939,6,17,20.5
1939,6,18,21.6
1939,6,19,21.9
1939,6,20,22.3
1939,6,21,23.4
1939,6,22,22.1
1939,6,23,19.7
1939,6,24,21.8
1939,6,25,19.5
1939,6,26,20.5
1939,6,27,21.8
1939,6,28,20.0
1939,6,29,19.5
1939,6,30,18.2
1939,7,1,18.1
1939,7,2,18.2
1939,7,3,21.0
1939,7,4,23.9
1939,7,5,24.6
1939,7,6,24.3
1939,7,7,24.1
1939,7,8,24.6
1939,7,9,24.4
1939,7,10,25.5
1939,7,11,21.5
1939,7,12,22.0
1939,7,13,22.6
1939,7,14,23.7
1939,7,15,25.8
1939,7,16,25.8
1939,7,17,25.1
1939,7,18,25.3
1939,7,19,24.3
1939,7,20,24.8
1939,7,21,26.8
1939,7,22,27.2
1939,7,23,27.6
1939,7,24,26.8
1939,7,25,26.4
1939,7,26,26.2
1939,7,27,26.4
1939,7,28,25.5
1939,7,29,25.2
1939,7,30,25.4
1939,7,31,25.2
1939,8,1,25.4
1939,8,2,27.0
1939,8,3,27.3
1939,8,4,28.1
1939,8,5,27.8
1939,8,6,27.4
1939,8,7,25.4
1939,8,8,25.7
1939,8,9,25.0
1939,8,10,25.1
1939,8,11,24.9
1939,8,12,25.6
1939,8,13,24.2
1939,8,14,23.4
1939,8,15,21.8
1939,8,16,21.6
1939,8,17,23.3
1939,8,18,23.5
1939,8,19,26.4
1939,8,20,26.7
1939,8,21,25.3
1939,8,22,25.0
1939,8,23,24.6
1939,8,24,24.7
1939,8,25,25.9
1939,8,26,25.0
1939,8,27,25.9
1939,8,28,26.4
1939,8,29,25.9
1939,8,30,25.6
1939,8,31,25.4
1939,9,1,25.4
1939,9,2,24.6
1939,9,3,24.9
1939,9,4,23.3
1939,9,5,24.3
1939,9,6,24.5
1939,9,7,24.1
1939,9,8,24.5
1939,9,9,26.8
1939,9,10,27.4
1939,9,11,23.7
1939,9,12,23.1
1939,9,13,22.9
1939,9,14,22.1
1939,9,15,23.9
1939,9,16,20.8
1939,9,17,22.4
1939,9,18,20.2
1939,9,19,19.4
1939,9,20,19.7
1939,9,21,19.8
1939,9,22,20.6
1939,9,23,18.9
1939,9,24,19.6
1939,9,25,16.6
1939,9,26,16.3
1939,9,27,17.0
1939,9,28,18.6
1939,9,29,20.9
1939,9,30,19.1
1939,10,1,16.9
1939,10,2,16.8
1939,10,3,14.6
1939,10,4,16.4
1939,10,5,18.8
1939,10,6,20.5
1939,10,7,19.5
1939,10,8,19.2
1939,10,9,18.2
1939,10,10,16.6
1939,10,11,15.5
1939,10,12,15.5
1939,10,13,15.3
1939,10,14,18.2
1939,10,15,18.0
1939,10,16,18.7
1939,10,17,15.5
1939,10,18,12.2
1939,10,19,16.1
1939,10,20,13.0
1939,10,21,10.2
1939,10,22,10.0
1939,10,23,8.9
1939,10,24,9.5
1939,10,25,10.8
1939,10,26,14.0
1939,10,27,14.9
1939,10,28,16.4
1939,10,29,16.1
1939,10,30,14.4
1939,10,31,15.3
1939,11,1,12.1
1939,11,2,9.7
1939,11,3,11.4
1939,11,4,11.8
1939,11,5,14.8
1939,11,6,10.6
1939,11,7,11.5
1939,11,8,13.0
1939,11,9,15.3
1939,11,10,11.9
1939,11,11,8.8
1939,11,12,8.1
1939,11,13,4.5
1939,11,14,6.4
1939,11,15,9.0
1939,11,16,9.0
1939,11,17,9.0
1939,11,18,7.0
1939,11,19,9.4
1939,11,20,12.8
1939,11,21,10.0
1939,11,22,7.0
1939,11,23,8.9
1939,11,24,7.3
1939,11,25,7.2
1939,11,26,1.7
1939,11,27,3.4
1939,11,28,3.7
1939,11,29,3.8
1939,11,30,1.3
1939,12,1,1.9
1939,12,2,0.3
1939,12,3,0.6
1939,12,4,1.6
1939,12,5,3.3
1939,12,6,2.9
1939,12,7,4.2
1939,12,8,6.0
1939,12,9,5.0
1939,12,10,7.7
1939,12,11,0.1
1939,12,12,0.4
1939,12,13,-0.6
1939,12,14,0.7
1939,12,15,2.4
1939,12,16,1.9
1939,12,17,4.3
1939,12,18,3.2
1939,12,19,2.3
1939,12,20,2.7
1939,12,21,0.7
1939,12,22,5.4
1939,12,23,1.9
1939,12,24,3.7
1939,12,25,2.8
1939,12,26,5.0
1939,12,27,3.2
1939,12,28,3.3
1939,12,29,3.0
1939,12,30,6.0
1939,12,31,6.5
1940,1,1,-0.9
1940,1,2,1.9
1940,1,3,2.3
1940,1,4,-0.6
1940,1,5,3.2
1940,1,6,0.0
1940,1,7,-0.1
1940,1,8,-1.3
1940,1,9,-5.9
1940,1,10,-3.2
1940,1,11,0.0
1940,1,12,1.1
1940,1,13,0.7
1940,1,14,-2.3
1940,1,15,-4.8
1940,1,16,-4.0
1940,1,17,-2.4
1940,1,18,-2.9
1940,1,19,-2.8
1940,1,20,0.0
1940,1,21,-6.3
1940,1,22,-3.9
1940,1,23,-1.8
1940,1,24,-1.2
1940,1,25,-2.2
1940,1,26,-1.8
1940,1,27,-1.7
1940,1,28,-3.1
1940,1,29,-2.0
1940,1,30,-0.6
1940,1,31,-1.8
1940,2,1,-0.2
1940,2,2,0.5
1940,2,3,0.4
1940,2,4,0.8
1940,2,5,0.3
1940,2,6,0.6
1940,2,7,-1.2
1940,2,8,-0.5
1940,2,9,-1.1
1940,2,10,0.0
1940,2,11,-2.9
1940,2,12,0.0
1940,2,13,-1.2
1940,2,14,2.8
1940,2,15,2.6
1940,2,16,-0.5
1940,2,17,0.7
1940,2,18,-1.6
1940,2,19,0.7
1940,2,20,1.8
1940,2,21,-0.6
1940,2,22,-1.3
1940,2,23,-1.5
1940,2,24,2.5
1940,2,25,2.7
1940,2,26,-2.0
1940,2,27,0.2
1940,2,28,0.0
1940,2,29,-0.1
1940,3,1,0.0
1940,3,2,2.6
1940,3,3,4.5
1940,3,4,3.1
1940,3,5,6.1
1940,3,6,6.8
1940,3,7,1.3
1940,3,8,2.7
1940,3,9,4.8
1940,3,10,4.2
1940,3,11,4.4
1940,3,12,3.7
1940,3,13,6.3
1940,3,14,5.0
1940,3,15,0.2
1940,3,16,-1.7
1940,3,17,3.3
1940,3,18,3.8
1940,3,19,4.9
1940,3,20,4.6
1940,3,21,2.2
1940,3,22,1.4
1940,3,23,2.4
1940,3,24,4.0
1940,3,25,4.9
1940,3,26,4.5
1940,3,27,2.0
1940,3,28,2.8
1940,3,29,5.4
1940,3,30,6.6
1940,3,31,4.5
1940,4,1,3.2
1940,4,2,6.2
1940,4,3,8.6
1940,4,4,5.0
1940,4,5,5.1
1940,4,6,3.3
1940,4,7,5.1
1940,4,8,9.3
1940,4,9,5.5
1940,4,10,7.9
1940,4,11,8.9
1940,4,12,11.0
1940,4,13,12.4
1940,4,14,8.9
1940,4,15,6.5
1940,4,16,9.1
1940,4,17,7.0
1940,4,18,10.8
1940,4,19,9.2
1940,4,20,8.3
1940,4,21,9.4
1940,4,22,7.8
1940,4,23,7.1
1940,4,24,10.5
1940,4,25,13.5
1940,4,26,15.0
1940,4,27,11.3
1940,4,28,8.4
1940,4,29,10.6
1940,4,30,11.2
1940,5,1,13.1
1940,5,2,15.0
1940,5,3,13.4
1940,5,4,10.7
1940,5,5,10.4
1940,5,6,8.5
1940,5,7,13.1
1940,5,8,13.1
1940,5,9,10.0
1940,5,10,7.9
1940,5,11,13.5
1940,5,12,16.1
1940,5,13,12.7
1940,5,14,10.2
1940,5,15,11.4
1940,5,16,13.6
1940,5,17,13.5
1940,5,18,13.1
1940,5,19,11.7
1940,5,20,12.5
1940,5,21,15.1
1940,5,22,15.5
1940,5,23,15.4
1940,5,24,14.2
1940,5,25,13.1
1940,5,26,12.5
1940,5,27,15.8
1940,5,28,16.4
1940,5,29,14.2
1940,5,30,17.3
1940,5,31,14.8
1940,6,1,17.3
1940,6,2,16.2
1940,6,3,13.1
1940,6,4,17.8
1940,6,5,15.2
1940,6,6,17.1
1940,6,7,14.8
1940,6,8,14.7
