ダウンロードした時刻：2019/06/29 17:28:27

,,,酒田
年,月,日,平均気温(℃)
1953,4,29,13.0
1953,4,30,9.4
1953,5,1,7.7
1953,5,2,6.3
1953,5,3,6.9
1953,5,4,10.7
1953,5,5,12.9
1953,5,6,13.2
1953,5,7,15.6
1953,5,8,15.9
1953,5,9,12.8
1953,5,10,12.1
1953,5,11,16.3
1953,5,12,17.3
1953,5,13,18.9
1953,5,14,13.4
1953,5,15,12.3
1953,5,16,13.1
1953,5,17,10.9
1953,5,18,10.3
1953,5,19,10.4
1953,5,20,11.4
1953,5,21,13.2
1953,5,22,17.7
1953,5,23,17.7
1953,5,24,14.7
1953,5,25,17.1
1953,5,26,17.8
1953,5,27,14.3
1953,5,28,15.7
1953,5,29,17.0
1953,5,30,13.8
1953,5,31,16.5
1953,6,1,18.1
1953,6,2,16.9
1953,6,3,17.7
1953,6,4,18.9
1953,6,5,17.8
1953,6,6,16.0
1953,6,7,17.5
1953,6,8,16.9
1953,6,9,14.5
1953,6,10,15.1
1953,6,11,15.7
1953,6,12,15.7
1953,6,13,16.2
1953,6,14,18.0
1953,6,15,18.7
1953,6,16,19.5
1953,6,17,20.3
1953,6,18,21.8
1953,6,19,19.8
1953,6,20,22.5
1953,6,21,21.1
1953,6,22,20.6
1953,6,23,20.3
1953,6,24,21.4
1953,6,25,21.5
1953,6,26,20.3
1953,6,27,19.9
1953,6,28,20.6
1953,6,29,22.0
1953,6,30,22.1
1953,7,1,21.6
1953,7,2,22.6
1953,7,3,20.4
1953,7,4,21.7
1953,7,5,21.8
1953,7,6,21.8
1953,7,7,20.5
1953,7,8,22.1
1953,7,9,19.7
1953,7,10,21.0
1953,7,11,19.9
1953,7,12,20.9
1953,7,13,22.1
1953,7,14,22.0
1953,7,15,22.1
1953,7,16,22.2
1953,7,17,24.2
1953,7,18,25.6
1953,7,19,23.3
1953,7,20,22.3
1953,7,21,22.5
1953,7,22,22.6
1953,7,23,22.8
1953,7,24,24.1
1953,7,25,24.2
1953,7,26,24.6
1953,7,27,25.6
1953,7,28,26.6
1953,7,29,27.1
1953,7,30,27.0
1953,7,31,26.7
1953,8,1,25.7
1953,8,2,24.0
1953,8,3,22.0
1953,8,4,23.5
1953,8,5,26.3
1953,8,6,26.4
1953,8,7,23.6
1953,8,8,24.6
1953,8,9,24.9
1953,8,10,26.6
1953,8,11,26.8
1953,8,12,26.7
1953,8,13,25.6
1953,8,14,23.4
1953,8,15,23.4
1953,8,16,22.8
1953,8,17,24.6
1953,8,18,22.7
1953,8,19,22.7
1953,8,20,25.1
1953,8,21,24.2
1953,8,22,22.4
1953,8,23,20.3
1953,8,24,20.6
1953,8,25,19.9
1953,8,26,19.6
1953,8,27,18.6
1953,8,28,19.7
1953,8,29,20.2
1953,8,30,20.1
1953,8,31,21.5
1953,9,1,20.5
1953,9,2,21.9
1953,9,3,21.2
1953,9,4,19.3
1953,9,5,20.5
1953,9,6,18.7
1953,9,7,19.3
1953,9,8,19.7
1953,9,9,19.5
1953,9,10,20.7
1953,9,11,21.1
1953,9,12,21.8
1953,9,13,19.5
1953,9,14,19.3
1953,9,15,20.0
1953,9,16,18.0
1953,9,17,18.8
1953,9,18,18.6
1953,9,19,18.5
1953,9,20,16.1
1953,9,21,16.1
1953,9,22,17.7
1953,9,23,19.2
1953,9,24,20.5
1953,9,25,20.4
1953,9,26,20.6
1953,9,27,19.8
1953,9,28,18.7
1953,9,29,19.9
1953,9,30,20.3
1953,10,1,17.9
1953,10,2,15.8
1953,10,3,16.0
1953,10,4,14.9
1953,10,5,15.1
1953,10,6,13.3
1953,10,7,14.3
1953,10,8,15.1
1953,10,9,16.3
1953,10,10,16.4
1953,10,11,15.5
1953,10,12,16.2
1953,10,13,15.4
1953,10,14,13.5
1953,10,15,11.8
1953,10,16,12.4
1953,10,17,14.0
1953,10,18,15.1
1953,10,19,15.0
1953,10,20,14.0
1953,10,21,15.8
1953,10,22,14.9
1953,10,23,12.0
1953,10,24,13.7
1953,10,25,12.9
1953,10,26,10.9
1953,10,27,11.2
1953,10,28,12.2
1953,10,29,15.1
1953,10,30,12.8
1953,10,31,13.7
1953,11,1,14.4
1953,11,2,10.3
1953,11,3,10.7
1953,11,4,13.9
1953,11,5,12.5
1953,11,6,8.7
1953,11,7,8.7
1953,11,8,11.6
1953,11,9,6.9
1953,11,10,6.2
1953,11,11,5.6
1953,11,12,6.3
1953,11,13,8.4
1953,11,14,8.2
1953,11,15,5.9
1953,11,16,6.4
1953,11,17,5.8
1953,11,18,4.3
1953,11,19,4.1
1953,11,20,2.7
1953,11,21,4.5
1953,11,22,8.0
1953,11,23,5.1
1953,11,24,4.9
1953,11,25,5.9
1953,11,26,5.9
1953,11,27,5.3
1953,11,28,3.6
1953,11,29,7.5
1953,11,30,7.1
1953,12,1,11.5
1953,12,2,9.0
1953,12,3,4.9
1953,12,4,1.6
1953,12,5,1.4
1953,12,6,2.6
1953,12,7,2.7
1953,12,8,3.0
1953,12,9,2.8
1953,12,10,9.4
1953,12,11,7.3
1953,12,12,6.5
1953,12,13,6.8
1953,12,14,6.7
1953,12,15,5.6
1953,12,16,5.5
1953,12,17,6.6
1953,12,18,5.3
1953,12,19,7.5
1953,12,20,6.2
1953,12,21,4.8
1953,12,22,2.0
1953,12,23,0.3
1953,12,24,4.6
1953,12,25,5.5
1953,12,26,4.3
1953,12,27,1.3
1953,12,28,2.1
1953,12,29,4.3
1953,12,30,1.7
1953,12,31,-0.1
1954,1,1,3.1
1954,1,2,2.6
1954,1,3,3.7
1954,1,4,2.1
1954,1,5,3.8
1954,1,6,2.8
1954,1,7,0.9
1954,1,8,1.3
1954,1,9,5.4
1954,1,10,6.0
1954,1,11,0.5
1954,1,12,0.6
1954,1,13,1.2
1954,1,14,1.8
1954,1,15,1.0
1954,1,16,2.3
1954,1,17,3.9
1954,1,18,1.7
1954,1,19,2.9
1954,1,20,3.1
1954,1,21,1.7
1954,1,22,0.4
1954,1,23,-0.8
1954,1,24,-0.9
1954,1,25,-1.0
1954,1,26,-0.8
1954,1,27,-0.1
1954,1,28,-1.1
1954,1,29,-3.3
1954,1,30,-3.4
1954,1,31,-0.6
1954,2,1,-0.1
1954,2,2,-1.2
1954,2,3,-2.8
1954,2,4,-1.5
1954,2,5,-0.2
1954,2,6,0.0
1954,2,7,2.8
1954,2,8,2.1
1954,2,9,3.1
1954,2,10,4.6
1954,2,11,5.7
1954,2,12,4.9
1954,2,13,1.2
1954,2,14,0.7
1954,2,15,3.2
1954,2,16,4.2
1954,2,17,2.4
1954,2,18,0.0
1954,2,19,-1.4
1954,2,20,0.6
1954,2,21,-1.4
1954,2,22,-1.1
1954,2,23,3.2
1954,2,24,5.1
1954,2,25,5.9
1954,2,26,8.5
1954,2,27,10.6
1954,2,28,6.9
1954,3,1,7.2
1954,3,2,5.9
1954,3,3,1.0
1954,3,4,-0.7
1954,3,5,-0.9
1954,3,6,-0.1
1954,3,7,0.9
1954,3,8,1.8
1954,3,9,1.8
1954,3,10,1.6
1954,3,11,1.8
1954,3,12,4.3
1954,3,13,0.1
1954,3,14,1.3
1954,3,15,0.7
1954,3,16,2.9
1954,3,17,2.6
1954,3,18,4.7
1954,3,19,8.1
1954,3,20,4.5
1954,3,21,3.3
1954,3,22,5.1
1954,3,23,6.6
1954,3,24,6.3
1954,3,25,6.4
1954,3,26,6.3
1954,3,27,9.8
1954,3,28,5.9
1954,3,29,3.8
1954,3,30,7.3
1954,3,31,9.0
1954,4,1,9.8
1954,4,2,9.5
1954,4,3,7.5
1954,4,4,5.8
1954,4,5,11.0
1954,4,6,12.3
1954,4,7,11.9
1954,4,8,8.4
1954,4,9,6.4
1954,4,10,6.0
1954,4,11,11.2
1954,4,12,13.8
1954,4,13,11.5
1954,4,14,7.9
1954,4,15,7.0
1954,4,16,8.3
1954,4,17,15.4
1954,4,18,15.0
1954,4,19,10.8
1954,4,20,8.8
1954,4,21,8.3
1954,4,22,9.5
1954,4,23,11.9
1954,4,24,14.7
1954,4,25,13.4
1954,4,26,12.5
1954,4,27,8.8
1954,4,28,9.3
1954,4,29,12.7
1954,4,30,10.6
1954,5,1,12.0
1954,5,2,12.9
1954,5,3,13.1
1954,5,4,10.9
1954,5,5,11.1
1954,5,6,13.5
1954,5,7,12.8
1954,5,8,10.4
1954,5,9,14.5
1954,5,10,10.8
1954,5,11,12.5
1954,5,12,13.7
1954,5,13,15.9
1954,5,14,14.3
1954,5,15,11.2
1954,5,16,13.3
1954,5,17,14.4
1954,5,18,15.7
1954,5,19,18.8
1954,5,20,17.6
1954,5,21,16.4
1954,5,22,12.0
1954,5,23,14.2
1954,5,24,16.1
1954,5,25,13.9
1954,5,26,12.8
1954,5,27,11.9
1954,5,28,16.6
1954,5,29,18.5
1954,5,30,16.0
1954,5,31,14.6
1954,6,1,16.1
1954,6,2,16.6
1954,6,3,16.8
1954,6,4,17.5
1954,6,5,13.9
1954,6,6,14.8
1954,6,7,16.1
1954,6,8,14.7
1954,6,9,15.1
1954,6,10,14.9
1954,6,11,15.4
1954,6,12,13.9
1954,6,13,15.5
1954,6,14,17.1
1954,6,15,15.4
1954,6,16,15.6
1954,6,17,17.6
1954,6,18,18.8
1954,6,19,18.9
1954,6,20,17.5
1954,6,21,15.4
1954,6,22,16.6
1954,6,23,13.8
1954,6,24,17.1
1954,6,25,16.8
1954,6,26,19.4
1954,6,27,19.2
1954,6,28,20.6
1954,6,29,21.9
1954,6,30,22.4
1954,7,1,19.5
1954,7,2,18.9
1954,7,3,20.5
1954,7,4,19.7
1954,7,5,22.0
1954,7,6,19.2
1954,7,7,19.3
1954,7,8,20.0
1954,7,9,19.6
1954,7,10,19.0
1954,7,11,18.0
1954,7,12,19.1
1954,7,13,19.0
1954,7,14,19.7
1954,7,15,19.8
1954,7,16,20.6
1954,7,17,20.8
1954,7,18,23.5
1954,7,19,23.4
1954,7,20,21.9
1954,7,21,21.5
1954,7,22,22.5
1954,7,23,23.7
1954,7,24,22.3
1954,7,25,22.6
1954,7,26,25.4
1954,7,27,22.8
1954,7,28,25.1
1954,7,29,23.6
1954,7,30,22.0
1954,7,31,25.1
1954,8,1,27.5
1954,8,2,27.4
1954,8,3,26.0
1954,8,4,24.9
1954,8,5,23.1
1954,8,6,22.4
1954,8,7,22.6
1954,8,8,24.7
1954,8,9,22.8
1954,8,10,21.2
1954,8,11,21.0
1954,8,12,23.4
1954,8,13,26.4
1954,8,14,27.0
1954,8,15,26.9
1954,8,16,28.0
1954,8,17,27.6
1954,8,18,28.8
1954,8,19,29.0
1954,8,20,22.9
1954,8,21,22.9
1954,8,22,23.7
1954,8,23,24.4
1954,8,24,23.6
1954,8,25,22.5
1954,8,26,23.8
1954,8,27,26.1
1954,8,28,25.5
1954,8,29,22.0
1954,8,30,20.0
1954,8,31,20.4
1954,9,1,23.5
1954,9,2,21.2
1954,9,3,21.5
1954,9,4,21.4
1954,9,5,21.3
1954,9,6,24.8
1954,9,7,26.8
1954,9,8,28.1
1954,9,9,22.7
1954,9,10,25.3
1954,9,11,25.6
1954,9,12,25.8
1954,9,13,27.1
1954,9,14,28.3
1954,9,15,25.7
1954,9,16,22.9
1954,9,17,22.3
1954,9,18,20.1
1954,9,19,19.0
1954,9,20,17.9
1954,9,21,19.6
1954,9,22,19.6
1954,9,23,21.7
1954,9,24,21.2
1954,9,25,20.1
1954,9,26,22.2
1954,9,27,18.5
1954,9,28,16.8
1954,9,29,17.6
1954,9,30,16.9
1954,10,1,18.0
1954,10,2,18.3
1954,10,3,18.7
1954,10,4,14.9
1954,10,5,12.3
1954,10,6,13.9
1954,10,7,12.4
1954,10,8,11.9
1954,10,9,10.5
1954,10,10,10.3
1954,10,11,12.2
1954,10,12,13.2
1954,10,13,13.9
1954,10,14,13.2
1954,10,15,12.1
1954,10,16,12.8
1954,10,17,13.6
1954,10,18,13.5
1954,10,19,14.4
1954,10,20,15.4
1954,10,21,13.7
1954,10,22,15.1
1954,10,23,13.9
1954,10,24,12.1
1954,10,25,12.5
1954,10,26,14.6
1954,10,27,16.3
1954,10,28,15.7
1954,10,29,12.0
1954,10,30,12.6
1954,10,31,11.4
1954,11,1,12.0
1954,11,2,10.9
1954,11,3,11.3
1954,11,4,11.9
1954,11,5,13.2
1954,11,6,10.7
1954,11,7,9.1
1954,11,8,12.7
1954,11,9,12.2
1954,11,10,10.2
1954,11,11,6.8
1954,11,12,7.9
1954,11,13,9.7
1954,11,14,6.9
1954,11,15,7.6
1954,11,16,9.8
1954,11,17,6.2
1954,11,18,4.4
1954,11,19,5.2
1954,11,20,8.8
1954,11,21,7.8
1954,11,22,7.9
1954,11,23,8.5
1954,11,24,9.8
1954,11,25,10.6
1954,11,26,8.1
1954,11,27,7.5
1954,11,28,8.7
1954,11,29,7.3
1954,11,30,6.2
1954,12,1,10.5
1954,12,2,8.6
1954,12,3,3.5
1954,12,4,4.2
1954,12,5,4.4
1954,12,6,4.0
1954,12,7,4.1
1954,12,8,8.9
1954,12,9,10.8
1954,12,10,6.6
1954,12,11,4.5
1954,12,12,5.0
1954,12,13,4.5
1954,12,14,6.4
1954,12,15,1.0
1954,12,16,1.1
1954,12,17,3.3
1954,12,18,2.8
1954,12,19,3.7
1954,12,20,5.6
1954,12,21,4.3
1954,12,22,2.9
1954,12,23,1.9
1954,12,24,3.4
1954,12,25,1.2
1954,12,26,0.3
1954,12,27,-1.4
1954,12,28,1.4
1954,12,29,1.3
1954,12,30,0.2
1954,12,31,0.2
1955,1,1,1.2
1955,1,2,-1.9
1955,1,3,-0.8
1955,1,4,0.4
1955,1,5,1.9
1955,1,6,-0.9
1955,1,7,-3.0
1955,1,8,-1.1
1955,1,9,1.0
1955,1,10,1.6
1955,1,11,0.4
1955,1,12,1.7
1955,1,13,1.8
1955,1,14,0.7
1955,1,15,0.8
1955,1,16,-3.1
1955,1,17,-2.5
1955,1,18,-1.3
1955,1,19,1.2
1955,1,20,3.4
1955,1,21,0.4
1955,1,22,-0.1
1955,1,23,1.2
1955,1,24,3.9
1955,1,25,2.0
1955,1,26,2.5
1955,1,27,0.6
1955,1,28,4.6
1955,1,29,3.9
1955,1,30,5.4
1955,1,31,3.3
1955,2,1,1.5
1955,2,2,2.8
1955,2,3,3.5
1955,2,4,1.9
1955,2,5,-0.4
1955,2,6,-2.1
1955,2,7,0.5
1955,2,8,3.5
1955,2,9,1.9
1955,2,10,2.5
1955,2,11,-2.7
1955,2,12,-3.2
1955,2,13,0.1
1955,2,14,0.4
1955,2,15,3.3
1955,2,16,-1.4
1955,2,17,1.0
1955,2,18,2.4
1955,2,19,2.2
1955,2,20,3.6
1955,2,21,-0.6
1955,2,22,3.8
1955,2,23,5.4
1955,2,24,4.1
1955,2,25,1.2
1955,2,26,3.3
1955,2,27,6.7
1955,2,28,7.1
1955,3,1,2.9
1955,3,2,5.5
1955,3,3,4.3
1955,3,4,-1.0
1955,3,5,-0.4
1955,3,6,0.6
1955,3,7,2.1
1955,3,8,3.0
1955,3,9,3.7
1955,3,10,2.6
1955,3,11,5.0
1955,3,12,8.7
1955,3,13,6.0
1955,3,14,1.4
1955,3,15,3.2
1955,3,16,7.0
1955,3,17,12.1
1955,3,18,6.4
1955,3,19,2.4
1955,3,20,6.2
1955,3,21,9.2
1955,3,22,5.4
1955,3,23,4.3
1955,3,24,5.4
1955,3,25,6.5
1955,3,26,5.4
1955,3,27,2.9
1955,3,28,4.0
1955,3,29,6.1
1955,3,30,4.8
1955,3,31,4.3
1955,4,1,8.2
1955,4,2,8.8
1955,4,3,6.1
1955,4,4,1.5
1955,4,5,4.7
1955,4,6,8.8
1955,4,7,12.0
1955,4,8,12.4
1955,4,9,12.7
1955,4,10,14.6
1955,4,11,9.9
1955,4,12,14.4
1955,4,13,11.8
1955,4,14,8.7
1955,4,15,12.5
1955,4,16,13.7
1955,4,17,10.9
1955,4,18,6.1
1955,4,19,5.0
1955,4,20,5.2
1955,4,21,5.4
1955,4,22,6.7
1955,4,23,10.2
1955,4,24,11.4
1955,4,25,10.0
1955,4,26,9.6
1955,4,27,11.0
1955,4,28,10.7
1955,4,29,9.1
1955,4,30,9.2
1955,5,1,11.0
1955,5,2,10.6
1955,5,3,14.5
1955,5,4,13.9
1955,5,5,11.1
1955,5,6,13.4
1955,5,7,9.9
1955,5,8,9.6
1955,5,9,12.4
1955,5,10,15.6
1955,5,11,18.4
1955,5,12,16.1
1955,5,13,11.4
1955,5,14,13.2
1955,5,15,13.1
1955,5,16,14.1
1955,5,17,16.6
1955,5,18,15.9
1955,5,19,13.1
1955,5,20,14.8
1955,5,21,15.2
1955,5,22,16.6
1955,5,23,14.6
1955,5,24,16.5
1955,5,25,13.7
1955,5,26,12.1
1955,5,27,13.2
1955,5,28,16.2
1955,5,29,17.0
1955,5,30,14.9
1955,5,31,12.9
1955,6,1,14.7
1955,6,2,15.9
1955,6,3,15.8
1955,6,4,16.0
1955,6,5,17.6
1955,6,6,18.8
1955,6,7,19.3
1955,6,8,19.7
1955,6,9,20.0
1955,6,10,18.8
1955,6,11,18.9
1955,6,12,19.0
1955,6,13,15.7
1955,6,14,17.4
1955,6,15,22.0
1955,6,16,19.3
1955,6,17,22.9
1955,6,18,22.1
1955,6,19,20.1
1955,6,20,22.1
1955,6,21,21.5
1955,6,22,20.5
1955,6,23,20.4
1955,6,24,21.9
1955,6,25,21.4
1955,6,26,19.0
1955,6,27,16.2
1955,6,28,20.7
1955,6,29,21.4
1955,6,30,22.4
1955,7,1,21.9
1955,7,2,24.4
1955,7,3,25.7
1955,7,4,22.7
1955,7,5,21.0
1955,7,6,19.7
1955,7,7,20.6
1955,7,8,21.3
1955,7,9,23.5
1955,7,10,25.9
1955,7,11,26.6
1955,7,12,26.4
1955,7,13,27.4
1955,7,14,28.5
1955,7,15,27.7
1955,7,16,27.7
1955,7,17,27.7
1955,7,18,27.0
1955,7,19,27.9
1955,7,20,27.2
1955,7,21,26.1
1955,7,22,25.8
1955,7,23,24.6
1955,7,24,26.4
1955,7,25,26.6
1955,7,26,26.5
1955,7,27,26.6
1955,7,28,26.9
1955,7,29,26.7
1955,7,30,27.0
1955,7,31,27.4
1955,8,1,27.3
1955,8,2,27.6
1955,8,3,24.7
1955,8,4,24.4
1955,8,5,24.4
1955,8,6,24.0
1955,8,7,25.3
1955,8,8,27.0
1955,8,9,27.7
1955,8,10,27.5
1955,8,11,26.5
1955,8,12,23.8
1955,8,13,23.5
1955,8,14,22.9
1955,8,15,23.7
1955,8,16,24.2
1955,8,17,23.8
1955,8,18,24.0
1955,8,19,25.2
1955,8,20,23.5
1955,8,21,23.5
1955,8,22,22.3
1955,8,23,21.7
1955,8,24,22.3
1955,8,25,25.1
1955,8,26,26.7
1955,8,27,27.6
1955,8,28,27.1
1955,8,29,27.6
1955,8,30,27.3
1955,8,31,22.9
1955,9,1,23.1
1955,9,2,20.7
1955,9,3,22.4
1955,9,4,20.9
1955,9,5,21.3
1955,9,6,23.1
1955,9,7,22.7
1955,9,8,21.0
1955,9,9,19.4
1955,9,10,20.8
1955,9,11,20.3
1955,9,12,18.4
1955,9,13,20.0
1955,9,14,21.7
1955,9,15,20.6
1955,9,16,20.4
1955,9,17,18.9
1955,9,18,20.3
1955,9,19,20.5
1955,9,20,17.9
1955,9,21,18.1
1955,9,22,18.5
1955,9,23,20.1
1955,9,24,18.9
1955,9,25,16.1
1955,9,26,17.4
1955,9,27,19.0
1955,9,28,18.3
1955,9,29,21.7
1955,9,30,26.0
1955,10,1,20.2
1955,10,2,18.8
1955,10,3,19.2
1955,10,4,22.0
1955,10,5,18.1
1955,10,6,14.3
1955,10,7,15.4
1955,10,8,15.2
1955,10,9,13.9
1955,10,10,14.3
1955,10,11,14.8
1955,10,12,13.9
1955,10,13,13.7
1955,10,14,16.2
1955,10,15,16.8
1955,10,16,17.3
1955,10,17,15.9
1955,10,18,16.2
1955,10,19,15.6
1955,10,20,14.1
1955,10,21,15.3
1955,10,22,13.7
1955,10,23,14.9
1955,10,24,11.6
1955,10,25,13.2
1955,10,26,14.3
1955,10,27,14.3
1955,10,28,12.7
1955,10,29,15.2
1955,10,30,11.3
1955,10,31,9.5
1955,11,1,11.5
1955,11,2,12.2
1955,11,3,9.9
1955,11,4,11.4
1955,11,5,13.6
1955,11,6,11.8
1955,11,7,8.9
1955,11,8,6.9
1955,11,9,6.2
1955,11,10,8.6
1955,11,11,9.4
1955,11,12,7.4
1955,11,13,7.5
1955,11,14,9.2
1955,11,15,9.4
1955,11,16,9.7
1955,11,17,6.6
1955,11,18,7.1
1955,11,19,7.8
1955,11,20,5.7
1955,11,21,7.7
1955,11,22,11.0
1955,11,23,7.5
1955,11,24,7.8
1955,11,25,7.0
1955,11,26,5.1
1955,11,27,6.3
1955,11,28,9.6
1955,11,29,5.6
1955,11,30,4.9
1955,12,1,6.6
1955,12,2,7.2
1955,12,3,8.2
1955,12,4,9.2
1955,12,5,9.5
1955,12,6,8.0
1955,12,7,3.5
1955,12,8,3.3
1955,12,9,3.6
1955,12,10,6.9
1955,12,11,9.5
1955,12,12,7.7
1955,12,13,6.1
1955,12,14,7.5
1955,12,15,10.2
1955,12,16,3.9
1955,12,17,-2.2
1955,12,18,1.4
1955,12,19,6.4
1955,12,20,7.5
1955,12,21,8.5
1955,12,22,3.2
1955,12,23,3.7
1955,12,24,4.5
1955,12,25,5.3
1955,12,26,5.8
1955,12,27,6.6
1955,12,28,6.9
1955,12,29,4.9
1955,12,30,2.2
1955,12,31,2.6
1956,1,1,2.4
1956,1,2,2.5
1956,1,3,5.0
1956,1,4,4.1
1956,1,5,5.6
1956,1,6,4.8
1956,1,7,2.7
1956,1,8,-1.2
1956,1,9,-4.1
1956,1,10,-3.2
1956,1,11,1.3
1956,1,12,0.0
1956,1,13,2.0
1956,1,14,0.3
1956,1,15,-2.3
1956,1,16,-1.1
1956,1,17,1.7
1956,1,18,2.1
1956,1,19,4.0
1956,1,20,2.8
1956,1,21,1.9
1956,1,22,-0.4
1956,1,23,-0.9
1956,1,24,-2.6
1956,1,25,-1.8
1956,1,26,0.9
1956,1,27,2.2
1956,1,28,3.3
1956,1,29,-0.4
1956,1,30,-0.1
1956,1,31,-0.5
1956,2,1,-2.7
1956,2,2,-1.7
1956,2,3,2.2
1956,2,4,3.0
1956,2,5,0.0
1956,2,6,-0.4
1956,2,7,0.4
1956,2,8,-0.8
1956,2,9,-1.7
1956,2,10,-1.9
1956,2,11,0.8
1956,2,12,1.3
1956,2,13,0.8
1956,2,14,1.7
1956,2,15,4.6
1956,2,16,3.3
1956,2,17,-1.3
1956,2,18,-1.6
1956,2,19,-1.6
1956,2,20,-1.0
1956,2,21,0.3
1956,2,22,-1.4
1956,2,23,-0.9
1956,2,24,-1.4
1956,2,25,-2.2
1956,2,26,-1.5
1956,2,27,-0.3
1956,2,28,1.4
1956,2,29,1.7
1956,3,1,2.1
1956,3,2,1.3
1956,3,3,0.9
1956,3,4,0.5
1956,3,5,0.7
1956,3,6,2.5
1956,3,7,4.3
1956,3,8,2.0
1956,3,9,0.7
1956,3,10,-0.7
1956,3,11,1.2
1956,3,12,1.8
1956,3,13,1.9
1956,3,14,4.2
1956,3,15,7.0
1956,3,16,9.9
1956,3,17,10.1
1956,3,18,9.3
1956,3,19,5.4
1956,3,20,3.7
1956,3,21,4.5
1956,3,22,5.3
1956,3,23,6.3
1956,3,24,8.4
1956,3,25,7.3
1956,3,26,4.0
1956,3,27,3.0
1956,3,28,5.1
1956,3,29,6.8
1956,3,30,7.6
1956,3,31,5.6
1956,4,1,4.1
1956,4,2,3.4
1956,4,3,3.9
1956,4,4,4.4
1956,4,5,4.7
1956,4,6,6.0
1956,4,7,6.4
1956,4,8,2.9
1956,4,9,5.5
1956,4,10,8.9
1956,4,11,9.6
1956,4,12,9.6
1956,4,13,10.3
1956,4,14,13.3
1956,4,15,12.6
1956,4,16,16.1
1956,4,17,10.0
1956,4,18,10.9
1956,4,19,11.2
1956,4,20,8.4
1956,4,21,9.4
1956,4,22,11.8
1956,4,23,16.6
1956,4,24,10.4
1956,4,25,10.4
1956,4,26,12.0
1956,4,27,10.1
1956,4,28,8.6
1956,4,29,7.9
1956,4,30,9.6
1956,5,1,13.8
1956,5,2,13.3
1956,5,3,11.9
1956,5,4,11.9
1956,5,5,18.3
1956,5,6,14.0
1956,5,7,12.2
1956,5,8,12.9
1956,5,9,13.9
1956,5,10,17.7
1956,5,11,14.2
1956,5,12,13.4
1956,5,13,13.2
1956,5,14,11.9
1956,5,15,12.6
1956,5,16,13.4
1956,5,17,13.7
1956,5,18,16.3
1956,5,19,15.4
1956,5,20,15.5
1956,5,21,19.3
1956,5,22,18.4
1956,5,23,16.9
1956,5,24,13.1
1956,5,25,15.6
1956,5,26,15.1
1956,5,27,16.4
1956,5,28,17.0
1956,5,29,18.3
1956,5,30,18.3
1956,5,31,16.1
1956,6,1,17.2
1956,6,2,18.4
1956,6,3,18.5
1956,6,4,20.3
1956,6,5,21.9
1956,6,6,19.2
1956,6,7,19.9
1956,6,8,17.1
1956,6,9,14.6
1956,6,10,14.0
1956,6,11,15.9
1956,6,12,18.8
1956,6,13,17.9
1956,6,14,19.2
1956,6,15,19.1
1956,6,16,19.3
1956,6,17,18.5
1956,6,18,19.1
1956,6,19,17.0
1956,6,20,19.8
1956,6,21,19.2
1956,6,22,18.4
1956,6,23,15.5
1956,6,24,17.9
1956,6,25,17.3
1956,6,26,17.7
1956,6,27,20.7
1956,6,28,17.3
1956,6,29,19.1
1956,6,30,21.5
1956,7,1,19.7
1956,7,2,19.4
1956,7,3,21.2
1956,7,4,22.1
1956,7,5,21.4
1956,7,6,20.7
1956,7,7,22.0
1956,7,8,20.1
1956,7,9,19.6
1956,7,10,22.0
1956,7,11,23.4
1956,7,12,23.6
1956,7,13,23.2
1956,7,14,21.1
1956,7,15,20.3
1956,7,16,19.8
1956,7,17,19.7
1956,7,18,19.5
1956,7,19,22.4
1956,7,20,21.7
1956,7,21,23.2
1956,7,22,23.7
1956,7,23,22.7
1956,7,24,21.7
1956,7,25,21.7
1956,7,26,24.5
1956,7,27,25.8
1956,7,28,26.8
1956,7,29,26.2
1956,7,30,25.0
1956,7,31,24.8
1956,8,1,24.6
1956,8,2,24.8
1956,8,3,25.6
1956,8,4,25.1
1956,8,5,24.6
1956,8,6,25.0
1956,8,7,25.5
1956,8,8,25.1
1956,8,9,23.8
1956,8,10,22.9
1956,8,11,23.9
1956,8,12,25.1
1956,8,13,25.5
1956,8,14,25.4
1956,8,15,23.8
1956,8,16,25.0
1956,8,17,28.2
1956,8,18,22.9
1956,8,19,19.5
1956,8,20,19.9
1956,8,21,19.7
1956,8,22,18.9
1956,8,23,18.8
1956,8,24,19.4
1956,8,25,20.3
1956,8,26,19.8
1956,8,27,18.8
1956,8,28,20.2
1956,8,29,20.1
1956,8,30,20.1
1956,8,31,20.5
1956,9,1,21.8
1956,9,2,24.2
1956,9,3,22.7
1956,9,4,22.6
1956,9,5,25.4
1956,9,6,27.0
1956,9,7,25.8
1956,9,8,25.9
1956,9,9,27.1
1956,9,10,27.8
1956,9,11,24.6
1956,9,12,23.5
1956,9,13,21.4
1956,9,14,20.5
1956,9,15,18.5
1956,9,16,18.2
1956,9,17,17.1
1956,9,18,18.4
1956,9,19,20.1
1956,9,20,18.7
1956,9,21,18.6
1956,9,22,16.5
1956,9,23,17.9
1956,9,24,17.6
1956,9,25,20.1
1956,9,26,19.1
1956,9,27,14.9
1956,9,28,15.9
1956,9,29,15.1
1956,9,30,16.1
1956,10,1,18.3
1956,10,2,20.7
1956,10,3,20.1
1956,10,4,19.7
1956,10,5,18.4
1956,10,6,15.5
1956,10,7,15.3
1956,10,8,16.6
1956,10,9,19.4
1956,10,10,19.8
1956,10,11,14.9
