ダウンロードした時刻：2019/08/12 21:03:28

,,,酒田,酒田,酒田
年,月,日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,,,
,,,,,
2012,8,26,28.3,32.9,25.3
2012,8,27,28.3,32.4,24.9
2012,8,28,29.1,34.3,24.7
2012,8,29,29.1,34.4,25.0
2012,8,30,28.0,32.3,24.6
2012,8,31,29.5,35.8,25.8
2012,9,1,29.3,34.9,25.6
2012,9,2,28.8,33.6,24.9
2012,9,3,28.6,34.7,24.5
2012,9,4,26.3,31.9,23.3
2012,9,5,25.5,30.2,22.8
2012,9,6,23.1,26.3,21.2
2012,9,7,24.6,30.0,19.7
2012,9,8,27.1,33.5,21.5
2012,9,9,27.4,32.5,23.2
2012,9,10,27.2,30.9,24.2
2012,9,11,24.9,30.2,22.0
2012,9,12,24.4,28.6,21.4
2012,9,13,24.5,28.9,20.7
2012,9,14,26.7,33.0,20.1
2012,9,15,27.5,32.7,23.6
2012,9,16,27.8,32.8,23.3
2012,9,17,29.6,35.0,24.4
2012,9,18,29.8,35.8,25.5
2012,9,19,25.2,29.7,21.9
2012,9,20,22.0,23.7,20.8
2012,9,21,19.6,21.6,18.2
2012,9,22,21.1,26.2,17.0
2012,9,23,20.3,22.7,18.2
2012,9,24,19.3,23.0,17.2
2012,9,25,19.9,24.9,16.2
2012,9,26,19.4,24.4,14.2
2012,9,27,20.3,25.2,16.1
2012,9,28,21.7,26.0,17.2
2012,9,29,22.8,26.7,20.2
2012,9,30,22.4,25.9,20.1
2013,7,1,24.9,29.6,20.7
2013,7,2,25.0,31.0,21.1
2013,7,3,21.0,23.4,19.2
2013,7,4,25.8,31.3,20.0
2013,7,5,23.9,25.4,22.8
2013,7,6,24.0,26.4,23.0
2013,7,7,23.6,25.8,22.7
2013,7,8,24.7,26.6,22.8
2013,7,9,26.6,29.6,24.6
2013,7,10,24.7,27.6,22.9
2013,7,11,23.0,24.0,22.0
2013,7,12,23.3,24.4,21.8
2013,7,13,23.0,24.5,22.0
2013,7,14,23.1,25.4,21.8
2013,7,15,22.9,26.1,20.6
2013,7,16,23.5,27.1,20.1
2013,7,17,21.9,25.6,19.1
2013,7,18,20.0,21.7,18.4
2013,7,19,22.1,26.0,18.2
2013,7,20,22.3,26.5,17.4
2013,7,21,24.2,28.2,21.4
2013,7,22,22.6,24.5,21.6
2013,7,23,23.6,26.5,21.9
2013,7,24,23.4,27.4,21.0
2013,7,25,24.3,29.3,20.8
2013,7,26,26.3,31.8,22.0
2013,7,27,24.8,28.2,22.1
2013,7,28,24.3,27.4,21.8
2013,7,29,24.7,29.3,20.6
2013,7,30,24.6,28.4,23.0
2013,7,31,24.9,28.0,22.7
2013,8,1,24.5,29.3,21.6
2013,8,2,24.4,28.6,21.8
2013,8,3,23.7,26.8,21.1
2013,8,4,24.7,29.5,19.9
2013,8,5,25.8,31.3,22.3
2013,8,6,26.7,31.3,24.2
2013,8,7,26.8,29.6,24.2
2013,8,8,27.2,31.2,23.6
2013,8,9,28.0,31.4,24.9
2013,8,10,28.2,30.4,26.8
2013,8,11,28.1,30.4,25.8
2013,8,12,26.9,30.0,23.7
2013,8,13,25.9,30.0,21.9
2013,8,14,26.6,32.6,21.1
2013,8,15,27.9,33.7,23.2
2013,8,16,28.0,32.9,23.2
2013,8,17,28.6,34.0,24.4
2013,8,18,28.7,33.5,25.1
2013,8,19,28.4,33.6,24.3
2013,8,20,26.3,29.8,23.6
2013,8,21,25.7,30.0,22.2
2013,8,22,24.8,29.2,21.4
2013,8,23,24.4,27.8,20.8
2013,8,24,25.4,29.2,21.3
2013,8,25,23.8,28.0,20.7
2013,8,26,23.8,28.2,20.1
2013,8,27,24.3,27.6,21.2
2013,8,28,23.8,27.5,19.2
2013,8,29,23.4,28.7,18.0
2013,8,30,25.2,29.0,22.8
2013,8,31,25.3,30.3,21.9
2013,9,1,25.0,27.4,22.7
2013,9,2,22.4,24.3,21.4
2013,9,3,24.2,28.7,20.8
2013,9,4,26.5,33.5,21.0
2013,9,5,22.6,25.3,21.1
2013,9,6,21.6,25.5,18.4
2013,9,7,20.6,24.0,18.0
2013,9,8,20.3,23.0,18.3
2013,9,9,21.0,25.3,17.3
2013,9,10,22.5,27.1,18.1
2013,9,11,24.0,29.3,19.5
2013,9,12,23.8,26.4,22.2
2013,9,13,25.4,30.6,21.1
2013,9,14,27.0,32.1,22.7
2013,9,15,23.7,26.9,21.0
2013,9,16,21.4,23.9,19.6
2013,9,17,20.5,24.5,15.2
2013,9,18,19.4,25.5,13.9
2013,9,19,19.1,25.0,13.5
2013,9,20,20.3,26.5,13.8
2013,9,21,22.7,28.2,16.8
2013,9,22,20.8,23.8,16.6
2013,9,23,20.9,25.4,17.2
2013,9,24,22.9,28.9,17.4
2013,9,25,23.3,30.0,18.4
2013,9,26,18.0,21.4,13.7
2013,9,27,16.1,21.2,11.8
2013,9,28,18.6,25.4,11.9
2013,9,29,21.2,26.9,16.4
2013,9,30,21.1,25.8,17.7
2014,7,1,22.0,25.2,19.8
2014,7,2,22.1,25.9,19.0
2014,7,3,24.2,28.1,18.1
2014,7,4,23.6,28.1,21.0
2014,7,5,24.8,30.4,19.8
2014,7,6,24.1,28.1,20.0
2014,7,7,23.4,27.0,20.7
2014,7,8,23.8,27.8,20.4
2014,7,9,23.7,26.7,21.3
2014,7,10,22.9,25.4,21.1
2014,7,11,23.6,26.4,22.4
2014,7,12,24.8,28.4,22.0
2014,7,13,23.7,27.2,21.3
2014,7,14,23.5,26.5,20.7
2014,7,15,24.0,28.2,19.5
2014,7,16,22.6,26.5,20.4
2014,7,17,21.8,23.6,20.4
2014,7,18,24.3,29.2,20.9
2014,7,19,24.0,28.4,21.7
2014,7,20,25.1,30.2,21.5
2014,7,21,24.7,28.1,20.7
2014,7,22,25.9,30.5,20.8
2014,7,23,26.0,30.0,24.0
2014,7,24,25.6,29.2,22.2
2014,7,25,26.1,28.9,23.4
2014,7,26,29.2,35.3,22.8
2014,7,27,24.8,29.0,21.8
2014,7,28,24.3,27.6,21.1
2014,7,29,24.7,30.3,18.7
2014,7,30,26.9,32.1,21.5
2014,7,31,27.4,31.3,23.8
2014,8,1,27.2,31.6,23.8
2014,8,2,27.7,31.7,23.5
2014,8,3,28.5,34.0,23.2
2014,8,4,28.1,33.5,24.6
2014,8,5,29.1,33.8,26.0
2014,8,6,27.7,32.0,25.4
2014,8,7,26.1,29.3,22.7
2014,8,8,24.1,26.7,22.7
2014,8,9,23.1,25.0,21.7
2014,8,10,25.1,28.4,21.3
2014,8,11,24.9,27.5,22.4
2014,8,12,23.3,25.3,21.3
2014,8,13,24.3,28.3,21.0
2014,8,14,23.7,27.7,21.2
2014,8,15,22.8,24.9,20.8
2014,8,16,22.7,24.6,21.5
2014,8,17,23.9,27.8,20.6
2014,8,18,25.7,30.2,23.1
2014,8,19,27.9,32.3,24.7
2014,8,20,26.2,30.4,24.1
2014,8,21,26.3,30.2,24.2
2014,8,22,27.6,33.8,23.6
2014,8,23,25.6,30.0,22.4
2014,8,24,25.3,30.2,21.1
2014,8,25,24.0,26.9,21.7
2014,8,26,22.9,26.0,20.3
2014,8,27,21.0,23.5,19.9
2014,8,28,22.3,27.9,19.4
2014,8,29,23.2,27.5,19.5
2014,8,30,23.3,28.5,20.6
2014,8,31,23.9,29.7,19.3
2014,9,1,23.9,29.6,19.7
2014,9,2,23.7,27.6,20.2
2014,9,3,23.8,28.5,20.6
2014,9,4,24.3,28.8,21.5
2014,9,5,23.9,27.5,21.2
2014,9,6,23.5,27.2,20.3
2014,9,7,22.0,26.7,18.1
2014,9,8,22.2,27.7,16.7
2014,9,9,23.0,27.8,18.6
2014,9,10,23.0,28.0,19.6
2014,9,11,21.5,26.0,17.2
2014,9,12,18.7,24.1,15.9
2014,9,13,19.9,24.6,16.2
2014,9,14,20.0,24.9,15.8
2014,9,15,19.0,23.8,14.9
2014,9,16,18.9,24.6,14.4
2014,9,17,19.1,21.8,13.9
2014,9,18,19.9,22.5,18.7
2014,9,19,20.1,23.3,15.5
2014,9,20,18.1,23.6,13.6
2014,9,21,17.5,23.6,11.7
2014,9,22,18.0,23.6,12.5
2014,9,23,18.4,23.8,12.7
2014,9,24,18.8,23.7,14.8
2014,9,25,19.8,22.2,17.8
2014,9,26,20.4,23.3,16.8
2014,9,27,19.6,25.4,16.1
2014,9,28,19.3,24.6,15.0
2014,9,29,19.2,23.7,13.7
2014,9,30,19.8,23.2,16.8
2015,7,1,20.3,21.5,19.6
2015,7,2,22.8,27.1,19.8
2015,7,3,22.2,26.4,19.5
2015,7,4,21.0,24.0,18.9
2015,7,5,20.8,25.9,17.3
2015,7,6,20.8,25.4,16.0
2015,7,7,21.0,25.5,17.0
2015,7,8,21.2,24.4,17.4
2015,7,9,21.7,25.9,17.6
2015,7,10,21.2,26.0,16.5
2015,7,11,21.5,26.2,16.4
2015,7,12,24.3,29.6,16.8
2015,7,13,29.6,37.7,20.6
2015,7,14,27.4,30.6,24.5
2015,7,15,25.4,30.9,22.7
2015,7,16,24.9,29.2,22.0
2015,7,17,28.0,32.0,24.5
2015,7,18,24.5,28.8,22.1
2015,7,19,23.7,26.7,21.5
2015,7,20,23.7,26.8,21.7
2015,7,21,27.8,34.0,22.7
2015,7,22,28.2,33.6,24.0
2015,7,23,24.1,26.2,23.2
2015,7,24,24.3,25.2,23.7
2015,7,25,25.7,29.6,23.2
2015,7,26,26.6,31.2,23.0
2015,7,27,27.6,32.8,22.1
2015,7,28,25.5,27.7,23.9
2015,7,29,26.2,30.1,22.6
2015,7,30,27.0,31.0,22.8
2015,7,31,27.5,30.4,25.9
2015,8,1,26.8,28.8,24.7
2015,8,2,26.7,30.7,23.4
2015,8,3,27.2,31.5,23.4
2015,8,4,28.1,32.4,24.2
2015,8,5,28.4,32.7,23.3
2015,8,6,27.9,33.0,23.3
2015,8,7,27.1,30.8,23.9
2015,8,8,27.5,33.0,22.5
2015,8,9,28.4,34.1,22.6
2015,8,10,28.1,32.5,24.6
2015,8,11,26.8,29.3,24.9
2015,8,12,25.3,29.9,22.2
2015,8,13,24.4,27.3,22.4
2015,8,14,24.2,29.7,21.5
2015,8,15,24.3,29.3,20.2
2015,8,16,26.2,30.5,20.7
2015,8,17,25.8,29.3,23.2
2015,8,18,25.2,28.4,22.7
2015,8,19,23.1,25.7,19.3
2015,8,20,22.6,27.7,18.3
2015,8,21,23.5,27.5,20.2
2015,8,22,25.2,30.0,22.1
2015,8,23,25.1,28.3,22.6
2015,8,24,24.0,29.3,20.0
2015,8,25,21.2,25.3,19.0
2015,8,26,21.6,26.1,18.8
2015,8,27,23.0,28.2,19.9
2015,8,28,23.5,28.8,20.2
2015,8,29,21.6,26.4,19.3
2015,8,30,20.8,21.8,20.2
2015,8,31,22.0,24.1,20.4
2015,9,1,23.4,28.3,20.2
2015,9,2,23.5,28.1,20.9
2015,9,3,23.4,27.6,18.8
2015,9,4,23.0,26.5,20.6
2015,9,5,21.1,25.1,18.3
2015,9,6,20.7,24.6,18.0
2015,9,7,20.9,24.9,18.9
2015,9,8,21.4,24.4,19.7
2015,9,9,22.2,25.0,18.4
2015,9,10,23.1,26.2,19.9
2015,9,11,21.5,25.6,19.6
2015,9,12,22.0,25.3,19.7
2015,9,13,18.9,20.9,15.0
2015,9,14,18.4,23.7,14.1
2015,9,15,17.7,23.4,12.4
2015,9,16,19.5,25.6,13.3
2015,9,17,20.2,24.8,17.4
2015,9,18,20.9,26.0,16.3
2015,9,19,20.8,24.0,18.9
2015,9,20,20.3,23.4,15.6
2015,9,21,18.9,23.6,14.4
2015,9,22,19.1,23.8,14.8
2015,9,23,20.9,28.7,14.3
2015,9,24,20.8,25.4,16.7
2015,9,25,18.7,20.3,17.4
2015,9,26,19.2,23.5,16.6
2015,9,27,19.7,24.3,15.4
2015,9,28,18.7,23.6,13.3
2015,9,29,18.4,20.6,14.2
2015,9,30,17.2,20.4,11.9
2016,7,1,23.7,27.7,19.6
2016,7,2,24.6,28.7,21.4
2016,7,3,21.8,23.4,19.9
2016,7,4,20.9,24.7,18.2
2016,7,5,21.6,25.8,17.7
2016,7,6,21.3,23.3,19.3
2016,7,7,19.9,21.5,18.5
2016,7,8,21.9,25.2,18.9
2016,7,9,22.4,25.7,21.2
2016,7,10,23.2,26.8,21.7
2016,7,11,21.8,25.1,18.4
2016,7,12,22.2,27.3,16.7
2016,7,13,23.3,30.7,17.9
2016,7,14,23.7,25.5,21.9
2016,7,15,24.2,27.9,21.2
2016,7,16,24.4,27.7,21.2
2016,7,17,24.2,27.4,21.9
2016,7,18,22.8,25.0,21.7
2016,7,19,22.3,24.7,20.6
2016,7,20,22.2,25.2,20.0
2016,7,21,23.2,27.3,19.7
2016,7,22,24.4,30.3,19.1
2016,7,23,23.4,29.2,17.9
2016,7,24,25.4,31.5,20.4
2016,7,25,26.2,32.0,21.8
2016,7,26,24.5,28.0,21.2
2016,7,27,24.5,26.8,22.5
2016,7,28,27.4,31.9,24.0
2016,7,29,28.1,33.5,24.0
2016,7,30,28.0,32.9,24.0
2016,7,31,28.1,33.2,25.1
2016,8,1,28.2,33.7,24.3
2016,8,2,26.7,29.3,24.9
2016,8,3,26.2,29.3,24.0
2016,8,4,25.6,29.1,22.1
2016,8,5,25.9,29.7,21.6
2016,8,6,26.9,30.9,22.2
2016,8,7,30.3,37.3,24.6
2016,8,8,29.4,35.2,24.8
2016,8,9,26.4,29.3,24.3
2016,8,10,24.4,28.2,20.7
2016,8,11,23.9,28.3,18.9
2016,8,12,25.7,31.0,20.0
2016,8,13,26.2,32.2,21.2
2016,8,14,26.3,32.1,21.1
2016,8,15,25.4,30.7,22.2
2016,8,16,28.2,34.6,22.8
2016,8,17,24.7,27.6,22.8
2016,8,18,25.7,30.1,21.5
2016,8,19,28.7,34.5,23.9
2016,8,20,29.4,33.9,25.5
2016,8,21,27.6,31.5,23.8
2016,8,22,27.3,33.0,22.5
2016,8,23,25.8,29.0,22.0
2016,8,24,25.5,30.3,19.8
2016,8,25,27.8,32.1,24.0
2016,8,26,24.0,27.5,20.5
2016,8,27,22.0,25.7,19.2
2016,8,28,25.0,30.4,19.2
2016,8,29,28.4,33.0,24.3
2016,8,30,25.0,31.5,20.5
2016,8,31,25.8,32.3,19.8
2016,9,1,25.3,30.6,20.8
2016,9,2,26.5,32.5,20.6
2016,9,3,27.6,32.7,24.4
2016,9,4,28.5,34.4,23.4
2016,9,5,28.7,34.7,24.5
2016,9,6,25.9,31.6,22.4
2016,9,7,24.2,28.5,20.9
2016,9,8,23.3,28.3,19.6
2016,9,9,24.5,27.7,21.9
2016,9,10,22.3,25.2,18.8
2016,9,11,22.4,26.8,18.2
2016,9,12,22.2,26.5,20.1
2016,9,13,21.7,24.1,19.6
2016,9,14,23.3,27.8,19.8
2016,9,15,22.8,26.5,19.7
2016,9,16,22.7,27.4,19.0
2016,9,17,21.6,26.0,18.2
2016,9,18,20.3,23.6,18.4
2016,9,19,19.8,22.6,17.4
2016,9,20,17.7,20.1,16.1
2016,9,21,20.3,25.9,15.3
2016,9,22,20.2,24.5,17.8
2016,9,23,19.6,21.7,17.7
2016,9,24,21.7,26.7,17.1
2016,9,25,22.7,27.1,18.6
2016,9,26,22.7,27.0,20.3
2016,9,27,22.9,26.7,20.0
2016,9,28,22.6,24.0,21.2
2016,9,29,19.2,21.3,17.2
2016,9,30,16.8,21.7,11.7
2017,7,1,22.8,25.0,21.8
2017,7,2,23.5,26.9,21.8
2017,7,3,22.6,26.1,20.7
2017,7,4,21.5,23.3,20.2
2017,7,5,21.4,23.8,20.3
2017,7,6,22.1,25.3,19.4
2017,7,7,22.2,26.3,17.7
2017,7,8,23.7,29.2,18.1
2017,7,9,25.8,31.3,19.4
2017,7,10,26.7,31.2,22.5
2017,7,11,28.3,33.4,23.3
2017,7,12,26.0,28.4,24.2
2017,7,13,26.0,29.6,23.5
2017,7,14,27.0,31.4,21.0
2017,7,15,27.5,31.2,23.7
2017,7,16,25.6,28.2,24.0
2017,7,17,24.8,27.5,22.2
2017,7,18,24.0,27.4,21.4
2017,7,19,23.9,27.8,20.0
2017,7,20,27.1,32.1,22.1
2017,7,21,29.0,33.9,24.7
2017,7,22,26.5,31.2,24.9
2017,7,23,23.8,25.2,22.3
2017,7,24,23.2,24.8,21.9
2017,7,25,24.0,26.5,20.8
2017,7,26,23.5,27.9,17.7
2017,7,27,25.7,31.0,20.8
2017,7,28,25.8,30.2,23.1
2017,7,29,26.1,28.7,23.6
2017,7,30,27.2,32.6,23.0
2017,7,31,25.9,30.0,22.8
2017,8,1,25.4,28.3,21.2
2017,8,2,25.4,31.6,20.1
2017,8,3,25.6,31.7,20.7
2017,8,4,26.6,32.0,21.6
2017,8,5,27.4,33.2,23.3
2017,8,6,28.6,33.0,24.2
2017,8,7,30.0,35.2,25.3
2017,8,8,28.4,32.7,24.6
2017,8,9,24.2,25.2,23.2
2017,8,10,25.5,29.6,23.0
2017,8,11,25.7,30.1,21.9
2017,8,12,24.2,27.4,22.1
2017,8,13,26.0,30.0,22.1
2017,8,14,24.7,28.3,21.2
2017,8,15,24.9,29.9,20.1
2017,8,16,24.0,27.0,22.4
2017,8,17,26.4,32.1,23.2
2017,8,18,25.5,28.8,23.6
2017,8,19,25.0,28.6,22.9
2017,8,20,24.8,29.5,21.8
2017,8,21,25.9,31.1,21.9
2017,8,22,26.4,29.6,23.5
2017,8,23,25.9,27.6,24.1
2017,8,24,26.4,29.2,23.1
2017,8,25,25.5,28.0,21.8
2017,8,26,24.1,28.8,18.3
2017,8,27,22.2,27.7,16.1
2017,8,28,24.5,30.2,19.3
2017,8,29,23.5,25.9,21.5
2017,8,30,21.9,24.6,19.3
2017,8,31,19.6,23.7,17.1
2017,9,1,20.4,25.4,14.4
2017,9,2,20.8,25.5,17.3
2017,9,3,20.5,25.5,14.9
2017,9,4,20.3,25.6,16.2
2017,9,5,21.8,27.1,14.8
2017,9,6,22.0,25.2,19.8
2017,9,7,21.0,24.4,19.5
2017,9,8,22.1,26.2,18.5
2017,9,9,22.1,27.3,17.7
2017,9,10,20.4,25.2,17.4
2017,9,11,21.9,26.2,18.1
2017,9,12,22.9,26.7,19.9
2017,9,13,22.8,25.6,20.1
2017,9,14,21.0,24.4,17.5
2017,9,15,19.4,22.0,16.2
2017,9,16,19.1,24.4,14.5
2017,9,17,20.7,24.2,18.3
2017,9,18,22.6,26.6,19.0
2017,9,19,21.1,26.2,18.2
2017,9,20,21.0,27.6,17.1
2017,9,21,20.5,23.6,15.3
2017,9,22,20.4,27.3,14.1
2017,9,23,21.3,26.0,18.6
2017,9,24,20.6,25.5,16.0
2017,9,25,19.5,25.6,14.1
2017,9,26,19.5,25.2,14.8
2017,9,27,21.3,27.6,16.3
2017,9,28,16.5,19.8,11.2
2017,9,29,15.1,20.6,9.8
2017,9,30,15.9,21.1,12.1
2018,7,1,27.1,31.1,23.7
2018,7,2,27.7,33.2,23.2
2018,7,3,27.8,33.6,23.8
2018,7,4,25.8,28.9,23.1
2018,7,5,20.1,24.4,18.0
2018,7,6,20.9,24.8,17.8
2018,7,7,20.9,24.1,17.8
2018,7,8,24.1,28.2,20.8
2018,7,9,26.3,30.9,22.4
2018,7,10,26.6,30.6,23.6
2018,7,11,22.8,25.3,21.9
2018,7,12,23.1,25.5,21.8
2018,7,13,24.7,28.6,23.4
2018,7,14,24.7,28.3,22.7
2018,7,15,26.3,30.7,23.2
2018,7,16,25.8,30.3,23.3
2018,7,17,25.9,30.2,22.4
2018,7,18,25.4,27.5,23.3
2018,7,19,26.2,29.9,22.8
2018,7,20,26.7,30.9,22.1
2018,7,21,27.3,32.6,22.2
2018,7,22,28.3,31.7,25.5
2018,7,23,27.0,29.5,25.8
2018,7,24,26.2,29.0,23.7
2018,7,25,27.1,31.6,21.8
2018,7,26,28.0,33.5,23.7
2018,7,27,27.4,33.9,22.5
2018,7,28,28.1,33.3,22.7
2018,7,29,30.9,35.3,28.0
2018,7,30,29.7,35.6,26.6
2018,7,31,28.0,31.6,24.6
2018,8,1,27.7,32.3,23.1
2018,8,2,27.3,31.4,23.6
2018,8,3,26.8,30.7,23.4
2018,8,4,26.4,30.9,21.7
2018,8,5,25.7,29.4,22.9
2018,8,6,24.9,27.6,21.5
2018,8,7,23.3,27.2,21.2
2018,8,8,27.4,34.4,21.3
2018,8,9,28.8,34.2,25.9
2018,8,10,26.7,28.6,24.3
2018,8,11,25.0,28.0,21.1
2018,8,12,24.6,29.8,19.4
2018,8,13,25.0,29.7,20.9
2018,8,14,26.6,30.6,21.6
2018,8,15,28.5,33.5,24.6
2018,8,16,22.7,25.9,20.6
2018,8,17,20.5,23.2,17.0
2018,8,18,19.6,24.0,15.0
2018,8,19,20.9,26.1,15.5
2018,8,20,24.1,29.0,18.9
2018,8,21,28.7,35.5,22.8
2018,8,22,30.0,34.3,26.0
2018,8,23,31.5,38.9,24.8
2018,8,24,28.3,31.7,25.8
2018,8,25,27.1,31.4,24.7
2018,8,26,25.1,26.9,23.6
2018,8,27,23.6,26.4,19.9
2018,8,28,23.3,26.8,19.8
2018,8,29,23.3,27.7,21.3
2018,8,30,22.6,28.9,20.2
2018,8,31,22.9,25.6,20.6
2018,9,1,22.0,25.0,19.6
2018,9,2,23.2,28.8,18.4
2018,9,3,25.1,29.4,20.7
2018,9,4,26.9,31.4,22.4
2018,9,5,26.0,29.4,22.3
2018,9,6,25.0,29.6,21.1
2018,9,7,22.7,25.7,21.3
2018,9,8,21.5,24.1,19.7
2018,9,9,18.3,19.8,17.1
2018,9,10,20.0,22.0,18.0
2018,9,11,20.0,24.4,15.5
2018,9,12,20.2,25.6,16.5
2018,9,13,21.7,26.6,17.7
2018,9,14,23.1,26.8,20.4
2018,9,15,22.9,25.9,20.8
2018,9,16,23.0,27.3,19.1
2018,9,17,20.5,24.1,17.1
2018,9,18,19.7,25.4,15.3
2018,9,19,18.7,24.5,13.2
2018,9,20,19.2,25.1,14.3
2018,9,21,19.6,24.9,15.3
2018,9,22,20.7,24.9,17.4
2018,9,23,21.7,25.2,17.5
2018,9,24,21.8,25.2,19.0
2018,9,25,17.5,20.4,14.2
2018,9,26,17.6,23.0,12.2
2018,9,27,15.5,17.9,14.1
2018,9,28,18.3,23.1,14.3
2018,9,29,17.3,21.3,14.2
2018,9,30,19.7,22.4,16.3
