ダウンロードした時刻：2025/08/07 18:17:48

,,,酒田,酒田,酒田,山形,山形,山形,飛島,飛島,飛島
2009,1,11,-2.2,8,1,-4.5,8,1,-2.2,8,1
2009,1,12,-0.9,8,1,-5.0,8,1,0.0,8,1
2009,1,13,-1.4,8,1,-4.1,8,1,0.1,8,1
2009,1,14,-1.9,8,1,-4.3,8,1,1.0,8,1
2009,1,15,-2.5,8,1,-3.8,8,1,-2.9,8,1
2009,1,16,-1.1,8,1,-3.7,8,1,-0.8,8,1
2009,1,17,0.0,8,1,-1.3,8,1,-0.3,8,1
2009,1,18,-4.3,8,1,-4.7,8,1,1.0,8,1
2009,1,19,3.0,8,1,-1.2,8,1,3.0,8,1
2009,1,20,2.8,8,1,-2.0,8,1,1.9,8,1
2009,1,21,1.1,8,1,-2.9,8,1,1.9,8,1
2009,1,22,1.2,8,1,-1.4,8,1,4.1,8,1
2009,1,23,0.4,8,1,1.8,8,1,-0.5,8,1
2009,1,24,-1.8,8,1,-3.2,8,1,-2.8,8,1
2009,1,25,-1.3,8,1,-5.6,8,1,0.4,8,1
2009,1,26,0.3,8,1,-1.4,8,1,0.5,8,1
2009,1,27,-1.1,8,1,-0.8,8,1,-0.5,8,1
2009,1,28,-3.4,8,1,-2.7,8,1,-0.8,8,1
2009,1,29,-2.3,8,1,-4.9,8,1,2.2,8,1
2009,1,30,-0.7,8,1,-2.3,8,1,5.0,8,1
2009,1,31,1.5,8,1,-0.4,8,1,1.4,8,1
2009,2,1,0.4,8,1,-3.5,8,1,0.0,8,1
2009,2,2,1.2,8,1,-4.2,8,1,-0.4,8,1
2009,2,3,1.9,8,1,-3.2,8,1,-0.3,8,1
2009,2,4,-0.9,8,1,-5.7,8,1,-0.3,8,1
2009,2,5,-1.9,8,1,-6.4,8,1,1.6,8,1
2009,2,6,1.6,8,1,-1.3,8,1,0.0,8,1
2009,2,7,-0.2,8,1,-4.7,8,1,-0.4,8,1
2009,2,8,0.9,8,1,-1.3,8,1,0.6,8,1
2009,2,9,1.2,8,1,-0.4,8,1,1.4,8,1
2009,2,10,0.2,8,1,-2.1,8,1,1.3,8,1
2009,2,11,0.1,8,1,-2.7,8,1,1.5,8,1
2009,2,12,1.0,8,1,-0.8,8,1,2.3,8,1
2009,2,13,1.5,8,1,-2.0,8,1,3.3,8,1
2009,2,14,5.7,8,1,3.1,8,1,5.0,8,1
2009,2,15,0.3,8,1,-0.2,8,1,-1.2,8,1
2009,2,16,-3.9,8,1,-5.1,8,1,-3.2,8,1
2009,2,17,-2.7,8,1,-5.4,8,1,-1.6,8,1
2009,2,18,-2.5,8,1,-5.0,8,1,-2.7,8,1
2009,2,19,-2.8,8,1,-4.6,8,1,-3.3,8,1
2009,2,20,-1.9,8,1,-3.7,8,1,0.2,8,1
2009,2,21,-3.0,8,1,-4.0,8,1,-2.6,8,1
2009,2,22,-3.0,8,1,-7.4,8,1,0.4,8,1
2009,2,23,-0.2,8,1,-1.5,8,1,-0.7,8,1
2009,2,24,-2.4,8,1,-4.0,8,1,-1.0,8,1
2009,2,25,3.3,8,1,0.2,8,1,1.8,8,1
2009,2,26,0.2,8,1,-0.9,8,1,-0.2,8,1
2009,2,27,-1.6,8,1,-3.1,8,1,-0.5,8,1
2009,2,28,-1.4,8,1,-2.6,8,1,-0.3,8,1
2009,3,1,-3.5,8,1,-3.5,8,1,-0.8,8,1
2009,3,2,-0.7,8,1,-1.7,8,1,-1.6,8,1
2009,3,3,0.1,8,1,-2.8,8,1,-0.3,5,1
2009,3,4,0.5,8,1,-1.0,8,1,0.7,8,1
2009,3,5,0.9,8,1,-0.8,8,1,2.4,8,1
2009,3,6,5.4,8,1,2.0,8,1,5.0,8,1
2009,3,7,1.7,8,1,1.1,8,1,2.0,8,1
2009,3,8,1.4,8,1,1.5,8,1,2.6,8,1
2009,3,9,-0.2,8,1,-1.5,8,1,3.5,8,1
2009,3,10,0.0,8,1,-0.7,8,1,0.6,8,1
2009,3,11,-0.7,8,1,-2.5,8,1,-0.6,8,1
2009,3,12,-0.6,8,1,-3.5,8,1,-0.4,8,1
2009,3,13,-0.6,8,1,-2.8,8,1,1.1,8,1
2009,3,14,0.6,8,1,0.3,8,1,1.0,8,1
2009,3,15,1.0,8,1,-0.2,8,1,1.8,8,1
2009,3,16,3.8,8,1,2.7,8,1,4.7,8,1
2009,3,17,3.0,8,1,2.0,8,1,5.5,8,1
2009,3,18,2.6,8,1,-0.2,8,1,5.6,8,1
2009,3,19,12.5,8,1,7.9,8,1,8.8,8,1
2009,3,20,3.0,8,1,1.6,8,1,1.6,8,1
2009,3,21,3.0,8,1,-0.8,8,1,1.2,8,1
2009,3,22,3.3,8,1,0.2,8,1,4.8,8,1
2009,3,23,1.8,8,1,0.7,8,1,0.9,8,1
2009,3,24,0.5,8,1,-2.7,8,1,-1.2,8,1
2009,3,25,-0.8,8,1,-0.1,8,1,-0.5,8,1
2009,3,26,2.2,8,1,-2.5,8,1,0.7,8,1
2009,3,27,0.9,8,1,0.0,4,1,-0.1,8,1
2009,3,28,-1.0,8,1,-1.5,8,1,-1.0,8,1
2009,3,29,-0.8,8,1,-1.8,8,1,-1.0,8,1
2009,3,30,-2.3,8,1,-3.7,8,1,0.6,8,1
2009,3,31,0.9,8,1,-2.0,8,1,1.3,8,1
2009,12,1,1.9,8,1,1.4,8,1,5.5,8,1
2009,12,2,5.2,8,1,0.6,8,1,6.7,8,1
2009,12,3,4.8,8,1,3.7,8,1,7.2,8,1
2009,12,4,3.9,8,1,1.5,8,1,5.2,8,1
2009,12,5,1.9,8,1,-0.1,8,1,4.8,8,1
2009,12,6,4.3,8,1,3.5,8,1,4.0,8,1
2009,12,7,4.2,8,1,2.8,8,1,3.3,8,1
2009,12,8,2.7,8,1,0.2,8,1,4.8,8,1
2009,12,9,2.7,8,1,-1.3,8,1,5.3,8,1
2009,12,10,-0.4,8,1,-0.2,8,1,4.1,8,1
2009,12,11,6.0,8,1,1.1,8,1,7.4,8,1
2009,12,12,8.5,8,1,4.7,8,1,6.6,8,1
2009,12,13,4.5,8,1,2.5,8,1,4.1,8,1
2009,12,14,0.2,8,1,0.0,8,1,0.2,8,1
2009,12,15,0.3,8,1,-1.4,8,1,0.3,8,1
2009,12,16,-0.3,8,1,-2.8,8,1,-0.3,8,1
2009,12,17,-1.8,8,1,-2.8,8,1,-1.4,8,1
2009,12,18,-2.8,8,1,-3.3,8,1,-1.9,8,1
2009,12,19,-1.9,8,1,-4.6,8,1,-2.4,8,1
2009,12,20,0.3,8,1,-1.2,8,1,-0.1,8,1
2009,12,21,-2.5,8,1,-3.5,8,1,-2.7,8,1
2009,12,22,0.7,8,1,-3.4,8,1,0.8,8,1
2009,12,23,1.4,8,1,0.6,8,1,3.0,8,1
2009,12,24,3.9,8,1,0.2,8,1,2.5,8,1
2009,12,25,-0.1,8,1,-1.7,8,1,1.5,8,1
2009,12,26,0.4,8,1,-2.2,8,1,3.7,8,1
2009,12,27,1.8,8,1,-0.5,8,1,3.0,8,1
2009,12,28,1.6,8,1,-0.8,8,1,1.3,8,1
2009,12,29,0.2,8,1,-1.9,8,1,1.5,8,1
2009,12,30,-0.2,8,1,-3.7,8,1,3.5,8,1
2009,12,31,-2.4,8,1,-3.8,8,1,-1.6,8,1
2010,1,1,-2.8,8,1,-5.2,8,1,-2.4,8,1
2010,1,2,-0.9,8,1,-3.0,8,1,-0.3,8,1
2010,1,3,0.5,8,1,-1.9,8,1,0.9,8,1
2010,1,4,0.5,8,1,-2.2,8,1,0.0,8,1
2010,1,5,1.1,8,1,-2.7,8,1,3.5,8,1
2010,1,6,1.9,8,1,0.0,8,1,2.0,8,1
2010,1,7,-1.1,8,1,-0.5,8,1,1.1,8,1
2010,1,8,0.4,8,1,-0.4,8,1,1.0,8,1
2010,1,9,1.8,8,1,0.3,8,1,1.4,8,1
2010,1,10,1.0,8,1,0.2,8,1,0.4,8,1
2010,1,11,1.6,8,1,-1.4,8,1,0.4,8,1
2010,1,12,0.9,8,1,0.3,8,1,1.5,8,1
2010,1,13,-1.8,8,1,-2.9,8,1,-1.7,8,1
2010,1,14,-3.1,8,1,-6.9,8,1,-3.0,8,1
2010,1,15,-2.9,8,1,-6.8,8,1,-3.4,8,1
2010,1,16,-3.4,8,1,-5.3,8,1,-3.0,8,1
2010,1,17,-1.5,8,1,-5.8,8,1,-1.5,8,1
2010,1,18,-2.4,8,1,-6.6,8,1,-0.4,8,1
2010,1,19,-0.4,8,1,-0.9,8,1,1.5,8,1
2010,1,20,0.5,8,1,-2.9,8,1,4.3,8,1
2010,1,21,-1.1,8,1,-2.3,8,1,-2.6,8,1
2010,1,22,-2.7,8,1,-4.8,8,1,-3.0,8,1
2010,1,23,0.0,8,1,-2.9,8,1,-0.4,8,1
2010,1,24,1.3,8,1,-3.2,8,1,1.4,8,1
2010,1,25,1.7,8,1,-0.8,8,1,0.6,8,1
2010,1,26,-0.2,8,1,-2.4,8,1,-0.4,8,1
2010,1,27,-0.1,8,1,-2.5,8,1,0.3,8,1
2010,1,28,0.7,8,1,-1.4,8,1,1.9,8,1
2010,1,29,0.4,8,1,0.0,8,1,-0.3,8,1
2010,1,30,2.2,8,1,0.5,8,1,2.1,8,1
2010,1,31,1.7,8,1,0.4,8,1,2.6,8,1
2010,2,1,-1.0,8,1,-2.3,8,1,-0.1,8,1
2010,2,2,-2.3,8,1,-4.8,8,1,-3.5,8,1
2010,2,3,-3.9,8,1,-5.2,8,1,-4.5,8,1
2010,2,4,-4.1,8,1,-5.3,8,1,-4.2,8,1
2010,2,5,-5.9,8,1,-7.2,8,1,-5.1,8,1
2010,2,6,-5.6,8,1,-8.0,8,1,-6.0,8,1
2010,2,7,-2.2,8,1,-5.9,8,1,-2.3,8,1
2010,2,8,-1.4,8,1,-3.8,8,1,0.8,8,1
2010,2,9,2.0,8,1,0.8,8,1,1.3,8,1
2010,2,10,0.2,8,1,-0.8,8,1,0.5,5,1
2010,2,11,-0.9,8,1,-1.7,8,1,-1.0,8,1
2010,2,12,-1.8,8,1,-4.7,8,1,-2.7,8,1
2010,2,13,-2.4,8,1,-4.3,8,1,-2.6,8,1
2010,2,14,-1.6,8,1,-4.6,8,1,-1.6,8,1
2010,2,15,-1.4,8,1,-2.9,8,1,0.3,8,1
2010,2,16,-2.5,8,1,-3.6,8,1,-1.8,8,1
2010,2,17,-3.2,8,1,-4.3,8,1,-2.8,8,1
2010,2,18,-3.0,8,1,-5.2,8,1,-1.1,8,1
2010,2,19,-0.7,8,1,-1.4,8,1,-0.8,8,1
2010,2,20,-1.6,8,1,-2.3,8,1,-1.3,8,1
2010,2,21,-2.4,8,1,-3.7,8,1,-1.4,8,1
2010,2,22,-2.8,8,1,-6.0,8,1,-0.6,8,1
2010,2,23,0.6,8,1,-0.5,8,1,3.1,8,1
2010,2,24,-0.1,8,1,-2.9,8,1,3.7,5,1
2010,2,25,4.7,8,1,-0.9,8,1,6.7,8,1
2010,2,26,6.3,8,1,3.1,8,1,5.5,8,1
2010,2,27,0.2,8,1,0.6,8,1,1.2,8,1
2010,2,28,-0.4,8,1,-1.1,8,1,1.3,8,1
2010,3,1,0.1,8,1,0.0,8,1,-0.8,8,1
2010,3,2,0.4,8,1,-0.7,8,1,0.2,8,1
2010,3,3,0.5,8,1,-0.2,8,1,1.2,8,1
2010,3,4,0.4,8,1,-1.4,8,1,1.7,8,1
2010,3,5,4.8,8,1,1.9,8,1,5.1,8,1
2010,3,6,3.4,8,1,4.5,8,1,1.5,8,1
2010,3,7,1.3,8,1,1.4,8,1,0.6,8,1
2010,3,8,0.4,8,1,-1.8,8,1,-1.3,8,1
2010,3,9,-1.0,8,1,-4.0,8,1,-1.7,8,1
2010,3,10,0.2,8,1,-2.3,8,1,0.2,8,1
2010,3,11,1.9,8,1,1.4,8,1,2.1,8,1
2010,3,12,0.1,8,1,-2.8,8,1,4.5,8,1
2010,3,13,2.2,8,1,1.2,8,1,1.3,8,1
2010,3,14,0.3,8,1,-0.9,8,1,0.7,8,1
2010,3,15,-0.2,8,1,-2.6,8,1,1.3,8,1
2010,3,16,2.7,8,1,2.0,8,1,2.0,8,1
2010,3,17,-0.5,8,1,-0.6,8,1,-0.4,8,1
2010,3,18,-0.6,8,1,-0.5,8,1,-0.4,8,1
2010,3,19,-2.7,8,1,-0.5,8,1,-0.8,8,1
2010,3,20,5.4,8,1,2.1,8,1,7.8,8,1
2010,3,21,1.7,8,1,-0.8,8,1,2.3,8,1
2010,3,22,2.2,8,1,-1.1,8,1,2.1,8,1
2010,3,23,2.7,8,1,2.7,8,1,3.2,8,1
2010,3,24,4.4,8,1,2.7,8,1,2.9,8,1
2010,3,25,1.5,8,1,0.2,8,1,2.0,8,1
2010,3,26,0.9,8,1,-0.3,8,1,-0.2,8,1
2010,3,27,-1.7,8,1,-2.7,8,1,-2.2,8,1
2010,3,28,-2.9,8,1,-3.1,8,1,-2.9,8,1
2010,3,29,-2.0,8,1,-2.9,8,1,-1.7,8,1
2010,3,30,-2.4,8,1,-4.0,8,1,-1.6,8,1
2010,3,31,-1.7,8,1,-2.9,8,1,1.8,8,1
2010,12,1,5.8,8,1,3.2,8,1,7.8,8,1
2010,12,2,4.1,8,1,-0.1,8,1,8.8,8,1
2010,12,3,7.3,8,1,4.8,8,1,6.8,8,1
2010,12,4,5.0,8,1,3.8,8,1,4.5,8,1
2010,12,5,7.6,8,1,5.1,8,1,9.7,8,1
2010,12,6,9.2,8,1,5.6,8,1,10.8,8,1
2010,12,7,4.4,8,1,3.2,8,1,4.0,8,1
2010,12,8,3.2,8,1,-0.1,8,1,2.5,8,1
2010,12,9,0.5,8,1,-2.0,8,1,2.4,8,1
2010,12,10,2.1,8,1,-0.7,8,1,3.2,8,1
2010,12,11,2.0,8,1,-2.1,8,1,5.1,8,1
2010,12,12,0.5,8,1,-0.4,8,1,1.3,8,1
2010,12,13,-0.2,8,1,-2.2,8,1,0.9,8,1
2010,12,14,3.7,8,1,1.7,8,1,2.5,8,1
2010,12,15,-0.6,8,1,-1.8,8,1,-1.5,5,1
2010,12,16,-0.8,8,1,-3.2,8,1,-1.1,8,1
2010,12,17,0.0,8,1,-1.4,8,1,0.8,8,1
2010,12,18,0.9,8,1,-1.5,8,1,1.4,8,1
2010,12,19,0.4,8,1,-0.3,8,1,1.7,8,1
2010,12,20,3.6,8,1,-1.2,8,1,5.8,8,1
2010,12,21,0.9,8,1,-1.2,8,1,4.3,8,1
2010,12,22,5.5,8,1,3.3,8,1,6.0,8,1
2010,12,23,5.2,8,1,2.7,8,1,5.1,8,1
2010,12,24,-2.5,8,1,-2.7,8,1,-1.7,8,1
2010,12,25,-2.4,8,1,-2.9,8,1,-1.6,8,1
2010,12,26,0.2,8,1,-0.6,8,1,-0.1,8,1
2010,12,27,0.2,8,1,-0.1,8,1,0.0,8,1
2010,12,28,0.5,8,1,-2.5,8,1,0.5,8,1
2010,12,29,1.8,8,1,-0.6,8,1,1.7,8,1
2010,12,30,0.2,8,1,-3.4,8,1,1.2,8,1
2010,12,31,0.4,8,1,-0.6,8,1,0.7,8,1
2011,1,1,1.1,8,1,0.2,8,1,2.1,8,1
2011,1,2,0.5,8,1,-0.3,8,1,1.2,8,1
2011,1,3,0.3,8,1,-2.1,8,1,1.7,8,1
2011,1,4,0.9,8,1,-3.1,8,1,1.6,8,1
2011,1,5,0.2,8,1,0.2,8,1,0.6,8,1
2011,1,6,-2.9,8,1,-4.3,8,1,-3.5,8,1
2011,1,7,-3.3,8,1,-5.3,8,1,-3.7,8,1
2011,1,8,0.3,8,1,-2.7,8,1,-0.5,5,1
2011,1,9,-2.5,8,1,-3.9,8,1,,0,1
2011,1,10,-3.3,8,1,-6.3,8,1,,0,1
2011,1,11,-5.6,8,1,-6.8,8,1,,0,1
2011,1,12,-3.7,8,1,-5.4,8,1,,0,1
2011,1,13,-2.7,8,1,-5.3,8,1,,0,1
2011,1,14,-2.4,8,1,-6.4,8,1,-1.4,4,1
2011,1,15,-5.3,8,1,-6.7,8,1,-2.3,8,1
2011,1,16,-6.5,8,1,-8.9,8,1,-3.1,8,1
2011,1,17,-0.5,8,1,-6.1,8,1,-0.1,8,1
2011,1,18,-0.3,8,1,-2.3,8,1,-0.5,8,1
2011,1,19,-1.2,8,1,-2.6,8,1,-0.8,8,1
2011,1,20,-2.1,8,1,-3.5,8,1,-1.2,8,1
2011,1,21,-1.6,8,1,-4.3,8,1,-1.7,8,1
2011,1,22,-0.7,8,1,-5.2,8,1,-0.6,8,1
2011,1,23,-2.3,8,1,-5.2,8,1,-1.5,8,1
2011,1,24,-3.5,8,1,-6.0,8,1,-1.6,8,1
2011,1,25,-3.5,8,1,-7.9,8,1,-0.6,8,1
2011,1,26,0.0,8,1,-2.7,8,1,-0.2,8,1
2011,1,27,-1.7,8,1,-4.5,8,1,-1.5,8,1
2011,1,28,-2.7,8,1,-4.3,8,1,-2.6,8,1
2011,1,29,-3.9,8,1,-6.2,8,1,-3.6,8,1
2011,1,30,-4.5,8,1,-5.9,8,1,-3.9,8,1
2011,1,31,-3.3,8,1,-5.4,8,1,-3.6,8,1
2011,2,1,0.0,8,1,-2.2,8,1,-0.4,8,1
2011,2,2,-2.2,8,1,-4.1,8,1,0.0,8,1
2011,2,3,-3.4,8,1,-6.5,8,1,2.1,8,1
2011,2,4,-0.8,8,1,-5.9,8,1,3.4,8,1
2011,2,5,-2.8,8,1,-3.7,8,1,0.0,8,1
2011,2,6,-4.3,8,1,-5.9,8,1,-0.1,8,1
2011,2,7,0.7,8,1,-2.5,8,1,-0.4,8,1
2011,2,8,-2.1,8,1,-4.7,8,1,-0.3,8,1
2011,2,9,-2.9,8,1,-2.3,8,1,0.1,8,1
2011,2,10,-2.0,8,1,-2.4,8,1,-2.0,8,1
2011,2,11,-0.9,8,1,-4.9,8,1,-1.6,8,1
2011,2,12,-1.9,8,1,-2.3,8,1,-0.4,8,1
2011,2,13,-3.3,8,1,-4.1,8,1,-0.1,8,1
2011,2,14,-3.2,8,1,-3.3,8,1,-0.3,8,1
2011,2,15,0.5,8,1,-2.1,8,1,0.1,8,1
2011,2,16,-0.9,8,1,-5.9,8,1,2.3,8,1
2011,2,17,-1.8,8,1,-5.0,8,1,2.4,8,1
2011,2,18,0.5,8,1,-1.5,8,1,0.2,8,1
2011,2,19,-2.5,8,1,-2.8,8,1,-0.2,8,1
2011,2,20,-3.7,8,1,-5.8,8,1,1.3,8,1
2011,2,21,-4.8,8,1,-3.6,8,1,0.0,8,1
2011,2,22,-5.7,8,1,-5.9,8,1,0.8,8,1
2011,2,23,0.9,8,1,-3.9,8,1,3.3,8,1
2011,2,24,2.9,8,1,-1.5,8,1,5.1,8,1
2011,2,25,-1.5,8,1,-1.9,8,1,-1.6,8,1
2011,2,26,-1.7,8,1,-2.1,8,1,-0.9,8,1
2011,2,27,-3.8,8,1,-5.0,8,1,0.5,8,1
2011,2,28,1.4,8,1,0.1,8,1,2.7,8,1
2011,3,1,2.1,8,1,0.6,8,1,2.0,8,1
2011,3,2,-1.6,8,1,-2.5,8,1,-1.8,8,1
2011,3,3,-3.4,8,1,-3.8,8,1,-3.4,8,1
2011,3,4,-3.6,8,1,-5.8,8,1,-3.5,8,1
2011,3,5,-2.0,8,1,-2.8,8,1,-1.7,8,1
2011,3,6,1.1,8,1,-2.8,8,1,3.3,8,1
2011,3,7,1.0,8,1,-1.8,8,1,-0.3,8,1
2011,3,8,0.2,8,1,-2.9,8,1,-0.3,8,1
2011,3,9,-1.4,8,1,-2.2,8,1,-2.2,8,1
2011,3,10,-2.6,8,1,-4.7,8,1,-2.8,8,1
2011,3,11,-2.4,8,1,-4.4,8,1,-1.1,8,1
2011,3,12,0.2,8,1,-3.6,8,1,-0.1,8,1
2011,3,13,-0.5,8,1,-3.2,8,1,6.9,8,1
2011,3,14,0.4,8,1,-0.8,8,1,3.5,8,1
2011,3,15,0.3,8,1,0.0,8,1,0.3,8,1
2011,3,16,-2.1,8,1,-4.0,8,1,-2.4,8,1
2011,3,17,-1.9,8,1,-4.6,8,1,-2.6,8,1
2011,3,18,-1.6,8,1,-6.9,8,1,-2.2,8,1
2011,3,19,-1.3,8,1,-3.3,8,1,3.4,8,1
2011,3,20,0.2,8,1,0.0,8,1,4.0,8,1
2011,3,21,0.1,8,1,1.1,8,1,1.3,8,1
2011,3,22,-0.9,8,1,0.0,8,1,1.2,8,1
2011,3,23,-0.5,8,1,-1.2,8,1,-0.1,8,1
2011,3,24,-1.0,8,1,-2.0,8,1,0.1,8,1
2011,3,25,-0.3,8,1,-1.6,8,1,0.5,8,1
2011,3,26,0.5,8,1,-0.6,8,1,-0.4,8,1
2011,3,27,-0.6,8,1,-1.7,8,1,-0.7,8,1
2011,3,28,-0.6,8,1,-2.9,8,1,0.8,8,1
2011,3,29,-0.8,8,1,-3.1,8,1,4.7,8,1
2011,3,30,2.0,8,1,0.0,8,1,4.1,8,1
2011,3,31,3.5,8,1,1.5,8,1,3.7,8,1
2011,12,1,3.0,8,1,1.0,8,1,2.3,8,1
2011,12,2,2.4,8,1,1.0,8,1,3.0,8,1
2011,12,3,7.3,8,1,2.0,8,1,8.2,8,1
2011,12,4,6.2,8,1,3.7,8,1,5.0,8,1
2011,12,5,4.0,8,1,2.2,8,1,3.5,8,1
2011,12,6,3.2,8,1,2.0,8,1,4.6,8,1
2011,12,7,2.7,8,1,1.0,8,1,5.0,8,1
2011,12,8,1.7,8,1,0.2,8,1,1.8,8,1
2011,12,9,0.8,8,1,-0.3,8,1,0.7,8,1
2011,12,10,0.9,8,1,-0.7,8,1,1.2,8,1
2011,12,11,1.5,8,1,0.2,8,1,1.6,8,1
2011,12,12,1.9,8,1,0.1,8,1,3.4,8,1
2011,12,13,1.9,8,1,-1.0,8,1,2.8,8,1
2011,12,14,-0.2,8,1,-2.4,8,1,2.6,8,1
2011,12,15,1.4,8,1,0.1,8,1,1.7,8,1
2011,12,16,-2.2,8,1,-2.7,8,1,-1.6,8,1
2011,12,17,-1.5,8,1,-3.0,8,1,-1.8,8,1
2011,12,18,0.6,8,1,-2.1,8,1,0.5,8,1
2011,12,19,1.0,8,1,-1.2,8,1,0.5,8,1
2011,12,20,-0.8,8,1,-1.7,8,1,-0.4,8,1
2011,12,21,-0.8,8,1,-4.0,8,1,0.1,8,1
2011,12,22,0.6,8,1,-2.9,8,1,2.3,8,1
2011,12,23,-1.2,8,1,-1.8,8,1,-1.2,8,1
2011,12,24,-1.0,8,1,-4.2,8,1,-1.0,8,1
2011,12,25,-2.0,8,1,-5.1,8,1,-2.0,8,1
2011,12,26,-1.8,8,1,-4.6,8,1,-0.9,8,1
2011,12,27,-0.7,8,1,-3.1,8,1,-0.3,8,1
2011,12,28,0.4,8,1,-4.4,8,1,0.1,8,1
2011,12,29,-1.4,8,1,-6.9,8,1,-0.8,8,1
2011,12,30,-1.6,8,1,-2.6,8,1,-1.7,8,1
2011,12,31,-0.1,8,1,-4.3,8,1,1.7,8,1
2012,1,1,-0.7,8,1,-6.0,8,1,1.4,8,1
2012,1,2,1.4,8,1,-5.2,8,1,1.4,8,1
2012,1,3,-0.4,8,1,-4.3,8,1,0.0,8,1
2012,1,4,-1.2,8,1,-6.2,8,1,-1.5,8,1
2012,1,5,-0.8,8,1,-4.1,8,1,-1.0,8,1
2012,1,6,0.3,8,1,-2.0,8,1,-0.1,8,1
2012,1,7,-0.7,8,1,-3.8,8,1,-0.7,8,1
2012,1,8,-0.8,8,1,-4.8,8,1,-0.5,8,1
2012,1,9,-1.7,8,1,-6.3,8,1,0.3,8,1
2012,1,10,-0.5,8,1,-4.0,8,1,-0.2,8,1
2012,1,11,-4.0,8,1,-6.4,8,1,-4.7,8,1
2012,1,12,-3.5,8,1,-8.1,8,1,-4.6,8,1
2012,1,13,-1.6,8,1,-4.8,8,1,-0.9,8,1
2012,1,14,-2.6,8,1,-5.8,8,1,-2.9,8,1
2012,1,15,-1.8,8,1,-4.4,8,1,-2.0,8,1
2012,1,16,-0.3,8,1,-4.8,8,1,-0.6,8,1
2012,1,17,-1.3,8,1,-5.3,8,1,-0.1,8,1
2012,1,18,-1.7,8,1,-4.7,8,1,1.2,8,1
2012,1,19,-3.3,8,1,-3.7,8,1,0.9,8,1
2012,1,20,0.6,8,1,-1.5,8,1,0.7,8,1
2012,1,21,0.9,8,1,-0.8,8,1,2.5,8,1
2012,1,22,1.0,8,1,-0.2,8,1,3.7,8,1
2012,1,23,-1.2,8,1,-2.7,8,1,-2.0,8,1
2012,1,24,-2.9,8,1,-4.7,8,1,-3.0,8,1
2012,1,25,-5.2,8,1,-4.9,8,1,-3.4,8,1
2012,1,26,-4.6,8,1,-6.1,8,1,-3.8,8,1
2012,1,27,-3.0,8,1,-4.7,8,1,-3.5,8,1
