ダウンロードした時刻：2019/02/27 17:44:22

集計開始,,,集計終了,,,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田
年,月,日,年,月,日,最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),日最高気温の平均(℃),日最高気温の平均(℃),日最高気温の平均(℃),日最高気温の平均(℃),日最低気温の平均(℃),日最低気温の平均(℃),日最低気温の平均(℃),日最低気温の平均(℃),最低気温(℃),最低気温(℃),最低気温(℃),最低気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),日照時間(時間),日照時間(時間),日照時間(時間),日照時間(時間),日照時間(時間),日照時間(時間),最深積雪(cm),最深積雪(cm),最深積雪(cm),最深積雪(cm),最深積雪(cm),最深積雪(cm)
,,,,,,,,平年値(℃),平年値(℃),,,平年値(℃),平年値(℃),,,平年値(℃),平年値(℃),,,平年値(℃),平年値(℃),,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),平年値(mm),,,,平年値(時間),平年値(時間),平年値(時間),,,,平年値(cm),平年値(cm),平年値(cm)
,,,,,,,品質情報,,品質情報,,品質情報,,品質情報,,品質情報,,品質情報,,品質情報,,品質情報,,品質情報,,品質情報,,現象なし情報,品質情報,,現象なし情報,品質情報,,現象なし情報,品質情報,,現象なし情報,品質情報,,現象なし情報,品質情報,,現象なし情報,品質情報
1991,3,1,1991,3,10,12.8,8,,0,4.1,8,3.2,8,7.0,8,6.5,8,1.3,8,-0.1,8,-0.8,8,,0,18.5,0,8,34.4,0,8,32.8,0,8,28.3,0,8,10,0,8,10,0,8
1991,3,11,1991,3,20,16.6,8,,0,3.4,8,4.8,8,7.2,8,8.5,8,-0.1,8,1.1,8,-2.4,8,,0,20.5,0,8,36.6,0,8,32.0,0,8,36.9,0,8,3,0,8,5,0,8
1991,3,21,1991,3,31,16.1,8,,0,6.6,8,5.9,8,10.0,8,9.9,8,2.4,8,1.9,8,-3.2,8,,0,34.0,0,8,35.7,0,8,49.7,0,8,52.0,0,8,0,1,8,2,0,8
1992,1,1,1992,1,10,9.6,8,,0,4.3,8,2.3,8,6.6,8,5.0,8,1.8,8,-0.3,8,0.4,8,,0,24.5,0,8,65.6,0,8,6.0,0,8,11.1,0,8,0,0,8,13,0,8
1992,1,11,1992,1,20,10.5,8,,0,3.4,8,1.5,8,6.1,8,4.1,8,0.6,8,-1.2,8,-2.3,8,,0,78.0,0,8,48.8,0,8,19.4,0,8,13.2,0,8,3,0,8,17,0,8
1992,1,21,1992,1,31,8.0,8,,0,1.8,8,1.2,8,4.5,8,3.8,8,-0.9,8,-1.4,8,-2.3,8,,0,45.0,0,8,53.7,0,8,13.5,0,8,15.2,0,8,6,0,8,22,0,8
1992,2,1,1992,2,10,8.0,8,,0,1.7,8,1.4,8,3.9,8,4.0,8,-0.5,8,-1.4,8,-2.4,8,,0,73.5,0,8,41.7,0,8,3.7,0,8,15.6,0,8,7,0,8,22,0,8
1992,2,11,1992,2,20,8.4,8,,0,1.1,8,1.8,8,4.0,8,4.6,8,-1.7,8,-1.1,8,-3.6,8,,0,69.0,0,8,42.2,0,8,21.5,0,8,19.8,0,8,2,0,8,17,0,8
1992,2,21,1992,2,29,13.3,8,,0,3.2,8,2.6,8,6.8,8,5.9,8,0.0,8,-0.6,8,-2.7,8,,0,63.5,0,8,30.2,0,8,26.8,0,8,23.9,0,8,2,0,8,13,0,8
1992,3,1,1992,3,10,12.2,8,,0,3.7,8,3.2,8,7.2,8,6.5,8,0.5,8,-0.1,8,-1.8,8,,0,19.5,0,8,34.4,0,8,27.7,0,8,28.3,0,8,1,0,8,10,0,8
1992,3,11,1992,3,20,12.8,8,,0,5.7,8,4.8,8,9.0,8,8.5,8,2.1,8,1.1,8,-1.8,8,,0,24.5,0,8,36.6,0,8,43.0,0,8,36.9,0,8,0,0,8,5,0,8
1992,3,21,1992,3,31,16.4,8,,0,6.6,8,5.9,8,9.9,8,9.9,8,3.2,8,1.9,8,-1.3,8,,0,43.0,0,8,35.7,0,8,35.1,0,8,52.0,0,8,21,0,8,2,0,8
1993,1,1,1993,1,10,9.9,8,,0,3.7,8,2.3,8,6.3,8,5.0,8,1.1,8,-0.3,8,-0.4,8,,0,58.0,0,8,65.6,0,8,4.1,0,8,11.1,0,8,5,0,8,13,0,8
1993,1,11,1993,1,20,7.3,8,,0,3.0,8,1.5,8,5.1,8,4.1,8,0.9,8,-1.2,8,-0.9,8,,0,31.5,0,8,48.8,0,8,15.2,0,8,13.2,0,8,3,0,8,17,0,8
1993,1,21,1993,1,31,7.9,8,,0,2.8,8,1.2,8,5.4,8,3.8,8,-0.3,8,-1.4,8,-2.1,8,,0,40.5,0,8,53.7,0,8,15.9,0,8,15.2,0,8,9,0,8,22,0,8
1993,2,1,1993,2,10,14.8,8,,0,4.1,8,1.4,8,7.0,8,4.0,8,1.3,8,-1.4,8,-1.9,8,,0,84.0,0,8,41.7,0,8,11.5,0,8,15.6,0,8,6,0,8,22,0,8
1993,2,11,1993,2,20,8.5,8,,0,3.1,8,1.8,8,6.0,8,4.6,8,0.1,8,-1.1,8,-1.6,8,,0,74.0,0,8,42.2,0,8,13.9,0,8,19.8,0,8,9,0,8,17,0,8
1993,2,21,1993,2,28,9.0,8,,0,4.1,8,2.6,8,6.8,8,5.9,8,1.2,8,-0.6,8,0.1,8,,0,53.0,0,8,30.2,0,8,9.9,0,8,23.9,0,8,3,0,8,13,0,8
1993,3,1,1993,3,10,12.2,8,,0,4.4,8,3.2,8,7.4,8,6.5,8,1.5,8,-0.1,8,-0.6,8,,0,38.5,0,8,34.4,0,8,24.0,0,8,28.3,0,8,4,0,8,10,0,8
1993,3,11,1993,3,20,8.4,8,,0,3.2,8,4.8,8,6.4,8,8.5,8,0.8,8,1.1,8,-1.0,8,,0,40.5,0,8,36.6,0,8,35.8,0,8,36.9,0,8,6,0,8,5,0,8
1993,3,21,1993,3,31,17.4,8,,0,6.8,8,5.9,8,11.3,8,9.9,8,2.1,8,1.9,8,0.0,8,,0,38.0,0,8,35.7,0,8,69.2,0,8,52.0,0,8,3,0,8,2,0,8
1994,1,1,1994,1,10,9.4,8,,0,2.7,8,2.3,8,6.2,8,5.0,8,-0.3,8,-0.3,8,-2.9,8,,0,53.5,0,8,65.6,0,8,16.5,0,8,11.1,0,8,4,0,8,13,0,8
1994,1,11,1994,1,20,9.1,8,,0,1.7,8,1.5,8,4.8,8,4.1,8,-1.0,8,-1.2,8,-3.1,8,,0,51.0,0,8,48.8,0,8,15.4,0,8,13.2,0,8,16,0,8,17,0,8
1994,1,21,1994,1,31,4.2,8,,0,-0.1,8,1.2,8,2.7,8,3.8,8,-2.8,8,-1.4,8,-5.9,8,,0,71.0,0,8,53.7,0,8,14.5,0,8,15.2,0,8,34,0,8,22,0,8
1994,2,1,1994,2,10,7.8,8,,0,2.2,8,1.4,8,5.0,8,4.0,8,-0.5,8,-1.4,8,-3.0,8,,0,40.5,0,8,41.7,0,8,20.1,0,8,15.6,0,8,31,0,8,22,0,8
1994,2,11,1994,2,20,12.6,8,,0,2.4,8,1.8,8,4.6,8,4.6,8,-0.3,8,-1.1,8,-3.3,8,,0,27.5,0,8,42.2,0,8,21.7,0,8,19.8,0,8,23,0,8,17,0,8
1994,2,21,1994,2,28,10.5,8,,0,3.1,8,2.6,8,6.0,8,5.9,8,0.6,8,-0.6,8,-2.1,8,,0,24.0,0,8,30.2,0,8,19.7,0,8,23.9,0,8,5,0,8,13,0,8
1994,3,1,1994,3,10,9.7,8,,0,2.8,8,3.2,8,6.0,8,6.5,8,-0.4,8,-0.1,8,-3.3,8,,0,11.0,0,8,34.4,0,8,35.6,0,8,28.3,0,8,7,0,8,10,0,8
1994,3,11,1994,3,20,11.7,8,,0,3.0,8,4.8,8,6.6,8,8.5,8,-0.1,8,1.1,8,-2.3,8,,0,14.0,0,8,36.6,0,8,39.9,0,8,36.9,0,8,4,0,8,5,0,8
1994,3,21,1994,3,31,12.1,8,,0,4.7,8,5.9,8,7.7,8,9.9,8,1.6,8,1.9,8,-0.3,8,,0,26.0,0,8,35.7,0,8,38.9,0,8,52.0,0,8,1,0,8,2,0,8
1995,1,1,1995,1,10,14.0,8,,0,3.3,8,2.3,8,6.8,8,5.0,8,0.0,8,-0.3,8,-2.5,8,,0,63.5,0,8,65.6,0,8,13.5,0,8,11.1,0,8,3,0,8,13,0,8
1995,1,11,1995,1,20,4.6,8,,0,-0.6,8,1.5,8,1.6,8,4.1,8,-2.9,8,-1.2,8,-4.6,8,,0,29.5,0,8,48.8,0,8,8.1,0,8,13.2,0,8,18,0,8,17,0,8
1995,1,21,1995,1,31,6.9,8,,0,1.2,8,1.2,8,3.9,8,3.8,8,-1.7,8,-1.4,8,-5.6,8,,0,32.5,0,8,53.7,0,8,22.8,0,8,15.2,0,8,15,0,8,22,0,8
1995,2,1,1995,2,10,5.8,8,,0,1.0,8,1.4,8,4.2,8,4.0,8,-2.2,8,-1.4,8,-6.5,8,,0,25.0,0,8,41.7,0,8,18.3,0,8,15.6,0,8,23,0,8,22,0,8
1995,2,11,1995,2,20,8.8,8,,0,2.1,8,1.8,8,5.0,8,4.6,8,-0.4,8,-1.1,8,-2.0,8,,0,31.0,0,8,42.2,0,8,19.0,0,8,19.8,0,8,21,0,8,17,0,8
1995,2,21,1995,2,28,8.6,8,,0,3.3,8,2.6,8,6.4,8,5.9,8,0.7,8,-0.6,8,-2.0,8,,0,23.0,0,8,30.2,0,8,33.0,0,8,23.9,0,8,10,0,8,13,0,8
1995,3,1,1995,3,10,9.3,8,,0,3.2,8,3.2,8,6.6,8,6.5,8,0.1,8,-0.1,8,-1.8,8,,0,24.0,0,8,34.4,0,8,34.6,0,8,28.3,0,8,5,0,8,10,0,8
1995,3,11,1995,3,20,16.1,8,,0,5.1,8,4.8,8,9.2,8,8.5,8,1.0,8,1.1,8,-1.3,8,,0,49.0,0,8,36.6,0,8,37.3,0,8,36.9,0,8,2,0,8,5,0,8
1995,3,21,1995,3,31,15.7,8,,0,5.7,8,5.9,8,9.6,8,9.9,8,2.1,8,1.9,8,-0.9,8,,0,48.0,0,8,35.7,0,8,45.0,0,8,52.0,0,8,0,0,8,2,0,8
1996,1,1,1996,1,10,9.6,8,,0,1.2,8,2.3,8,4.3,8,5.0,8,-1.8,8,-0.3,8,-4.7,8,,0,58.0,0,8,65.6,0,8,18.6,0,8,11.1,0,8,13,0,8,13,0,8
1996,1,11,1996,1,20,11.3,8,,0,2.7,8,1.5,8,5.5,8,4.1,8,-0.2,8,-1.2,8,-3.0,8,,0,33.5,0,8,48.8,0,8,11.1,0,8,13.2,0,8,10,0,8,17,0,8
1996,1,21,1996,1,31,5.1,8,,0,0.2,8,1.2,8,2.6,8,3.8,8,-1.9,8,-1.4,8,-5.4,8,,0,33.5,0,8,53.7,0,8,7.1,0,8,15.2,0,8,9,0,8,22,0,8
1996,2,1,1996,2,10,5.9,8,,0,0.1,8,1.4,8,2.4,8,4.0,8,-1.8,8,-1.4,8,-6.6,8,,0,55.5,0,8,41.7,0,8,14.1,0,8,15.6,0,8,12,0,8,22,0,8
1996,2,11,1996,2,20,15.1,8,,0,2.7,8,1.8,8,5.9,8,4.6,8,-0.1,8,-1.1,8,-3.8,8,,0,9.0,0,8,42.2,0,8,26.3,0,8,19.8,0,8,10,0,8,17,0,8
1996,2,21,1996,2,29,10.5,8,,0,2.4,8,2.6,8,5.7,8,5.9,8,-0.6,8,-0.6,8,-2.4,8,,0,13.5,0,8,30.2,0,8,31.2,0,8,23.9,0,8,4,0,8,13,0,8
1996,3,1,1996,3,10,7.1,8,,0,2.3,8,3.2,8,4.9,8,6.5,8,0.2,8,-0.1,8,-2.2,8,,0,68.0,0,8,34.4,0,8,11.3,0,8,28.3,0,8,15,0,8,10,0,8
1996,3,11,1996,3,20,11.1,8,,0,4.2,8,4.8,8,8.0,8,8.5,8,1.0,8,1.1,8,-0.8,8,,0,43.0,0,8,36.6,0,8,27.8,0,8,36.9,0,8,0,0,8,5,0,8
1996,3,21,1996,3,31,14.3,8,,0,5.9,8,5.9,8,9.5,8,9.9,8,1.7,8,1.9,8,-2.5,8,,0,52.0,0,8,35.7,0,8,61.9,0,8,52.0,0,8,0,0,8,2,0,8
1997,1,1,1997,1,10,14.4,8,,0,3.4,8,2.3,8,6.1,8,5.0,8,1.0,8,-0.3,8,-0.4,8,,0,83.0,0,8,65.6,0,8,8.2,0,8,11.1,0,8,10,0,8,13,0,8
1997,1,11,1997,1,20,7.9,8,,0,2.8,8,1.5,8,5.1,8,4.1,8,0.7,8,-1.2,8,-0.1,8,,0,34.0,0,8,48.8,0,8,8.2,0,8,13.2,0,8,10,0,8,17,0,8
1997,1,21,1997,1,31,5.0,8,,0,0.9,8,1.2,8,3.2,8,3.8,8,-1.3,8,-1.4,8,-6.4,8,,0,56.0,0,8,53.7,0,8,7.0,0,8,15.2,0,8,27,0,8,22,0,8
1997,2,1,1997,2,10,6.8,8,,0,2.3,8,1.4,8,4.7,8,4.0,8,-0.3,8,-1.4,8,-2.6,8,,0,35.0,0,8,41.7,0,8,16.4,0,8,15.6,0,8,20,0,8,22,0,8
1997,2,11,1997,2,20,9.0,8,,0,2.4,8,1.8,8,5.2,8,4.6,8,-0.2,8,-1.1,8,-2.7,8,,0,43.5,0,8,42.2,0,8,18.7,0,8,19.8,0,8,7,0,8,17,0,8
1997,2,21,1997,2,28,12.4,8,,0,3.4,8,2.6,8,7.1,8,5.9,8,-0.7,8,-0.6,8,-3.4,8,,0,34.5,0,8,30.2,0,8,27.5,0,8,23.9,0,8,4,0,8,13,0,8
1997,3,1,1997,3,10,14.8,8,,0,4.1,8,3.2,8,8.0,8,6.5,8,0.5,8,-0.1,8,-2.1,8,,0,47.0,0,8,34.4,0,8,32.2,0,8,28.3,0,8,0,0,8,10,0,8
1997,3,11,1997,3,20,12.4,8,,0,4.8,8,4.8,8,8.3,8,8.5,8,1.5,8,1.1,8,-1.6,8,,0,5.5,0,8,36.6,0,8,48.6,0,8,36.9,0,8,0,1,8,5,0,8
1997,3,21,1997,3,31,18.0,8,,0,6.4,8,5.9,8,10.8,8,9.9,8,1.9,8,1.9,8,-0.7,8,,0,21.0,0,8,35.7,0,8,51.0,0,8,52.0,0,8,0,0,8,2,0,8
1998,1,1,1998,1,10,10.3,8,,0,1.6,8,2.3,8,4.6,8,5.0,8,-0.5,8,-0.3,8,-2.8,8,,0,95.0,0,8,65.6,0,8,5.6,0,8,11.1,0,8,16,0,8,13,0,8
1998,1,11,1998,1,20,8.3,8,,0,1.3,8,1.5,8,4.0,8,4.1,8,-1.2,8,-1.2,8,-2.8,8,,0,50.5,0,8,48.8,0,8,2.8,0,8,13.2,0,8,15,0,8,17,0,8
1998,1,21,1998,1,31,5.4,8,,0,-0.6,8,1.2,8,1.6,8,3.8,8,-2.8,8,-1.4,8,-3.7,8,,0,58.5,0,8,53.7,0,8,7.4,0,8,15.2,0,8,46,0,8,22,0,8
1998,2,1,1998,2,10,6.8,8,,0,1.7,8,1.4,8,3.9,8,4.0,8,-0.8,8,-1.4,8,-3.1,8,,0,19.0,0,8,41.7,0,8,10.9,0,8,15.6,0,8,22,0,8,22,0,8
1998,2,11,1998,2,20,10.2,8,,0,2.1,8,1.8,8,5.5,8,4.6,8,-0.9,8,-1.1,8,-4.3,8,,0,19.5,0,8,42.2,0,8,29.3,0,8,19.8,0,8,8,0,8,17,0,8
1998,2,21,1998,2,28,12.7,8,,0,4.4,8,2.6,8,9.0,8,5.9,8,0.5,8,-0.6,8,-1.3,8,,0,7.5,0,8,30.2,0,8,50.9,0,8,23.9,0,8,0,0,8,13,0,8
1998,3,1,1998,3,10,10.9,8,,0,4.8,8,3.2,8,8.2,8,6.5,8,1.5,8,-0.1,8,-1.3,8,,0,7.0,0,8,34.4,0,8,53.6,0,8,28.3,0,8,2,0,8,10,0,8
1998,3,11,1998,3,20,15.9,8,,0,5.2,8,4.8,8,9.3,8,8.5,8,1.7,8,1.1,8,-1.9,8,,0,58.5,0,8,36.6,0,8,28.9,0,8,36.9,0,8,0,0,8,5,0,8
1998,3,21,1998,3,31,16.5,8,,0,7.3,8,5.9,8,10.6,8,9.9,8,3.8,8,1.9,8,0.7,8,,0,19.0,0,8,35.7,0,8,58.3,0,8,52.0,0,8,0,1,8,2,0,8
1999,1,1,1999,1,10,8.1,8,,0,0.6,8,2.3,8,2.8,8,5.0,8,-1.7,8,-0.3,8,-4.3,8,,0,80.5,0,8,65.6,0,8,4.2,0,8,11.1,0,8,21,0,8,13,0,8
1999,1,11,1999,1,20,7.7,8,,0,2.6,8,1.5,8,4.8,8,4.1,8,0.0,8,-1.2,8,-2.4,8,,0,18.0,0,8,48.8,0,8,8.0,0,8,13.2,0,8,20,0,8,17,0,8
1999,1,21,1999,1,31,8.7,8,,0,2.2,8,1.2,8,5.6,8,3.8,8,-0.8,8,-1.4,8,-4.4,8,,0,51.0,0,8,53.7,0,8,16.5,0,8,15.2,0,8,17,0,8,22,0,8
1999,2,1,1999,2,10,6.4,8,,0,0.3,8,1.4,8,3.6,8,4.0,8,-3.1,8,-1.4,8,-8.9,8,,0,57.5,0,8,41.7,0,8,12.3,0,8,15.6,0,8,45,0,8,22,0,8
1999,2,11,1999,2,20,11.8,8,,0,1.8,8,1.8,8,4.8,8,4.6,8,-1.3,8,-1.1,8,-3.3,8,,0,36.0,0,8,42.2,0,8,7.1,0,8,19.8,0,8,10,0,8,17,0,8
1999,2,21,1999,2,28,11.6,8,,0,3.1,8,2.6,8,6.5,8,5.9,8,-0.7,8,-0.6,8,-3.5,8,,0,27.5,0,8,30.2,0,8,15.5,0,8,23.9,0,8,8,0,8,13,0,8
1999,3,1,1999,3,10,12.8,8,,0,4.2,8,3.2,8,7.6,8,6.5,8,0.3,8,-0.1,8,-1.6,8,,0,43.0,0,8,34.4,0,8,16.1,0,8,28.3,0,8,0,0,8,10,0,8
1999,3,11,1999,3,20,21.0,8,,0,6.6,8,4.8,8,10.8,8,8.5,8,2.3,8,1.1,8,-3.5,8,,0,50.5,0,8,36.6,0,8,39.3,0,8,36.9,0,8,0,0,8,5,0,8
1999,3,21,1999,3,31,18.6,8,,0,4.4,8,5.9,8,8.8,8,9.9,8,0.8,8,1.9,8,-2.1,8,,0,31.5,0,8,35.7,0,8,49.2,0,8,52.0,0,8,8,0,8,2,0,8
2000,1,1,2000,1,10,10.2,8,,0,5.3,8,2.3,8,7.8,8,5.0,8,2.9,8,-0.3,8,1.7,8,,0,85.5,0,8,65.6,0,8,6.8,0,8,11.1,0,8,0,1,8,13,0,8
2000,1,11,2000,1,20,10.9,8,,0,3.9,8,1.5,8,6.8,8,4.1,8,1.6,8,-1.2,8,-0.8,8,,0,65.5,0,8,48.8,0,8,17.8,0,8,13.2,0,8,0,0,8,17,0,8
2000,1,21,2000,1,31,7.4,8,,0,1.0,8,1.2,8,3.6,8,3.8,8,-2.2,8,-1.4,8,-5.6,8,,0,73.0,0,8,53.7,0,8,11.1,0,8,15.2,0,8,22,0,8,22,0,8
2000,2,1,2000,2,10,8.3,8,,0,3.6,8,1.4,8,6.2,8,4.0,8,0.6,8,-1.4,8,-1.5,8,,0,56.5,0,8,41.7,0,8,12.6,0,8,15.6,0,8,10,0,8,22,0,8
2000,2,11,2000,2,20,7.0,8,,0,1.2,8,1.8,8,3.8,8,4.6,8,-1.3,8,-1.1,8,-4.1,8,,0,54.0,0,8,42.2,0,8,13.6,0,8,19.8,0,8,11,0,8,17,0,8
2000,2,21,2000,2,29,3.4,8,,0,0.0,8,2.6,8,2.6,8,5.9,8,-2.5,8,-0.6,8,-3.7,8,,0,42.5,0,8,30.2,0,8,10.9,0,8,23.9,0,8,24,0,8,13,0,8
2000,3,1,2000,3,10,10.9,8,,0,2.9,8,3.2,8,6.2,8,6.5,8,-0.9,8,-0.1,8,-4.0,8,,0,21.0,0,8,34.4,0,8,36.8,0,8,28.3,0,8,24,0,8,10,0,8
2000,3,11,2000,3,20,14.2,8,,0,4.1,8,4.8,8,7.2,8,8.5,8,1.1,8,1.1,8,-2.6,8,,0,44.0,0,8,36.6,0,8,21.3,0,8,36.9,0,8,3,0,8,5,0,8
2000,3,21,2000,3,31,15.7,8,,0,5.5,8,5.9,8,9.4,8,9.9,8,1.8,8,1.9,8,-1.2,8,,0,54.0,0,8,35.7,0,8,29.0,0,8,52.0,0,8,0,0,8,2,0,8
2001,1,1,2001,1,10,8.5,8,,0,1.3,8,2.3,8,3.6,8,5.0,8,-0.8,8,-0.3,8,-2.5,8,,0,92.5,0,8,65.6,0,8,7.4,0,8,11.1,0,8,23,0,8,13,0,8
2001,1,11,2001,1,20,7.2,8,,0,-1.8,8,1.5,8,0.6,8,4.1,8,-4.4,8,-1.2,8,-7.7,8,,0,53.5,0,8,48.8,0,8,4.9,0,8,13.2,0,8,37,0,5,17,0,8
2001,1,21,2001,1,31,5.7,8,,0,1.3,8,1.2,8,3.6,8,3.8,8,-0.6,8,-1.4,8,-1.5,8,,0,25.0,0,8,53.7,0,8,18.6,0,8,15.2,0,8,31,0,8,22,0,8
2001,2,1,2001,2,10,6.1,8,,0,0.0,8,1.4,8,2.8,8,4.0,8,-2.5,8,-1.4,8,-3.9,8,,0,14.5,0,8,41.7,0,8,11.4,0,8,15.6,0,8,14,0,8,22,0,8
2001,2,11,2001,2,20,6.1,8,,0,-0.2,8,1.8,8,1.9,8,4.6,8,-2.4,8,-1.1,8,-4.5,8,,0,42.0,0,8,42.2,0,8,6.8,0,8,19.8,0,8,30,0,8,17,0,8
2001,2,21,2001,2,28,10.1,8,,0,3.2,8,2.6,8,6.4,8,5.9,8,-0.6,8,-0.6,8,-3.7,8,,0,41.5,0,8,30.2,0,8,23.0,0,8,23.9,0,8,13,0,8,13,0,8
2001,3,1,2001,3,10,10.0,8,,0,2.5,8,3.2,8,5.4,8,6.5,8,-0.3,8,-0.1,8,-4.4,8,,0,49.5,0,8,34.4,0,8,11.6,0,8,28.3,0,8,12,0,8,10,0,8
2001,3,11,2001,3,20,16.2,8,,0,4.7,8,4.8,8,9.1,8,8.5,8,0.2,8,1.1,8,-2.7,8,,0,25.5,0,8,36.6,0,8,43.3,0,8,36.9,0,8,10,0,8,5,0,8
2001,3,21,2001,3,31,20.1,8,,0,6.0,8,5.9,8,10.9,8,9.9,8,1.2,8,1.9,8,-0.3,8,,0,39.0,0,8,35.7,0,8,57.5,0,8,52.0,0,8,0,1,8,2,0,8
2002,1,1,2002,1,10,9.2,8,,0,1.8,8,2.3,8,5.0,8,5.0,8,-0.8,8,-0.3,8,-4.1,8,,0,94.5,0,8,65.6,0,8,10.7,0,8,11.1,0,8,12,0,8,13,0,8
2002,1,11,2002,1,20,11.5,8,,0,3.5,8,1.5,8,6.8,8,4.1,8,0.5,8,-1.2,8,-4.1,8,,0,84.0,0,8,48.8,0,8,19.4,0,8,13.2,0,8,1,0,8,17,0,8
2002,1,21,2002,1,31,11.4,8,,0,3.1,8,1.2,8,5.3,8,3.8,8,0.9,8,-1.4,8,-0.6,8,,0,95.0,0,8,53.7,0,8,13.7,0,8,15.2,0,8,10,0,8,22,0,8
2002,2,1,2002,2,10,12.9,8,,0,3.1,8,1.4,8,7.3,8,4.0,8,-0.2,8,-1.4,8,-3.2,8,,0,44.0,0,8,41.7,0,8,29.0,0,8,15.6,0,8,10,0,8,22,0,8
2002,2,11,2002,2,20,7.6,8,,0,1.5,8,1.8,8,4.2,8,4.6,8,-1.6,8,-1.1,8,-4.6,8,,0,47.5,0,8,42.2,0,8,20.8,0,8,19.8,0,8,17,0,8,17,0,8
2002,2,21,2002,2,28,12.6,8,,0,5.4,8,2.6,8,9.0,8,5.9,8,2.3,8,-0.6,8,-0.4,8,,0,9.0,0,8,30.2,0,8,34.3,0,8,23.9,0,8,0,1,8,13,0,8
2002,3,1,2002,3,10,11.9,8,,0,4.6,8,3.2,8,8.6,8,6.5,8,1.2,8,-0.1,8,-1.4,8,,0,73.5,0,8,34.4,0,8,23.3,0,8,28.3,0,8,1,0,8,10,0,8
2002,3,11,2002,3,20,16.1,8,,0,7.5,8,4.8,8,11.4,8,8.5,8,3.1,8,1.1,8,1.0,8,,0,65.5,0,8,36.6,0,8,39.9,0,8,36.9,0,8,0,0,8,5,0,8
2002,3,21,2002,3,31,19.0,8,,0,7.8,8,5.9,8,12.1,8,9.9,8,3.6,8,1.9,8,1.7,8,,0,44.5,0,8,35.7,0,8,37.9,0,8,52.0,0,8,0,1,8,2,0,8
2003,1,1,2003,1,10,6.8,8,,0,1.1,8,2.3,8,3.2,8,5.0,8,-1.5,8,-0.3,8,-5.4,8,,0,56.0,0,8,65.6,0,8,14.0,0,8,11.1,0,8,21,0,8,13,0,8
2003,1,11,2003,1,20,9.6,8,,0,2.7,8,1.5,8,5.6,8,4.1,8,-0.7,8,-1.2,8,-2.9,8,,0,85.5,0,8,48.8,0,8,11.0,0,8,13.2,0,8,3,0,8,17,0,8
2003,1,21,2003,1,31,9.3,8,,0,1.3,8,1.2,8,3.6,8,3.8,8,-1.2,8,-1.4,8,-3.9,8,,0,69.0,0,8,53.7,0,8,7.2,0,8,15.2,0,8,9,0,8,22,0,8
2003,2,1,2003,2,10,10.3,8,,0,2.5,8,1.4,8,5.1,8,4.0,8,-0.3,8,-1.4,8,-5.0,8,,0,32.0,0,8,41.7,0,8,16.6,0,8,15.6,0,8,15,0,8,22,0,8
2003,2,11,2003,2,20,8.8,8,,0,2.6,8,1.8,8,5.6,8,4.6,8,0.0,8,-1.1,8,-3.6,8,,0,25.5,0,8,42.2,0,8,24.3,0,8,19.8,0,8,4,0,8,17,0,8
2003,2,21,2003,2,28,7.6,8,,0,2.5,8,2.6,8,5.6,8,5.9,8,-0.5,8,-0.6,8,-3.0,8,,0,19.5,0,8,30.2,0,8,29.9,0,8,23.9,0,8,2,0,8,13,0,8
2003,3,1,2003,3,10,10.8,8,,0,3.0,8,3.2,8,5.9,8,6.5,8,0.3,8,-0.1,8,-2.6,8,,0,36.5,0,8,34.4,0,8,21.0,0,8,28.3,0,8,5,0,8,10,0,8
2003,3,11,2003,3,20,9.8,8,,0,3.9,8,4.8,8,7.0,8,8.5,8,1.0,8,1.1,8,-1.5,8,,0,5.5,0,5,36.6,0,8,41.8,0,8,36.9,0,8,11,0,8,5,0,8
2003,3,21,2003,3,31,15.4,8,,0,6.9,8,5.9,8,11.4,8,9.9,8,2.7,8,1.9,8,-2.2,8,,0,24.5,0,8,35.7,0,8,65.1,0,8,52.0,0,8,2,0,8,2,0,8
2004,1,1,2004,1,10,8.4,8,,0,3.0,8,2.3,8,5.8,8,5.0,8,0.1,8,-0.3,8,-3.8,8,,0,70.5,0,8,65.6,0,8,20.9,0,8,11.1,0,8,5,0,8,13,0,8
2004,1,11,2004,1,20,7.7,8,,0,1.2,8,1.5,8,4.3,8,4.1,8,-1.3,8,-1.2,8,-3.5,8,,0,57.0,0,5,48.8,0,8,16.9,0,8,13.2,0,8,11,0,8,17,0,8
2004,1,21,2004,1,31,6.8,5,,0,2.0,8,1.2,8,4.1,5,3.8,8,-0.2,8,-1.4,8,-2.6,8,,0,73.0,0,8,53.7,0,8,15.6,0,5,15.2,0,8,14,0,8,22,0,8
2004,2,1,2004,2,10,7.2,8,,0,1.4,8,1.4,8,3.6,8,4.0,8,-1.3,8,-1.4,8,-2.2,8,,0,43.0,0,8,41.7,0,8,9.5,0,8,15.6,0,8,26,0,8,22,0,8
