ダウンロードした時刻：2020/03/14 11:20:26

,酒田,酒田,酒田,酒田,酒田,酒田
年月日,平均気温(℃),平均気温(℃),平均気温(℃),最高気温(℃),最高気温(℃),最高気温(℃)
,,,,,,
,,品質情報,均質番号,,品質情報,均質番号
2001/3/23,6.2,8,1,10.1,8,1
2001/3/24,7.9,8,1,16.6,8,1
2001/3/25,11.7,8,1,20.1,8,1
2001/3/26,7.5,8,1,9.8,8,1
2001/3/27,4.7,8,1,6.4,8,1
2001/3/28,3.0,8,1,7.9,8,1
2001/3/29,2.4,8,1,6.3,8,1
2001/3/30,3.1,8,1,7.4,8,1
2001/3/31,4.1,8,1,7.5,8,1
2001/4/1,5.0,8,1,8.8,8,1
2001/4/2,8.6,8,1,14.7,8,1
2001/4/3,5.9,8,1,8.6,8,1
2001/4/4,6.3,8,1,9.7,8,1
2001/4/5,8.7,8,1,16.3,8,1
2001/4/6,9.4,8,1,13.2,8,1
2001/4/7,10.5,8,1,17.2,8,1
2001/4/8,13.7,8,1,21.4,8,1
2001/4/9,14.7,8,1,21.7,8,1
2001/4/10,16.1,8,1,24.5,8,1
2001/4/11,16.6,8,1,24.0,8,1
2001/4/12,11.8,8,1,17.4,8,1
2001/4/13,10.2,8,1,13.3,8,1
2001/4/14,12.0,8,1,16.8,8,1
2001/4/15,11.4,8,1,16.3,8,1
2001/4/16,11.4,8,1,15.0,8,1
2001/4/17,14.0,8,1,21.9,8,1
2001/4/18,17.5,8,1,26.4,8,1
2001/4/19,15.7,8,1,23.4,8,1
2001/4/20,7.8,8,1,13.7,8,1
2001/4/21,6.2,8,1,10.3,8,1
2001/4/22,7.1,8,1,10.8,8,1
2001/4/23,10.5,8,1,14.5,8,1
2001/4/24,11.8,8,1,15.0,8,1
2001/4/25,9.5,8,1,12.8,8,1
2001/4/26,9.4,8,1,14.1,8,1
2001/4/27,11.2,8,1,16.4,8,1
2001/4/28,12.8,8,1,20.0,8,1
2001/4/29,14.8,8,1,21.2,8,1
2001/4/30,14.3,8,1,19.4,8,1
2002/1/1,2.8,8,1,9.2,8,1
2002/1/2,-0.4,8,1,2.0,8,1
2002/1/3,0.8,8,1,2.8,8,1
2002/1/4,1.5,8,1,3.9,8,1
2002/1/5,1.8,8,1,4.4,8,1
2002/1/6,0.7,8,1,4.5,8,1
2002/1/7,1.0,8,1,6.1,8,1
2002/1/8,3.8,8,1,6.6,8,1
2002/1/9,2.5,8,1,4.3,8,1
2002/1/10,3.7,8,1,5.7,8,1
2002/1/11,4.0,8,1,6.7,8,1
2002/1/12,6.4,8,1,10.3,8,1
2002/1/13,4.6,8,1,6.5,8,1
2002/1/14,2.4,8,1,4.9,8,1
2002/1/15,5.4,8,1,11.5,8,1
2002/1/16,3.2,8,1,7.5,8,1
2002/1/17,2.9,8,1,5.0,8,1
2002/1/18,2.6,8,1,4.2,8,1
2002/1/19,2.1,8,1,5.2,8,1
2002/1/20,1.4,8,1,5.8,8,1
2002/1/21,8.2,8,1,11.4,8,1
2002/1/22,5.3,8,1,8.5,8,1
2002/1/23,3.2,8,1,5.1,8,1
2002/1/24,2.7,8,1,4.1,8,1
2002/1/25,2.0,8,1,3.6,8,1
2002/1/26,3.1,8,1,5.8,8,1
2002/1/27,3.0,8,1,5.6,8,1
2002/1/28,3.3,8,1,4.6,8,1
2002/1/29,0.7,8,1,2.6,8,1
2002/1/30,1.3,8,1,3.3,8,1
2002/1/31,1.6,8,1,3.4,8,1
2002/2/1,2.0,8,1,4.7,8,1
2002/2/2,3.7,8,1,6.8,8,1
2002/2/3,3.5,8,1,7.1,8,1
2002/2/4,1.5,8,1,6.5,8,1
2002/2/5,3.0,8,1,6.5,8,1
2002/2/6,5.3,8,1,10.2,8,1
2002/2/7,5.2,8,1,12.9,8,1
2002/2/8,7.3,8,1,9.8,8,1
2002/2/9,-0.1,8,1,7.0,8,1
2002/2/10,-0.5,8,1,1.7,8,1
2002/2/11,-0.7,8,1,1.0,8,1
2002/2/12,-1.5,8,1,0.4,8,1
2002/2/13,-1.6,8,1,1.2,8,1
2002/2/14,-0.3,8,1,2.9,8,1
2002/2/15,0.9,8,1,3.1,8,1
2002/2/16,3.6,8,1,6.4,8,1
2002/2/17,3.9,8,1,7.4,8,1
2002/2/18,2.4,8,1,6.9,8,1
2002/2/19,2.3,8,1,5.1,8,1
2002/2/20,5.5,8,1,7.6,8,1
2002/2/21,7.1,8,1,10.5,8,1
2002/2/22,6.9,8,1,9.4,8,1
2002/2/23,5.4,8,1,7.6,8,1
2002/2/24,3.1,8,1,4.9,8,1
2002/2/25,4.3,8,1,7.8,8,1
2002/2/26,4.0,8,1,9.3,8,1
2002/2/27,6.2,8,1,12.6,8,1
2002/2/28,6.0,8,1,9.5,8,1
2002/3/1,5.4,8,1,11.1,8,1
2002/3/2,1.4,8,1,9.4,8,1
2002/3/3,0.5,8,1,2.2,8,1
2002/3/4,3.3,8,1,7.0,8,1
2002/3/5,4.3,8,1,9.8,8,1
2002/3/6,6.5,8,1,9.6,8,1
2002/3/7,5.3,8,1,7.6,8,1
2002/3/8,4.2,8,1,6.2,8,1
2002/3/9,8.2,8,1,11.0,8,1
2002/3/10,6.9,8,1,11.9,8,1
2002/3/11,6.4,8,1,9.3,8,1
2002/3/12,7.1,8,1,9.4,8,1
2002/3/13,7.2,8,1,10.0,8,1
2002/3/14,9.3,8,1,16.1,8,1
2002/3/15,9.0,8,1,11.0,8,1
2002/3/16,6.4,8,1,9.9,8,1
2002/3/17,8.4,8,1,13.5,8,1
2002/3/18,7.6,8,1,12.2,8,1
2002/3/19,6.2,8,1,11.9,8,1
2002/3/20,6.9,8,1,10.4,8,1
2002/3/21,10.6,8,1,19.0,8,1
2002/3/22,8.1,8,1,11.0,8,1
2002/3/23,5.1,8,1,7.4,8,1
2002/3/24,4.8,8,1,7.5,8,1
2002/3/25,5.7,8,1,9.5,8,1
2002/3/26,10.0,8,1,16.9,8,1
2002/3/27,7.4,8,1,9.9,8,1
2002/3/28,5.9,8,1,9.7,8,1
2002/3/29,9.4,8,1,16.2,8,1
2002/3/30,9.6,8,1,11.5,8,1
2002/3/31,9.5,8,1,14.6,8,1
2002/4/1,9.9,8,1,15.3,8,1
2002/4/2,11.8,8,1,15.4,8,1
2002/4/3,11.8,8,1,19.3,8,1
2002/4/4,9.1,8,1,12.1,8,1
2002/4/5,8.9,8,1,12.4,8,1
2002/4/6,10.6,8,1,17.5,8,1
2002/4/7,10.5,8,1,12.6,8,1
2002/4/8,14.3,8,1,19.9,8,1
2002/4/9,8.9,8,1,10.9,8,1
2002/4/10,9.5,8,1,13.7,8,1
2002/4/11,9.7,8,1,13.8,8,1
2002/4/12,8.4,8,1,9.9,8,1
2002/4/13,9.8,8,1,17.3,8,1
2002/4/14,12.2,8,1,16.1,8,1
2002/4/15,16.5,8,1,25.6,8,1
2002/4/16,17.4,8,1,23.6,8,1
2002/4/17,15.0,8,1,20.2,8,1
2002/4/18,12.4,8,1,15.0,8,1
2002/4/19,11.8,8,1,15.3,8,1
2002/4/20,15.5,8,1,22.8,8,1
2002/4/21,16.6,8,1,22.3,8,1
2002/4/22,17.9,8,1,22.9,8,1
2002/4/23,18.2,8,1,26.1,8,1
2002/4/24,17.7,8,1,26.0,8,1
2002/4/25,10.7,8,1,14.3,8,1
2002/4/26,9.6,8,1,14.9,8,1
2002/4/27,11.1,8,1,16.7,8,1
2002/4/28,12.2,8,1,17.6,8,1
2002/4/29,12.3,8,1,17.6,8,1
2002/4/30,13.1,8,1,15.5,8,1
2003/1/1,-0.7,8,1,2.0,8,1
2003/1/2,-1.5,8,1,0.1,8,1
2003/1/3,-0.1,8,1,3.5,8,1
2003/1/4,2.1,8,1,5.0,8,1
2003/1/5,-0.9,8,1,0.2,8,1
2003/1/6,0.2,8,1,2.0,8,1
2003/1/7,1.8,8,1,2.9,8,1
2003/1/8,2.4,8,1,4.3,8,1
2003/1/9,2.8,8,1,5.6,8,1
2003/1/10,4.4,8,1,6.8,8,1
2003/1/11,3.2,8,1,4.3,8,1
2003/1/12,3.2,8,1,5.7,8,1
2003/1/13,4.6,8,1,9.6,8,1
2003/1/14,4.1,8,1,9.1,8,1
2003/1/15,-1.1,8,1,1.4,8,1
2003/1/16,2.7,8,1,5.5,8,1
2003/1/17,4.6,8,1,7.2,8,1
2003/1/18,2.3,8,1,4.6,8,1
2003/1/19,2.7,8,1,5.2,8,1
2003/1/20,0.4,8,1,2.9,8,1
2003/1/21,-0.3,8,1,1.6,8,1
2003/1/22,0.8,8,1,3.2,8,1
2003/1/23,0.8,8,1,2.6,8,1
2003/1/24,2.1,8,1,4.0,8,1
2003/1/25,2.0,8,1,2.8,8,1
2003/1/26,2.2,8,1,4.6,8,1
2003/1/27,4.4,8,1,6.2,8,1
2003/1/28,4.7,8,1,9.3,8,1
2003/1/29,-1.0,8,1,2.8,8,1
2003/1/30,-1.3,8,1,0.8,8,1
2003/1/31,0.0,8,1,1.4,8,1
2003/2/1,0.0,8,1,1.3,8,1
2003/2/2,0.2,8,1,2.8,8,1
2003/2/3,0.5,8,1,2.6,8,1
2003/2/4,1.0,8,1,3.3,8,1
2003/2/5,-0.8,8,1,2.2,8,1
2003/2/6,1.2,8,1,3.9,8,1
2003/2/7,5.2,8,1,8.3,8,1
2003/2/8,6.0,8,1,8.7,8,1
2003/2/9,5.9,8,1,10.3,8,1
2003/2/10,5.4,8,1,8.0,8,1
2003/2/11,3.2,8,1,4.8,8,1
2003/2/12,0.0,8,1,3.2,8,1
2003/2/13,-0.2,8,1,2.6,8,1
2003/2/14,2.3,8,1,3.7,8,1
2003/2/15,3.3,8,1,6.5,8,1
2003/2/16,3.7,8,1,7.3,8,1
2003/2/17,4.4,8,1,5.9,8,1
2003/2/18,2.9,8,1,6.4,8,1
2003/2/19,2.1,8,1,7.1,8,1
2003/2/20,4.5,8,1,8.8,8,1
2003/2/21,3.1,8,1,4.8,8,1
2003/2/22,3.1,8,1,7.6,8,1
2003/2/23,2.3,8,1,5.6,8,1
2003/2/24,1.2,8,1,5.1,8,1
2003/2/25,2.4,8,1,5.4,8,1
2003/2/26,4.1,8,1,6.5,8,1
2003/2/27,1.2,8,1,3.6,8,1
2003/2/28,2.4,8,1,6.1,8,1
2003/3/1,4.1,8,1,9.5,8,1
2003/3/2,5.6,8,1,9.1,8,1
2003/3/3,4.2,8,1,10.8,8,1
2003/3/4,-0.1,8,1,1.6,8,1
2003/3/5,2.0,8,1,4.5,8,1
2003/3/6,4.3,8,1,6.9,8,1
2003/3/7,4.5,8,1,5.6,8,1
2003/3/8,3.0,8,1,4.0,8,1
2003/3/9,1.9,8,1,4.4,8,1
2003/3/10,0.4,8,1,2.7,8,1
2003/3/11,0.5,8,1,2.4,8,1
2003/3/12,1.7,8,1,3.9,8,1
2003/3/13,3.3,8,1,5.3,8,1
2003/3/14,5.1,8,1,8.1,8,1
2003/3/15,4.1,8,1,8.5,8,1
2003/3/16,5.8,8,1,9.8,8,1
2003/3/17,4.5,8,1,7.7,8,1
2003/3/18,5.2,8,1,8.4,8,1
2003/3/19,4.6,8,1,9.2,8,1
2003/3/20,3.7,8,1,6.3,8,1
2003/3/21,3.4,8,1,7.4,8,1
2003/3/22,3.7,8,1,9.0,8,1
2003/3/23,3.6,8,1,9.1,8,1
2003/3/24,7.9,8,1,14.2,8,1
2003/3/25,9.9,8,1,15.4,8,1
2003/3/26,8.3,8,1,12.8,8,1
2003/3/27,9.7,8,1,15.0,8,1
2003/3/28,6.8,8,1,9.9,8,1
2003/3/29,6.6,8,1,9.2,8,1
2003/3/30,7.5,8,1,11.2,8,1
2003/3/31,8.3,8,1,12.0,8,1
2003/4/1,7.2,8,1,10.5,8,1
2003/4/2,6.7,8,1,11.1,8,1
2003/4/3,7.4,8,1,13.7,8,1
2003/4/4,10.0,8,1,16.2,8,1
2003/4/5,7.5,8,1,9.1,8,1
2003/4/6,8.4,8,1,10.6,8,1
2003/4/7,11.7,8,1,16.0,8,1
2003/4/8,12.5,8,1,17.5,8,1
2003/4/9,7.0,8,1,11.8,8,1
2003/4/10,7.3,8,1,11.1,8,1
2003/4/11,9.5,8,1,16.4,8,1
2003/4/12,10.8,8,1,13.1,8,1
2003/4/13,10.9,8,1,14.1,8,1
2003/4/14,9.3,8,1,14.4,8,1
2003/4/15,12.2,8,1,20.8,8,1
2003/4/16,12.0,8,1,16.5,8,1
2003/4/17,15.0,8,1,23.5,8,1
2003/4/18,14.4,8,1,17.7,8,1
2003/4/19,12.2,8,1,17.7,8,1
2003/4/20,9.0,8,1,11.2,8,1
2003/4/21,8.1,8,1,11.3,8,1
2003/4/22,8.8,8,1,12.4,8,1
2003/4/23,10.3,8,1,11.5,8,1
2003/4/24,11.4,8,1,15.6,8,1
2003/4/25,12.0,8,1,15.9,8,1
2003/4/26,11.6,8,1,15.5,8,1
2003/4/27,12.6,8,1,16.7,8,1
2003/4/28,14.1,8,1,20.6,8,1
2003/4/29,17.3,8,1,26.0,8,1
2003/4/30,11.5,8,1,17.2,8,1
2004/1/1,5.8,8,1,8.4,8,1
2004/1/2,4.5,8,1,6.4,8,1
2004/1/3,4.9,8,1,7.0,8,1
2004/1/4,3.7,8,1,6.0,8,1
2004/1/5,3.8,8,1,5.9,8,1
2004/1/6,2.2,8,1,4.5,8,1
2004/1/7,1.8,8,1,5.1,8,1
2004/1/8,1.2,8,1,4.7,8,1
2004/1/9,1.7,8,1,4.0,8,1
2004/1/10,0.7,8,1,6.4,8,1
2004/1/11,0.2,8,1,2.2,8,1
2004/1/12,1.7,8,1,2.9,8,1
2004/1/13,2.6,8,1,6.7,8,1
2004/1/14,-0.3,8,1,3.4,8,1
2004/1/15,-0.7,8,1,1.5,8,1
2004/1/16,1.0,8,1,3.8,8,1
2004/1/17,0.1,8,1,3.9,8,1
2004/1/18,-0.4,8,1,3.7,8,1
2004/1/19,3.5,8,1,6.8,8,1
2004/1/20,4.7,8,1,7.7,8,1
2004/1/21,3.2,8,1,5.8,8,1
2004/1/22,0.0,8,1,2.0,8,1
2004/1/23,0.5,8,1,2.6,8,1
2004/1/24,2.7,8,1,5.2,8,1
2004/1/25,0.7,8,1,4.1,8,1
2004/1/26,1.8,8,1,3.0,8,1
2004/1/27,1.0,8,1,2.1,8,1
2004/1/28,2.7,8,1,6.8,8,1
2004/1/29,2.6,8,1,,1,1
2004/1/30,3.8,8,1,5.8,8,1
2004/1/31,2.8,8,1,3.8,8,1
2004/2/1,3.5,8,1,5.8,8,1
2004/2/2,3.4,8,1,7.2,8,1
2004/2/3,2.6,8,1,6.2,8,1
2004/2/4,1.2,8,1,2.6,8,1
2004/2/5,0.6,8,1,2.5,8,1
2004/2/6,0.4,8,1,2.3,8,1
2004/2/7,0.0,8,1,1.2,8,1
2004/2/8,1.2,8,1,3.3,8,1
2004/2/9,0.7,8,1,2.4,8,1
2004/2/10,0.3,8,1,2.4,8,1
2004/2/11,0.2,8,1,5.0,8,1
2004/2/12,4.7,8,1,6.6,8,1
2004/2/13,3.7,8,1,7.2,8,1
2004/2/14,5.3,8,1,10.4,8,1
2004/2/15,4.1,8,1,6.8,8,1
2004/2/16,3.0,8,1,5.0,8,1
2004/2/17,3.9,8,1,6.8,8,1
2004/2/18,2.8,8,1,4.5,8,1
2004/2/19,2.7,8,1,5.7,8,1
2004/2/20,2.8,8,1,8.2,8,1
2004/2/21,7.4,8,1,15.2,8,1
2004/2/22,12.4,8,1,21.6,8,1
2004/2/23,3.9,8,1,13.0,8,1
2004/2/24,4.2,8,1,7.7,8,1
2004/2/25,7.7,8,1,10.9,8,1
2004/2/26,5.6,8,1,11.4,8,1
2004/2/27,1.1,8,1,3.6,8,1
2004/2/28,3.7,8,1,9.1,8,1
2004/2/29,4.9,8,1,8.3,8,1
2004/3/1,1.3,8,1,3.6,8,1
2004/3/2,0.4,8,1,4.6,8,1
2004/3/3,-1.4,8,1,1.0,8,1
2004/3/4,0.2,8,1,1.8,8,1
2004/3/5,-0.9,8,1,1.4,8,1
2004/3/6,0.9,8,1,5.6,8,1
2004/3/7,1.6,8,1,3.7,8,1
2004/3/8,2.1,8,1,4.9,8,1
2004/3/9,5.8,8,1,10.0,8,1
2004/3/10,9.6,8,1,17.2,8,1
2004/3/11,8.6,8,1,16.8,8,1
2004/3/12,7.3,8,1,10.9,8,1
2004/3/13,5.0,8,1,8.7,8,1
2004/3/14,4.5,8,1,7.9,8,1
2004/3/15,3.4,8,1,8.1,8,1
2004/3/16,7.2,8,1,15.9,8,1
2004/3/17,12.5,8,1,22.6,8,1
2004/3/18,3.1,8,1,6.3,8,1
2004/3/19,3.9,8,1,7.7,8,1
2004/3/20,4.8,8,1,11.0,8,1
2004/3/21,5.0,8,1,10.4,8,1
2004/3/22,5.7,8,1,10.1,8,1
2004/3/23,6.4,8,1,10.9,8,1
2004/3/24,7.5,8,1,14.1,8,1
2004/3/25,8.4,8,1,11.6,8,1
2004/3/26,7.0,8,1,9.9,8,1
2004/3/27,6.5,8,1,9.4,8,1
2004/3/28,7.1,8,1,12.7,8,1
2004/3/29,11.1,8,1,17.5,8,1
2004/3/30,12.8,8,1,20.4,8,1
2004/3/31,8.2,8,1,12.4,8,1
2004/4/1,7.7,8,1,11.2,8,1
2004/4/2,7.6,8,1,13.3,8,1
2004/4/3,4.4,8,1,6.1,8,1
2004/4/4,4.8,8,1,8.9,8,1
2004/4/5,5.4,8,1,10.7,8,1
2004/4/6,10.0,8,1,18.1,8,1
2004/4/7,8.1,8,1,11.7,8,1
2004/4/8,8.3,8,1,11.1,8,1
2004/4/9,9.5,8,1,15.2,8,1
2004/4/10,10.3,8,1,15.2,8,1
2004/4/11,13.7,8,1,22.1,8,1
2004/4/12,11.5,8,1,17.2,8,1
2004/4/13,11.5,8,1,17.7,8,1
2004/4/14,9.1,8,1,13.9,8,1
2004/4/15,9.6,8,1,14.3,8,1
2004/4/16,13.4,8,1,21.0,8,1
2004/4/17,9.9,8,1,15.3,8,1
2004/4/18,13.5,8,1,23.7,8,1
2004/4/19,15.5,8,1,22.7,8,1
2004/4/20,12.4,8,1,16.2,8,1
2004/4/21,11.8,8,1,15.0,8,1
2004/4/22,14.7,8,1,20.7,8,1
2004/4/23,9.6,8,1,12.3,8,1
2004/4/24,6.7,8,1,11.4,8,1
2004/4/25,8.9,8,1,13.6,8,1
2004/4/26,10.3,8,1,14.1,8,1
2004/4/27,11.4,8,1,14.4,8,1
2004/4/28,10.9,8,1,14.0,8,1
2004/4/29,11.5,8,1,15.7,8,1
2004/4/30,14.0,8,1,20.2,8,1
2005/1/1,0.4,8,1,2.1,8,1
2005/1/2,3.0,8,1,6.7,8,1
2005/1/3,6.0,8,1,10.1,8,1
2005/1/4,4.9,8,1,9.6,8,1
2005/1/5,0.7,8,1,2.2,8,1
2005/1/6,1.6,8,1,3.7,8,1
2005/1/7,2.5,8,1,6.4,8,1
2005/1/8,0.6,8,1,2.3,8,1
2005/1/9,-0.4,8,1,1.5,8,1
2005/1/10,0.3,8,1,2.0,8,1
2005/1/11,0.9,8,1,2.4,8,1
2005/1/12,-0.5,8,1,1.1,8,1
2005/1/13,2.9,8,1,4.0,8,1
2005/1/14,3.2,8,1,6.1,8,1
2005/1/15,3.0,8,1,5.2,8,1
2005/1/16,2.7,8,1,5.1,8,1
2005/1/17,3.1,8,1,5.8,8,1
2005/1/18,4.6,8,1,6.6,8,1
2005/1/19,2.7,8,1,6.0,8,1
2005/1/20,4.6,8,1,7.3,8,1
2005/1/21,2.7,8,1,5.3,8,1
2005/1/22,-0.2,8,1,1.8,8,1
2005/1/23,1.7,8,1,4.4,8,1
2005/1/24,2.0,8,1,7.6,8,1
2005/1/25,2.5,8,1,5.2,8,1
2005/1/26,1.3,8,1,3.4,8,1
2005/1/27,2.4,8,1,4.8,8,1
2005/1/28,2.0,8,1,5.0,8,1
2005/1/29,4.0,8,1,11.3,8,1
2005/1/30,-0.6,8,1,3.5,8,1
2005/1/31,-0.7,8,1,1.9,8,1
2005/2/1,-0.4,8,1,1.1,8,1
2005/2/2,0.2,8,1,2.5,8,1
2005/2/3,1.0,8,1,2.6,8,1
2005/2/4,1.3,8,1,2.3,8,1
2005/2/5,0.4,8,1,2.3,8,1
2005/2/6,1.1,8,1,2.3,8,1
2005/2/7,1.4,8,1,3.5,8,1
2005/2/8,0.9,8,1,4.2,8,1
2005/2/9,2.3,8,1,6.3,8,1
2005/2/10,1.3,8,1,3.8,8,1
2005/2/11,-1.8,8,1,-0.1,8,1
2005/2/12,-0.5,8,1,1.0,8,1
2005/2/13,0.8,8,1,2.4,8,1
2005/2/14,0.8,8,1,2.4,8,1
2005/2/15,1.4,8,1,5.1,8,1
2005/2/16,0.3,8,1,1.9,8,1
2005/2/17,3.5,8,1,6.5,8,1
2005/2/18,2.0,8,1,4.2,8,1
2005/2/19,2.9,8,1,4.5,8,1
2005/2/20,1.8,8,1,6.3,8,1
2005/2/21,-0.8,8,1,0.2,8,1
2005/2/22,0.1,8,1,1.9,8,1
2005/2/23,1.9,8,1,6.4,8,1
2005/2/24,0.2,8,1,1.9,8,1
2005/2/25,0.5,8,1,4.8,8,1
2005/2/26,-0.7,8,1,1.1,8,1
2005/2/27,-0.3,8,1,1.7,8,1
2005/2/28,1.1,8,1,4.6,8,1
2005/3/1,-0.5,8,1,1.5,8,1
2005/3/2,-0.5,8,1,0.9,8,1
2005/3/3,0.5,8,1,2.6,8,1
2005/3/4,0.1,8,1,1.3,8,1
2005/3/5,0.8,8,1,4.2,8,1
2005/3/6,1.8,8,1,5.2,8,1
2005/3/7,5.7,8,1,9.1,8,1
2005/3/8,6.3,8,1,9.6,8,1
2005/3/9,2.5,8,1,4.5,8,1
2005/3/10,4.9,8,1,10.6,8,1
2005/3/11,8.1,8,1,11.2,8,1
2005/3/12,3.3,8,1,6.6,8,1
2005/3/13,0.3,8,1,3.1,8,1
2005/3/14,2.2,8,1,4.8,8,1
2005/3/15,5.1,8,1,8.9,8,1
2005/3/16,6.2,8,1,11.3,8,1
2005/3/17,6.6,8,1,11.0,8,1
2005/3/18,6.6,8,1,8.9,8,1
2005/3/19,3.9,8,1,6.2,8,1
2005/3/20,5.9,8,1,11.0,8,1
2005/3/21,6.9,8,1,10.2,8,1
2005/3/22,8.1,8,1,14.6,8,1
2005/3/23,7.1,8,1,11.3,8,1
2005/3/24,6.8,8,1,10.4,8,1
2005/3/25,2.7,8,1,5.6,8,1
2005/3/26,3.0,8,1,5.4,8,1
2005/3/27,4.6,8,1,7.7,8,1
2005/3/28,6.9,8,1,11.7,8,1
2005/3/29,6.4,8,1,9.4,8,1
2005/3/30,4.9,8,1,7.5,8,1
2005/3/31,6.0,8,1,10.5,8,1
2005/4/1,6.1,8,1,9.3,8,1
2005/4/2,8.0,8,1,14.5,8,1
2005/4/3,6.9,8,1,10.0,8,1
2005/4/4,5.0,8,1,9.1,8,1
2005/4/5,8.1,8,1,13.6,8,1
2005/4/6,13.4,8,1,19.7,8,1
2005/4/7,12.8,8,1,19.6,8,1
2005/4/8,8.9,8,1,11.2,8,1
2005/4/9,7.8,8,1,11.0,8,1
2005/4/10,12.5,8,1,19.4,8,1
2005/4/11,8.8,8,1,11.6,8,1
2005/4/12,8.9,8,1,13.4,8,1
2005/4/13,7.9,8,1,11.0,8,1
2005/4/14,9.0,8,1,13.7,8,1
2005/4/15,11.0,8,1,18.0,8,1
2005/4/16,9.7,8,1,15.5,8,1
2005/4/17,8.2,8,1,12.9,8,1
2005/4/18,7.2,8,1,12.1,8,1
2005/4/19,9.8,8,1,14.6,8,1
2005/4/20,10.6,8,1,12.0,8,1
2005/4/21,11.5,8,1,15.6,8,1
2005/4/22,9.9,8,1,14.2,8,1
2005/4/23,8.0,8,1,10.5,8,1
2005/4/24,9.3,8,1,13.4,8,1
2005/4/25,13.0,8,1,19.2,8,1
2005/4/26,12.8,8,1,16.2,8,1
2005/4/27,15.6,8,1,20.2,8,1
2005/4/28,19.6,8,1,24.4,8,1
2005/4/29,14.4,8,1,18.5,8,1
2005/4/30,13.2,8,1,17.6,8,1
2006/1/1,0.6,8,1,2.7,8,1
2006/1/2,3.0,8,1,5.9,8,1
2006/1/3,-0.2,8,1,3.0,8,1
2006/1/4,-0.3,8,1,1.8,8,1
2006/1/5,-0.6,8,1,1.0,8,1
2006/1/6,-1.0,8,1,0.3,8,1
2006/1/7,-2.5,8,1,0.6,8,1
2006/1/8,-1.0,8,1,-0.1,8,1
2006/1/9,-0.9,8,1,1.2,8,1
2006/1/10,-0.5,8,1,5.2,8,1
2006/1/11,2.0,8,1,3.7,8,1
2006/1/12,-0.2,8,1,0.8,8,1
2006/1/13,-0.3,8,1,3.4,8,1
2006/1/14,3.3,8,1,5.7,8,1
2006/1/15,4.0,8,1,5.9,8,1
2006/1/16,3.4,8,1,7.5,8,1
2006/1/17,0.2,8,1,1.7,8,1
2006/1/18,-0.2,8,1,1.7,8,1
2006/1/19,-2.1,8,1,0.9,8,1
2006/1/20,0.0,8,1,2.4,8,1
2006/1/21,0.3,8,1,2.6,8,1
2006/1/22,-1.7,8,1,-0.2,8,1
2006/1/23,-2.2,8,1,0.8,8,1
2006/1/24,0.6,8,1,2.9,8,1
2006/1/25,2.5,8,1,4.3,8,1
2006/1/26,1.4,8,1,2.7,8,1
2006/1/27,2.1,8,1,3.6,8,1
2006/1/28,0.9,8,1,2.6,8,1
2006/1/29,1.8,8,1,4.1,8,1
2006/1/30,3.0,8,1,7.4,8,1
2006/1/31,1.3,8,1,3.4,8,1
2006/2/1,0.4,8,1,2.7,8,1
2006/2/2,0.5,8,1,3.0,8,1
2006/2/3,-3.5,8,1,-0.7,8,1
2006/2/4,-2.5,8,1,0.1,8,1
2006/2/5,-1.7,8,1,0.1,8,1
2006/2/6,0.0,8,1,1.9,8,1
2006/2/7,1.9,8,1,3.3,8,1
2006/2/8,2.2,8,1,4.0,8,1
2006/2/9,-0.7,8,1,1.6,8,1
2006/2/10,1.8,8,1,4.8,8,1
2006/2/11,1.0,8,1,2.8,8,1
2006/2/12,-1.9,8,1,0.2,8,1
2006/2/13,4.7,8,1,8.6,8,1
2006/2/14,6.7,8,1,11.4,8,1
2006/2/15,6.6,8,1,9.0,8,1
2006/2/16,2.4,8,1,4.7,8,1
2006/2/17,-0.3,8,1,6.2,8,1
2006/2/18,0.6,8,1,4.1,8,1
2006/2/19,3.4,8,1,8.2,8,1
2006/2/20,4.4,8,1,8.3,8,1
2006/2/21,5.4,8,1,11.5,8,1
2006/2/22,7.2,8,1,12.8,8,1
2006/2/23,3.7,8,1,8.1,8,1
2006/2/24,2.7,8,1,7.2,8,1
2006/2/25,4.5,8,1,10.5,8,1
2006/2/26,7.1,8,1,11.0,8,1
2006/2/27,0.9,8,1,5.3,8,1
2006/2/28,1.2,8,1,3.6,8,1
2006/3/1,3.0,8,1,5.0,8,1
2006/3/2,3.3,8,1,4.7,8,1
2006/3/3,3.0,8,1,5.8,8,1
2006/3/4,2.1,8,1,4.2,8,1
2006/3/5,5.7,8,1,11.4,8,1
2006/3/6,5.3,8,1,9.7,8,1
2006/3/7,3.3,8,1,10.3,8,1
2006/3/8,4.6,8,1,7.9,8,1
2006/3/9,3.4,8,1,6.2,8,1
2006/3/10,7.6,8,1,12.1,8,1
2006/3/11,9.4,8,1,15.6,8,1
2006/3/12,1.9,8,1,6.4,8,1
2006/3/13,-1.4,8,1,0.2,8,1
2006/3/14,0.4,8,1,3.2,8,1
2006/3/15,5.0,8,1,8.0,8,1
2006/3/16,7.6,8,1,12.0,8,1
2006/3/17,7.4,8,1,10.8,8,1
2006/3/18,8.4,8,1,15.1,8,1
2006/3/19,4.0,8,1,6.7,8,1
2006/3/20,4.7,8,1,7.3,8,1
2006/3/21,5.4,8,1,8.5,8,1
