ダウンロードした時刻：2025/07/26 11:25:28

,,,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田
2011,7,23,24.2,8,1,29.7,8,1,19.9,8,1,0.0,0,8,1
2011,7,24,24.5,8,1,27.6,8,1,22.2,8,1,0,1,8,1
2011,7,25,25.1,8,1,28.6,8,1,22.2,8,1,0,1,8,1
2011,7,26,26.0,8,1,31.3,8,1,22.9,8,1,1.0,0,8,1
2011,7,27,25.3,8,1,29.8,8,1,22.2,8,1,6.5,0,8,1
2011,7,28,23.9,8,1,27.9,8,1,21.8,8,1,39.0,0,8,1
2011,7,29,24.6,8,1,27.8,8,1,23.3,8,1,0.0,0,8,1
2011,7,30,25.1,8,1,28.7,8,1,22.5,8,1,0.0,0,8,1
2011,7,31,25.3,8,1,30.6,8,1,21.8,8,1,0,1,8,1
2012,6,1,15.7,8,1,19.7,8,1,11.3,8,1,0,1,8,1
2012,6,2,16.4,8,1,20.4,8,1,11.9,8,1,0,1,8,1
2012,6,3,20.9,8,1,26.7,8,1,15.9,8,1,0,1,8,1
2012,6,4,18.7,8,1,22.7,8,1,15.9,8,1,1.0,0,8,1
2012,6,5,20.9,8,1,27.5,8,1,15.1,8,1,0,1,8,1
2012,6,6,19.6,8,1,23.4,8,1,17.0,8,1,0.5,0,8,1
2012,6,7,19.5,8,1,23.6,8,1,15.9,8,1,0,1,8,1
2012,6,8,20.3,8,1,24.7,8,1,16.2,8,1,0,1,8,1
2012,6,9,20.2,8,1,22.6,8,1,18.1,8,1,6.0,0,8,1
2012,6,10,20.5,8,1,24.5,8,1,17.5,8,1,1.0,0,8,1
2012,6,11,20.9,8,1,24.7,8,1,15.9,8,1,0,1,8,1
2012,6,12,19.5,8,1,23.8,8,1,16.5,8,1,0,1,8,1
2012,6,13,19.2,8,1,24.2,8,1,16.1,8,1,0,1,8,1
2012,6,14,19.3,8,1,24.4,8,1,15.6,8,1,0,1,8,1
2012,6,15,20.1,8,1,24.8,8,1,15.1,8,1,0,1,8,1
2012,6,16,18.8,8,1,20.9,8,1,17.3,8,1,13.5,0,8,1
2012,6,17,19.3,8,1,21.6,8,1,18.1,8,1,1.5,0,8,1
2012,6,18,19.7,8,1,22.4,8,1,16.4,8,1,0,1,8,1
2012,6,19,20.3,8,1,23.7,8,1,17.8,8,1,8.5,0,8,1
2012,6,20,20.0,8,1,22.0,8,1,18.2,8,1,13.0,0,8,1
2012,6,21,18.3,8,1,20.1,8,1,17.0,8,1,3.0,0,8,1
2012,6,22,17.9,8,1,21.0,8,1,16.1,8,1,2.0,0,8,1
2012,6,23,17.1,8,1,20.0,8,1,14.8,8,1,0.5,0,8,1
2012,6,24,18.1,8,1,21.2,8,1,15.8,8,1,0.0,0,8,1
2012,6,25,21.0,8,1,26.4,8,1,16.6,8,1,0,1,8,1
2012,6,26,21.3,8,1,27.7,8,1,15.1,8,1,0,1,8,1
2012,6,27,21.3,8,1,26.7,8,1,15.7,8,1,0,1,8,1
2012,6,28,22.6,8,1,27.5,8,1,15.9,8,1,0,1,8,1
2012,6,29,22.5,8,1,27.1,8,1,17.8,8,1,0,1,8,1
2012,6,30,24.4,8,1,30.8,8,1,18.3,8,1,0,1,8,1
2012,7,1,23.6,8,1,28.1,8,1,19.5,8,1,3.0,0,8,1
2012,7,2,20.7,8,1,23.1,8,1,19.0,8,1,23.0,0,8,1
2012,7,3,23.3,8,1,28.3,8,1,17.8,8,1,0,1,8,1
2012,7,4,23.3,8,1,26.5,8,1,19.7,8,1,0,1,8,1
2012,7,5,22.6,8,1,26.3,8,1,20.3,8,1,19.0,0,8,1
2012,7,6,23.2,8,1,25.4,8,1,21.7,8,1,1.0,0,8,1
2012,7,7,21.6,8,1,24.5,8,1,20.1,8,1,41.0,0,8,1
2012,7,8,22.0,8,1,25.9,8,1,18.3,8,1,0,1,8,1
2012,7,9,22.5,8,1,25.2,8,1,20.7,8,1,0,1,8,1
2012,7,10,23.3,8,1,27.3,8,1,19.1,8,1,0,1,8,1
2012,7,11,26.0,8,1,31.1,8,1,20.9,8,1,0,1,8,1
2012,7,12,25.0,8,1,26.9,8,1,23.7,8,1,12.5,0,8,1
2012,7,13,22.5,8,1,25.2,8,1,20.8,8,1,0,1,8,1
2012,7,14,21.9,8,1,24.0,8,1,20.0,8,1,8.0,0,8,1
2012,7,15,23.1,8,1,24.7,8,1,21.6,8,1,32.5,0,8,1
2012,7,16,27.2,8,1,32.3,8,1,24.2,8,1,1.0,0,8,1
2012,7,17,23.8,8,1,25.3,8,1,22.3,8,1,4.0,0,8,1
2012,7,18,24.4,8,1,28.0,8,1,21.7,8,1,0,1,8,1
2012,7,19,22.9,8,1,26.9,8,1,19.4,8,1,0,1,8,1
2012,7,20,22.0,8,1,28.2,8,1,17.7,8,1,0,1,8,1
2012,7,21,22.0,8,1,27.4,8,1,17.8,8,1,0,1,8,1
2012,7,22,23.3,8,1,28.3,8,1,17.6,8,1,0,1,8,1
2012,7,23,24.0,8,1,27.5,8,1,20.6,8,1,0,1,8,1
2012,7,24,24.5,8,1,27.4,8,1,20.9,8,1,0.0,0,8,1
2012,7,25,25.1,8,1,26.5,8,1,23.7,8,1,7.5,0,8,1
2012,7,26,26.1,8,1,27.9,8,1,24.9,8,1,0.5,0,8,1
2012,7,27,27.0,8,1,30.7,8,1,23.8,8,1,0,1,8,1
2012,7,28,27.1,8,1,31.0,8,1,22.7,8,1,0,1,8,1
2012,7,29,27.8,8,1,31.4,8,1,24.8,8,1,0.0,0,8,1
2012,7,30,29.0,8,1,34.1,8,1,23.8,8,1,0,1,8,1
2012,7,31,29.7,8,1,34.5,8,1,25.8,8,1,0,1,8,1
2013,6,1,21.6,8,1,28.2,8,1,15.6,8,1,0,1,8,1
2013,6,2,20.1,8,1,25.2,8,1,16.5,8,1,0,1,8,1
2013,6,3,17.9,8,1,22.5,8,1,14.3,8,1,0,1,8,1
2013,6,4,17.1,8,1,21.4,8,1,12.9,8,1,0,1,8,1
2013,6,5,18.6,8,1,24.0,8,1,12.2,8,1,0,1,8,1
2013,6,6,20.2,8,1,25.3,8,1,13.6,8,1,0,1,8,1
2013,6,7,20.5,8,1,25.4,8,1,17.4,8,1,0.0,0,8,1
2013,6,8,18.7,8,1,22.4,8,1,16.7,8,1,0.0,0,8,1
2013,6,9,18.6,8,1,22.0,8,1,15.7,8,1,0.0,0,8,1
2013,6,10,22.8,8,1,29.8,8,1,14.6,8,1,0,1,8,1
2013,6,11,24.0,8,1,29.4,8,1,19.9,8,1,0,1,8,1
2013,6,12,24.9,8,1,31.4,8,1,19.9,8,1,0,1,8,1
2013,6,13,27.0,8,1,34.2,8,1,21.2,8,1,0,1,8,1
2013,6,14,25.2,8,1,29.4,8,1,22.0,8,1,1.0,0,8,1
2013,6,15,21.9,8,1,23.4,8,1,20.1,8,1,0.0,0,8,1
2013,6,16,22.7,8,1,27.6,8,1,19.8,8,1,0,1,8,1
2013,6,17,23.1,8,1,27.2,8,1,19.2,8,1,0,1,8,1
2013,6,18,22.4,8,1,26.5,8,1,20.1,8,1,9.5,0,8,1
2013,6,19,20.1,8,1,21.3,8,1,17.8,8,1,17.5,0,8,1
2013,6,20,20.6,8,1,23.7,8,1,17.1,8,1,0.0,0,8,1
2013,6,21,20.3,8,1,22.5,8,1,17.9,8,1,0,1,8,1
2013,6,22,20.2,8,1,23.2,8,1,18.6,8,1,0,1,8,1
2013,6,23,20.7,8,1,24.2,8,1,17.7,8,1,0.0,0,8,1
2013,6,24,21.6,8,1,26.3,8,1,16.1,8,1,0,1,8,1
2013,6,25,22.0,8,1,26.1,8,1,17.4,8,1,0,1,8,1
2013,6,26,23.5,8,1,27.7,8,1,19.1,8,1,0,1,8,1
2013,6,27,22.9,8,1,27.0,8,1,19.5,8,1,0,1,8,1
2013,6,28,21.7,8,1,26.8,8,1,18.8,8,1,0.0,0,8,1
2013,6,29,22.2,8,1,27.3,8,1,17.6,8,1,0,1,8,1
2013,6,30,23.6,8,1,28.6,8,1,18.4,8,1,0,1,8,1
2013,7,1,24.9,8,1,29.6,8,1,20.7,8,1,0,1,8,1
2013,7,2,25.0,8,1,31.0,8,1,21.1,8,1,0,1,8,1
2013,7,3,21.0,8,1,23.4,8,1,19.2,8,1,44.5,0,8,1
2013,7,4,25.8,8,1,31.3,8,1,20.0,8,1,6.5,0,8,1
2013,7,5,23.9,8,1,25.4,8,1,22.8,8,1,82.0,0,8,1
2013,7,6,24.0,8,1,26.4,8,1,23.0,8,1,22.0,0,8,1
2013,7,7,23.6,8,1,25.8,8,1,22.7,8,1,10.0,0,8,1
2013,7,8,24.7,8,1,26.6,8,1,22.8,8,1,78.0,0,8,1
2013,7,9,26.6,8,1,29.6,8,1,24.6,8,1,2.0,0,8,1
2013,7,10,24.7,8,1,27.6,8,1,22.9,8,1,8.5,0,8,1
2013,7,11,23.0,8,1,24.0,8,1,22.0,8,1,130.5,0,8,1
2013,7,12,23.3,8,1,24.4,8,1,21.8,8,1,85.5,0,8,1
2013,7,13,23.0,8,1,24.5,8,1,22.0,8,1,19.0,0,8,1
2013,7,14,23.1,8,1,25.4,8,1,21.8,8,1,19.5,0,8,1
2013,7,15,22.9,8,1,26.1,8,1,20.6,8,1,30.5,0,8,1
2013,7,16,23.5,8,1,27.1,8,1,20.1,8,1,0,1,8,1
2013,7,17,21.9,8,1,25.6,8,1,19.1,8,1,36.0,0,8,1
2013,7,18,20.0,8,1,21.7,8,1,18.4,8,1,59.5,0,8,1
2013,7,19,22.1,8,1,26.0,8,1,18.2,8,1,0,1,8,1
2013,7,20,22.3,8,1,26.5,8,1,17.4,8,1,0,1,8,1
2013,7,21,24.2,8,1,28.2,8,1,21.4,8,1,0.0,0,8,1
2013,7,22,22.6,8,1,24.5,8,1,21.6,8,1,76.0,0,8,1
2013,7,23,23.6,8,1,26.5,8,1,21.9,8,1,0.5,0,8,1
2013,7,24,23.4,8,1,27.4,8,1,21.0,8,1,20.5,0,8,1
2013,7,25,24.3,8,1,29.3,8,1,20.8,8,1,22.0,0,8,1
2013,7,26,26.3,8,1,31.8,8,1,22.0,8,1,0.0,0,8,1
2013,7,27,24.8,8,1,28.2,8,1,22.1,8,1,1.0,0,8,1
2013,7,28,24.3,8,1,27.4,8,1,21.8,8,1,0.5,0,8,1
2013,7,29,24.7,8,1,29.3,8,1,20.6,8,1,0.5,0,8,1
2013,7,30,24.6,8,1,28.4,8,1,23.0,8,1,11.5,0,8,1
2013,7,31,24.9,8,1,28.0,8,1,22.7,8,1,19.0,0,8,1
2014,6,1,20.1,8,1,24.5,8,1,15.8,8,1,0,1,8,1
2014,6,2,23.1,8,1,28.7,5,1,15.8,8,1,0,1,8,1
2014,6,3,24.4,8,1,29.4,8,1,20.0,8,1,0,1,8,1
2014,6,4,24.6,8,1,31.6,8,1,19.4,8,1,0,1,8,1
2014,6,5,22.5,8,1,27.7,8,1,19.9,8,1,0.0,0,8,1
2014,6,6,23.0,8,1,27.5,8,1,19.3,8,1,3.0,0,8,1
2014,6,7,21.9,8,1,26.7,8,1,19.4,8,1,1.0,0,8,1
2014,6,8,23.2,8,1,27.5,8,1,19.0,8,1,5.5,0,8,1
2014,6,9,24.7,8,1,29.4,8,1,21.3,8,1,0,1,8,1
2014,6,10,25.2,8,1,30.3,8,1,21.1,8,1,0,1,8,1
2014,6,11,24.2,8,1,28.6,8,1,20.5,8,1,2.5,0,8,1
2014,6,12,21.3,8,1,23.9,8,1,19.3,8,1,12.5,0,8,1
2014,6,13,18.0,8,1,20.0,8,1,16.1,8,1,35.5,0,8,1
2014,6,14,17.7,8,1,21.2,8,1,15.1,8,1,13.0,0,8,1
2014,6,15,19.8,8,1,23.3,8,1,17.1,8,1,0.5,0,8,1
2014,6,16,20.7,8,1,25.3,8,1,17.2,8,1,0.0,0,8,1
2014,6,17,20.9,8,1,24.5,8,1,18.0,8,1,1.0,0,8,1
2014,6,18,20.6,8,1,25.1,8,1,18.1,8,1,0,1,8,1
2014,6,19,19.6,8,1,22.6,8,1,18.5,8,1,0.0,0,8,1
2014,6,20,19.5,8,1,22.5,8,1,17.7,8,1,1.5,0,8,1
2014,6,21,20.9,8,1,25.6,8,1,17.3,8,1,0,1,8,1
2014,6,22,20.5,8,1,24.9,8,1,18.5,8,1,0,1,8,1
2014,6,23,19.0,8,1,22.0,8,1,16.5,8,1,0,1,8,1
2014,6,24,19.5,8,1,23.4,8,1,16.1,8,1,0,1,8,1
2014,6,25,20.6,8,1,25.1,8,1,17.6,8,1,0,1,8,1
2014,6,26,23.4,8,1,28.0,8,1,17.1,8,1,0,1,8,1
2014,6,27,26.2,8,1,31.6,8,1,21.2,8,1,0,1,8,1
2014,6,28,26.0,8,1,32.0,8,1,21.5,8,1,0.0,0,8,1
2014,6,29,22.1,8,1,25.0,8,1,19.8,8,1,8.0,0,8,1
2014,6,30,22.2,8,1,25.9,8,1,18.5,8,1,0.5,0,8,1
2014,7,1,22.0,8,1,25.2,8,1,19.8,8,1,0.0,0,8,1
2014,7,2,22.1,8,1,25.9,8,1,19.0,8,1,0,1,8,1
2014,7,3,24.2,8,1,28.1,8,1,18.1,8,1,0,1,8,1
2014,7,4,23.6,8,1,28.1,8,1,21.0,8,1,0.0,0,8,1
2014,7,5,24.8,8,1,30.4,8,1,19.8,8,1,0,1,8,1
2014,7,6,24.1,8,1,28.1,8,1,20.0,8,1,0,1,8,1
2014,7,7,23.4,8,1,27.0,8,1,20.7,8,1,2.0,0,8,1
2014,7,8,23.8,8,1,27.8,8,1,20.4,8,1,0,1,8,1
2014,7,9,23.7,8,1,26.7,8,1,21.3,8,1,16.0,0,8,1
2014,7,10,22.9,8,1,25.4,8,1,21.1,8,1,32.0,0,8,1
2014,7,11,23.6,8,1,26.4,8,1,22.4,8,1,5.0,0,8,1
2014,7,12,24.8,8,1,28.4,8,1,22.0,8,1,0.0,0,8,1
2014,7,13,23.7,8,1,27.2,8,1,21.3,8,1,0.5,0,8,1
2014,7,14,23.5,8,1,26.5,8,1,20.7,8,1,0.0,0,8,1
2014,7,15,24.0,8,1,28.2,8,1,19.5,8,1,0,1,8,1
2014,7,16,22.6,8,1,26.5,8,1,20.4,8,1,3.0,0,8,1
2014,7,17,21.8,8,1,23.6,8,1,20.4,8,1,4.5,0,8,1
2014,7,18,24.3,8,1,29.2,8,1,20.9,8,1,0.0,0,8,1
2014,7,19,24.0,8,1,28.4,8,1,21.7,8,1,0.0,0,8,1
2014,7,20,25.1,8,1,30.2,8,1,21.5,8,1,0,1,8,1
2014,7,21,24.7,8,1,28.1,8,1,20.7,8,1,0,1,8,1
2014,7,22,25.9,8,1,30.5,8,1,20.8,8,1,0,1,8,1
2014,7,23,26.0,8,1,30.0,8,1,24.0,8,1,7.5,0,8,1
2014,7,24,25.6,8,1,29.2,8,1,22.2,8,1,12.0,0,8,1
2014,7,25,26.1,8,1,28.9,8,1,23.4,8,1,0.5,0,8,1
2014,7,26,29.2,8,1,35.3,8,1,22.8,8,1,0,1,8,1
2014,7,27,24.8,8,1,29.0,8,1,21.8,8,1,9.5,0,8,1
2014,7,28,24.3,8,1,27.6,8,1,21.1,8,1,2.5,0,8,1
2014,7,29,24.7,8,1,30.3,8,1,18.7,8,1,0,1,8,1
2014,7,30,26.9,8,1,32.1,8,1,21.5,8,1,0,1,8,1
2014,7,31,27.4,8,1,31.3,8,1,23.8,8,1,0.0,0,8,1
2015,6,1,19.0,8,1,26.7,8,1,12.4,8,1,0,1,8,1
2015,6,2,21.8,8,1,27.1,8,1,16.3,8,1,0,1,8,1
2015,6,3,20.2,8,1,26.2,8,1,16.2,8,1,2.0,0,8,1
2015,6,4,15.6,8,1,17.5,8,1,13.6,8,1,8.0,0,8,1
2015,6,5,18.0,8,1,21.4,8,1,12.2,8,1,0,1,8,1
2015,6,6,16.9,8,1,20.0,8,1,14.1,8,1,0.5,0,8,1
2015,6,7,17.5,8,1,22.7,8,1,11.2,8,1,0,1,8,1
2015,6,8,22.0,8,1,28.2,8,1,15.2,8,1,0,1,8,1
2015,6,9,18.7,8,1,21.2,8,1,16.6,8,1,11.0,0,8,1
2015,6,10,18.6,8,1,21.7,8,1,15.3,8,1,0.0,0,8,1
2015,6,11,20.1,8,1,25.7,8,1,13.6,8,1,0,1,8,1
2015,6,12,22.0,8,1,28.8,8,1,18.8,8,1,20.0,0,8,1
2015,6,13,20.7,8,1,23.6,8,1,18.4,8,1,0.5,0,8,1
2015,6,14,22.2,8,1,28.9,8,1,18.4,8,1,0.0,0,8,1
2015,6,15,21.2,8,1,24.7,8,1,18.4,8,1,0,1,8,1
2015,6,16,22.7,8,1,26.5,8,1,18.4,8,1,0,1,8,1
2015,6,17,23.1,8,1,27.8,8,1,19.1,8,1,0.5,0,8,1
2015,6,18,23.6,8,1,29.0,8,1,19.8,8,1,0,1,8,1
2015,6,19,22.1,8,1,27.2,8,1,19.3,8,1,0,1,8,1
2015,6,20,21.0,8,1,25.1,8,1,17.5,8,1,0,1,8,1
2015,6,21,21.5,8,1,26.0,8,1,17.4,8,1,0,1,8,1
2015,6,22,21.0,8,1,24.9,8,1,17.8,8,1,0,1,8,1
2015,6,23,20.5,8,1,24.6,8,1,17.5,8,1,0,1,8,1
2015,6,24,20.8,8,1,24.8,8,1,17.9,8,1,0,1,8,1
2015,6,25,22.3,8,1,27.7,8,1,16.1,8,1,0,1,8,1
2015,6,26,24.2,8,1,28.2,8,1,20.6,8,1,4.0,0,8,1
2015,6,27,21.8,8,1,25.0,8,1,20.1,8,1,30.5,0,8,1
2015,6,28,19.6,8,1,22.8,8,1,16.9,8,1,1.0,0,8,1
2015,6,29,18.7,8,1,21.9,8,1,16.5,8,1,1.0,0,8,1
2015,6,30,21.7,8,1,27.8,8,1,16.6,8,1,0,1,8,1
2015,7,1,20.3,8,1,21.5,8,1,19.6,8,1,12.0,0,8,1
2015,7,2,22.8,8,1,27.1,8,1,19.8,8,1,0.5,0,8,1
2015,7,3,22.2,8,1,26.4,8,1,19.5,8,1,0,1,8,1
2015,7,4,21.0,8,1,24.0,8,1,18.9,8,1,0.0,0,8,1
2015,7,5,20.8,8,1,25.9,8,1,17.3,8,1,0,1,8,1
2015,7,6,20.8,8,1,25.4,8,1,16.0,8,1,0,1,8,1
2015,7,7,21.0,8,1,25.5,8,1,17.0,8,1,0,1,8,1
2015,7,8,21.2,8,1,24.4,8,1,17.4,8,1,0,1,8,1
2015,7,9,21.7,8,1,25.9,8,1,17.6,8,1,0,1,8,1
2015,7,10,21.2,8,1,26.0,8,1,16.5,8,1,0,1,8,1
2015,7,11,21.5,8,1,26.2,8,1,16.4,8,1,0,1,8,1
2015,7,12,24.3,8,1,29.6,8,1,16.8,8,1,0,1,8,1
2015,7,13,29.6,8,1,37.7,8,1,20.6,8,1,0,1,8,1
2015,7,14,27.4,8,1,30.6,8,1,24.5,8,1,0,1,8,1
2015,7,15,25.4,8,1,30.9,8,1,22.7,8,1,0.0,0,8,1
2015,7,16,24.9,8,1,29.2,8,1,22.0,8,1,0.0,0,8,1
2015,7,17,28.0,8,1,32.0,8,1,24.5,8,1,0.0,0,8,1
2015,7,18,24.5,8,1,28.8,8,1,22.1,8,1,9.0,0,8,1
2015,7,19,23.7,8,1,26.7,8,1,21.5,8,1,0.0,0,8,1
2015,7,20,23.7,8,1,26.8,8,1,21.7,8,1,7.0,0,8,1
2015,7,21,27.8,8,1,34.0,8,1,22.7,8,1,0,1,8,1
2015,7,22,28.2,8,1,33.6,8,1,24.0,8,1,0,1,8,1
2015,7,23,24.1,8,1,26.2,8,1,23.2,8,1,39.0,0,8,1
2015,7,24,24.3,8,1,25.2,8,1,23.7,8,1,6.0,0,8,1
2015,7,25,25.7,8,1,29.6,8,1,23.2,8,1,6.0,0,8,1
2015,7,26,26.6,8,1,31.2,8,1,23.0,8,1,0,1,8,1
2015,7,27,27.6,8,1,32.8,8,1,22.1,8,1,0,1,8,1
2015,7,28,25.5,8,1,27.7,8,1,23.9,8,1,1.0,0,8,1
2015,7,29,26.2,8,1,30.1,8,1,22.6,8,1,0.0,0,8,1
2015,7,30,27.0,8,1,31.0,8,1,22.8,8,1,0.0,0,8,1
2015,7,31,27.5,8,1,30.4,8,1,25.9,8,1,0.0,0,8,1
2016,6,1,14.6,8,1,17.4,8,1,12.0,8,1,11.0,0,8,1
2016,6,2,13.5,8,1,15.8,8,1,11.6,8,1,4.0,0,8,1
2016,6,3,15.9,8,1,20.0,8,1,10.0,8,1,0.0,0,8,1
2016,6,4,19.8,8,1,26.2,8,1,12.0,8,1,0,1,8,1
2016,6,5,17.1,8,1,19.9,8,1,13.4,8,1,0.0,0,8,1
2016,6,6,18.0,8,1,22.0,8,1,12.4,8,1,0,1,8,1
2016,6,7,20.9,8,1,26.1,8,1,16.0,8,1,0.0,0,8,1
2016,6,8,22.4,8,1,26.6,8,1,18.8,8,1,0.0,0,8,1
2016,6,9,19.9,8,1,23.1,8,1,18.3,8,1,15.5,0,8,1
2016,6,10,18.5,8,1,21.7,8,1,15.4,8,1,0,1,8,1
2016,6,11,21.9,8,1,27.2,8,1,14.0,8,1,0,1,8,1
2016,6,12,25.0,8,1,29.7,8,1,19.4,8,1,0,1,8,1
2016,6,13,20.9,8,1,24.1,8,1,19.2,8,1,4.5,0,8,1
2016,6,14,21.2,8,1,25.4,8,1,19.1,8,1,1.0,0,8,1
2016,6,15,22.0,8,1,28.0,8,1,18.1,8,1,3.5,0,8,1
2016,6,16,20.8,8,1,24.1,8,1,17.5,8,1,37.5,0,8,1
2016,6,17,21.3,8,1,25.0,8,1,19.5,8,1,4.5,0,8,1
2016,6,18,20.0,8,1,23.0,8,1,17.9,8,1,1.0,0,8,1
2016,6,19,23.0,8,1,30.4,8,1,16.5,8,1,4.0,0,8,1
2016,6,20,21.7,8,1,25.6,8,1,19.5,8,1,37.0,0,8,1
2016,6,21,22.4,8,1,26.9,8,1,19.4,8,1,0,1,8,1
2016,6,22,21.2,8,1,24.5,8,1,19.3,8,1,0,1,8,1
2016,6,23,20.8,8,1,22.8,8,1,19.5,8,1,6.0,0,8,1
2016,6,24,21.7,8,1,26.2,8,1,19.1,8,1,2.0,0,8,1
2016,6,25,22.9,8,1,25.6,8,1,20.1,8,1,6.5,0,8,1
2016,6,26,18.5,8,1,21.7,8,1,16.5,8,1,3.0,0,8,1
2016,6,27,19.9,8,1,24.2,8,1,14.0,8,1,0,1,8,1
2016,6,28,21.4,8,1,23.5,8,1,18.6,8,1,0.5,0,8,1
2016,6,29,22.8,8,1,26.9,8,1,16.7,8,1,0,1,8,1
2016,6,30,21.8,8,1,24.8,8,1,20.7,8,1,2.0,0,8,1
2016,7,1,23.7,8,1,27.7,8,1,19.6,8,1,0,1,8,1
2016,7,2,24.6,8,1,28.7,8,1,21.4,8,1,6.5,0,8,1
2016,7,3,21.8,8,1,23.4,8,1,19.9,8,1,1.5,0,8,1
2016,7,4,20.9,8,1,24.7,8,1,18.2,8,1,0.0,0,8,1
2016,7,5,21.6,8,1,25.8,8,1,17.7,8,1,0.0,0,8,1
2016,7,6,21.3,8,1,23.3,8,1,19.3,8,1,48.0,0,8,1
2016,7,7,19.9,8,1,21.5,8,1,18.5,8,1,3.0,0,8,1
2016,7,8,21.9,8,1,25.2,8,1,18.9,8,1,0.5,0,8,1
2016,7,9,22.4,8,1,25.7,8,1,21.2,8,1,11.0,0,8,1
2016,7,10,23.2,8,1,26.8,8,1,21.7,8,1,0.0,0,8,1
2016,7,11,21.8,8,1,25.1,8,1,18.4,8,1,0.0,0,8,1
2016,7,12,22.2,8,1,27.3,8,1,16.7,8,1,0,1,8,1
2016,7,13,23.3,8,1,30.7,8,1,17.9,8,1,2.5,0,8,1
2016,7,14,23.7,8,1,25.5,8,1,21.9,8,1,18.5,0,8,1
2016,7,15,24.2,8,1,27.9,8,1,21.2,8,1,0,1,8,1
2016,7,16,24.4,8,1,27.7,8,1,21.2,8,1,0.0,0,8,1
2016,7,17,24.2,8,1,27.4,8,1,21.9,8,1,3.5,0,8,1
2016,7,18,22.8,8,1,25.0,8,1,21.7,8,1,2.0,0,8,1
2016,7,19,22.3,8,1,24.7,8,1,20.6,8,1,3.0,0,8,1
2016,7,20,22.2,5,1,25.2,5,1,20.0,8,1,0.0,0,8,1
2016,7,21,23.2,8,1,27.3,8,1,19.7,8,1,0,1,8,1
2016,7,22,24.4,8,1,30.3,8,1,19.1,8,1,0,1,8,1
2016,7,23,23.4,8,1,29.2,8,1,17.9,8,1,0,1,8,1
2016,7,24,25.4,8,1,31.5,8,1,20.4,8,1,0,1,8,1
2016,7,25,26.2,8,1,32.0,8,1,21.8,8,1,0,1,8,1
2016,7,26,24.5,8,1,28.0,8,1,21.2,8,1,14.5,0,8,1
2016,7,27,24.5,8,1,26.8,8,1,22.5,8,1,2.0,0,8,1
2016,7,28,27.4,8,1,31.9,8,1,24.0,8,1,0.0,0,8,1
2016,7,29,28.1,8,1,33.5,8,1,24.0,8,1,0,1,8,1
2016,7,30,28.0,8,1,32.9,8,1,24.0,8,1,0,1,8,1
2016,7,31,28.1,8,1,33.2,8,1,25.1,8,1,0,1,8,1
2017,6,1,19.4,8,1,21.9,8,1,17.4,8,1,27.5,0,8,1
2017,6,2,16.3,8,1,18.9,8,1,13.5,8,1,15.0,0,8,1
2017,6,3,13.7,8,1,15.9,8,1,11.8,8,1,2.0,0,8,1
2017,6,4,12.4,8,1,13.3,8,1,11.0,8,1,8.5,0,8,1
2017,6,5,13.9,8,1,17.4,8,1,10.5,8,1,0,1,8,1
2017,6,6,15.5,8,1,20.7,8,1,8.3,8,1,0,1,8,1
2017,6,7,20.1,8,1,25.6,8,1,14.3,8,1,0.0,0,8,1
2017,6,8,18.0,8,1,22.0,8,1,15.2,8,1,6.0,0,8,1
2017,6,9,18.9,8,1,23.4,8,1,13.1,8,1,0,1,8,1
2017,6,10,17.0,8,1,20.1,8,1,15.3,8,1,10.0,0,8,1
2017,6,11,16.7,8,1,19.6,8,1,14.7,8,1,0,1,8,1
2017,6,12,14.8,8,1,17.0,8,1,13.6,8,1,0.0,0,8,1
2017,6,13,15.3,8,1,18.5,8,1,13.1,8,1,0,1,8,1
2017,6,14,15.9,8,1,19.6,8,1,11.9,8,1,0,1,8,1
2017,6,15,18.3,8,1,23.3,8,1,12.3,8,1,1.0,0,8,1
2017,6,16,16.6,8,1,18.5,8,1,15.1,8,1,1.0,0,8,1
2017,6,17,17.6,8,1,21.2,8,1,14.8,8,1,0.0,0,8,1
2017,6,18,20.3,8,1,24.9,8,1,14.8,8,1,0,1,8,1
2017,6,19,19.8,8,1,23.7,8,1,17.0,8,1,0,1,8,1
2017,6,20,22.1,8,1,27.2,8,1,15.1,8,1,0,1,8,1
2017,6,21,20.9,8,1,23.9,8,1,18.6,8,1,15.5,0,8,1
2017,6,22,18.3,8,1,20.0,8,1,17.0,8,1,0.0,0,8,1
2017,6,23,20.1,8,1,25.1,8,1,15.8,8,1,0,1,8,1
2017,6,24,20.5,8,1,25.5,8,1,15.5,8,1,0,1,8,1
2017,6,25,19.3,8,1,23.2,8,1,17.4,8,1,0.5,0,8,1
2017,6,26,16.8,8,1,18.3,8,1,13.6,8,1,2.5,0,8,1
2017,6,27,18.4,8,1,23.6,5,1,12.0,8,1,0,1,8,1
2017,6,28,19.8,8,1,24.7,8,1,15.4,8,1,0,1,8,1
2017,6,29,21.6,8,1,26.7,8,1,14.4,8,1,0,1,8,1
2017,6,30,22.8,8,1,27.7,8,1,19.1,8,1,3.5,0,8,1
2017,7,1,22.8,8,1,25.0,8,1,21.8,8,1,6.5,0,8,1
2017,7,2,23.5,8,1,26.9,8,1,21.8,8,1,2.0,0,8,1
2017,7,3,22.6,8,1,26.1,8,1,20.7,8,1,51.0,0,8,1
