ダウンロードした時刻：2019/02/28 07:54:35

,,,酒田,酒田,酒田,酒田,酒田,酒田
年,月,日,最高気温(℃),最高気温(℃),平均気温(℃),平均気温(℃),最低気温(℃),最低気温(℃)
,,,,,,,,
,,,,品質情報,,品質情報,,品質情報
1979,1,18,5.7,8,2.6,8,-2.2,8
1979,1,19,-0.7,8,-2.5,8,-4.6,8
1979,1,20,2.5,8,-0.3,8,-2.5,8
1979,1,21,4.3,8,0.5,8,-2.2,8
1979,1,22,3.1,8,0.1,8,-2.2,8
1979,1,23,5.5,8,3.2,8,0.3,8
1979,1,24,6.2,8,3.1,8,0.5,8
1979,1,25,8.2,8,2.0,8,-6.0,8
1979,1,26,10.7,8,5.2,8,-0.2,8
1979,1,27,5.6,8,0.3,8,-3.9,8
1979,1,28,-1.0,8,-2.5,8,-4.8,8
1979,1,29,0.8,8,-0.6,8,-2.9,8
1979,1,30,8.6,8,3.9,8,0.0,8
1979,1,31,8.5,8,6.1,8,2.0,8
1979,2,1,10.3,8,7.4,8,3.9,8
1979,2,2,5.4,8,3.1,8,1.5,8
1979,2,3,4.9,8,3.6,8,1.6,8
1979,2,4,6.3,8,2.1,8,-1.0,8
1979,2,5,2.3,8,0.7,8,-1.8,8
1979,2,6,6.3,8,3.7,8,0.3,8
1979,2,7,5.5,8,3.3,8,1.5,8
1979,2,8,2.8,8,1.8,8,0.2,8
1979,2,9,3.3,8,0.8,8,-2.5,8
1979,2,10,7.6,8,3.6,8,-2.8,8
1979,2,11,9.4,8,4.2,8,2.0,8
1979,2,12,4.7,8,3.4,8,2.1,8
1979,2,13,7.0,8,3.2,8,-2.2,8
1979,2,14,13.4,8,5.1,8,-2.9,8
1979,2,15,5.0,8,1.5,8,-2.5,8
1979,2,16,1.8,8,-0.7,8,-2.6,8
1979,2,17,9.0,8,3.2,8,-2.8,8
1979,2,18,7.3,8,3.2,8,0.2,8
1979,2,19,4.3,8,1.6,8,0.1,8
1979,2,20,8.8,8,4.3,8,0.1,8
1979,2,21,17.1,8,8.7,8,-0.3,8
1979,2,22,6.4,8,2.8,8,0.1,8
1979,2,23,7.2,8,4.5,8,0.4,8
1979,2,24,7.6,8,5.3,8,3.2,8
1979,2,25,7.4,8,4.3,8,2.7,8
1979,2,26,7.1,8,4.5,8,2.7,8
1979,2,27,7.0,8,4.4,8,0.8,8
1979,2,28,8.2,8,3.5,8,1.4,8
1979,3,1,4.2,8,1.6,8,0.2,8
1979,3,2,3.8,8,2.1,8,0.2,8
1979,3,3,4.8,8,2.1,8,0.0,8
1979,3,4,4.2,8,0.5,8,-4.1,8
1979,3,5,6.6,8,2.6,8,-0.3,8
1979,3,6,6.3,8,3.0,8,-0.4,8
1979,3,7,6.4,8,3.1,8,-1.3,8
1979,3,8,10.3,8,4.8,8,-2.1,8
1979,3,9,8.5,8,5.4,8,0.7,8
1979,3,10,8.9,8,5.2,8,0.4,8
1979,3,11,6.5,8,1.7,8,-0.4,8
1979,3,12,3.9,8,1.5,8,-1.3,8
1979,3,13,6.2,8,2.0,8,-3.6,8
1979,3,14,7.2,8,4.1,8,1.0,8
1979,3,15,7.3,8,2.6,8,-1.3,8
1979,3,16,7.4,8,3.4,8,-1.1,8
1979,3,17,13.1,8,4.7,8,-1.1,8
1979,3,18,6.0,8,3.6,8,2.7,8
1979,3,19,10.1,8,4.6,8,-0.1,8
1979,3,20,13.9,8,5.8,8,-1.3,8
1979,3,21,6.2,8,2.6,8,-1.9,8
1979,3,22,3.7,8,0.6,8,-3.2,8
1979,3,23,5.5,8,1.5,8,-3.3,8
1979,3,24,7.5,8,4.0,8,-3.9,8
1979,3,25,8.3,8,5.6,8,3.7,8
1979,3,26,10.4,8,7.2,8,4.9,8
1979,3,27,10.2,8,6.8,8,0.1,8
1979,3,28,14.0,8,7.7,8,-1.4,8
1979,3,29,15.2,8,9.9,8,4.7,8
1979,3,30,16.6,8,11.7,8,6.8,8
1979,3,31,13.7,8,5.8,8,4.4,8
1979,4,1,7.7,8,4.6,8,0.0,8
1979,4,2,8.1,8,5.5,8,-0.7,8
1979,4,3,9.8,8,7.1,8,4.1,8
1979,4,4,6.2,8,4.5,8,2.2,8
1979,4,5,11.5,8,5.4,8,0.0,8
1979,4,6,12.4,8,5.8,8,-0.2,8
1979,4,7,16.5,8,8.4,8,-1.7,8
1979,4,8,19.9,8,14.9,8,7.8,8
1979,4,9,15.2,8,11.2,8,6.2,8
1979,4,10,13.4,8,9.1,8,3.6,8
1979,4,11,17.8,8,10.2,8,1.7,8
1979,4,12,8.9,8,6.4,8,4.5,8
1979,4,13,9.7,8,7.4,8,3.3,8
1979,4,14,9.8,8,8.3,8,6.7,8
1979,4,15,10.7,8,6.4,8,2.3,8
1979,4,16,11.6,8,8.0,8,1.2,8
1979,4,17,8.1,8,5.7,8,4.1,8
1979,4,18,10.1,8,6.8,8,1.2,8
1979,4,19,14.6,8,7.5,8,-0.5,8
1979,4,20,15.1,8,8.0,8,0.8,8
1979,4,21,11.8,8,6.6,8,1.6,8
1979,4,22,11.9,8,8.2,8,3.0,8
1979,4,23,18.9,8,13.4,8,3.9,8
1979,4,24,19.5,8,14.9,8,12.1,8
1979,4,25,12.9,8,10.0,8,6.0,8
1979,4,26,14.2,8,10.1,8,3.1,8
1979,4,27,10.5,8,7.2,8,5.0,8
1979,4,28,11.8,8,8.1,8,4.8,8
1979,4,29,17.7,8,11.0,8,7.1,8
1979,4,30,10.9,8,10.3,8,9.7,8
1980,1,1,3.6,8,2.0,8,-0.7,8
1980,1,2,6.8,8,3.8,8,-1.0,8
1980,1,3,10.9,8,7.5,8,4.9,8
1980,1,4,9.6,8,5.8,8,2.4,8
1980,1,5,2.4,8,0.5,8,-1.7,8
1980,1,6,6.3,8,1.9,8,-2.5,8
1980,1,7,7.9,8,0.7,8,-4.4,8
1980,1,8,0.4,8,-1.3,8,-4.7,8
1980,1,9,1.0,8,-0.2,8,-3.4,8
1980,1,10,3.1,8,0.7,8,-1.3,8
1980,1,11,1.7,8,-0.3,8,-2.3,8
1980,1,12,3.6,8,-0.3,8,-8.0,8
1980,1,13,4.7,8,2.0,8,-2.9,8
1980,1,14,2.5,8,-0.4,8,-2.9,8
1980,1,15,1.0,8,-0.4,8,-2.1,8
1980,1,16,0.4,8,-0.8,8,-2.0,8
1980,1,17,0.6,8,-1.4,8,-3.6,8
1980,1,18,4.8,8,2.2,8,-0.1,8
1980,1,19,5.2,8,1.8,8,-0.5,8
1980,1,20,5.5,8,2.0,8,-0.5,8
1980,1,21,1.5,8,-0.4,8,-1.6,8
1980,1,22,1.9,8,-0.1,8,-2.3,8
1980,1,23,4.7,8,1.6,8,-1.8,8
1980,1,24,3.4,8,0.1,8,-2.0,8
1980,1,25,2.0,8,0.5,8,-2.1,8
1980,1,26,4.2,8,2.2,8,-3.2,8
1980,1,27,7.6,8,1.5,8,-6.1,8
1980,1,28,4.1,8,2.7,8,0.1,8
1980,1,29,6.4,8,4.1,8,1.2,8
1980,1,30,6.7,8,4.6,8,1.9,8
1980,1,31,5.9,8,2.0,8,-0.2,8
1980,2,1,0.8,8,-0.4,8,-1.8,8
1980,2,2,2.3,8,0.4,8,-0.7,8
1980,2,3,1.4,8,0.3,8,-1.8,8
1980,2,4,0.0,8,-1.5,8,-3.5,8
1980,2,5,3.2,8,-0.2,8,-2.3,8
1980,2,6,-0.4,8,-1.9,8,-3.4,8
1980,2,7,0.1,8,-1.4,8,-3.2,8
1980,2,8,2.1,8,-1.0,8,-4.9,8
1980,2,9,1.8,8,-0.5,8,-3.0,8
1980,2,10,2.3,8,0.9,8,-0.9,8
1980,2,11,2.7,8,1.6,8,-1.0,8
1980,2,12,2.0,8,0.5,8,-1.0,8
1980,2,13,0.2,8,-2.1,8,-4.3,8
1980,2,14,0.5,8,-2.0,8,-5.9,8
1980,2,15,-1.3,8,-3.0,8,-8.0,8
1980,2,16,-1.3,8,-3.5,8,-4.8,8
1980,2,17,0.7,8,-1.4,8,-4.6,8
1980,2,18,1.0,8,-1.1,8,-3.2,8
1980,2,19,1.6,8,-0.7,8,-4.3,8
1980,2,20,3.6,8,1.5,8,-0.6,8
1980,2,21,1.3,8,-0.7,8,-2.7,8
1980,2,22,0.5,8,-0.5,8,-2.5,8
1980,2,23,4.6,8,2.9,8,-0.1,8
1980,2,24,3.5,8,2.4,8,0.5,8
1980,2,25,2.6,8,0.6,8,-3.7,8
1980,2,26,6.2,8,0.8,8,-4.8,8
1980,2,27,3.8,8,2.5,8,1.6,8
1980,2,28,4.8,8,2.8,8,0.8,8
1980,2,29,6.5,8,2.4,8,-4.0,8
1980,3,1,8.7,8,3.1,8,0.1,8
1980,3,2,2.8,8,1.9,8,-0.7,8
1980,3,3,5.5,8,2.5,8,-1.5,8
1980,3,4,5.2,8,3.2,8,-0.7,8
1980,3,5,3.7,8,1.0,8,-3.8,8
1980,3,6,6.0,8,-0.3,8,-6.1,8
1980,3,7,8.1,8,3.0,8,-3.5,8
1980,3,8,9.5,8,4.3,8,-0.3,8
1980,3,9,8.0,8,4.9,8,-1.2,8
1980,3,10,7.1,8,3.6,8,0.1,8
1980,3,11,1.5,8,-0.4,8,-2.8,8
1980,3,12,1.5,8,0.1,8,-2.1,8
1980,3,13,5.1,8,2.0,8,-0.2,8
1980,3,14,5.3,8,1.9,8,-1.0,8
1980,3,15,5.9,8,2.6,8,0.3,8
1980,3,16,6.5,8,0.9,8,-3.4,8
1980,3,17,7.9,8,2.0,8,-3.8,8
1980,3,18,1.8,8,0.0,8,-1.4,8
1980,3,19,4.4,8,0.9,8,-1.2,8
1980,3,20,6.2,8,3.7,8,-0.5,8
1980,3,21,6.0,8,4.2,8,2.7,8
1980,3,22,4.5,8,1.4,8,-1.1,8
1980,3,23,3.6,8,0.8,8,-1.0,8
1980,3,24,5.1,8,2.6,8,-2.3,8
1980,3,25,7.9,8,4.8,8,1.1,8
1980,3,26,10.9,8,5.8,8,1.0,8
1980,3,27,7.3,8,4.3,8,-2.1,8
1980,3,28,12.9,8,4.1,8,-3.2,8
1980,3,29,17.6,8,9.6,8,-1.5,8
1980,3,30,12.6,8,9.5,8,7.2,8
1980,3,31,12.5,8,8.2,8,1.9,8
1980,4,1,7.3,8,6.3,8,5.2,8
1980,4,2,6.7,8,4.4,8,2.9,8
1980,4,3,9.5,8,5.1,8,0.2,8
1980,4,4,18.0,8,9.5,8,0.8,8
1980,4,5,21.3,8,13.1,8,4.0,8
1980,4,6,20.0,8,12.1,8,6.6,8
1980,4,7,8.5,8,5.6,8,1.2,8
1980,4,8,13.9,8,8.4,8,0.9,8
1980,4,9,9.6,8,7.5,8,5.2,8
1980,4,10,7.7,8,5.4,8,3.8,8
1980,4,11,15.9,8,7.7,8,-0.7,8
1980,4,12,17.8,8,11.7,8,4.1,8
1980,4,13,21.0,8,14.6,8,8.4,8
1980,4,14,12.8,8,7.4,8,4.5,8
1980,4,15,6.8,8,5.5,8,4.1,8
1980,4,16,9.2,8,5.9,8,0.6,8
1980,4,17,6.2,8,4.9,8,3.0,8
1980,4,18,9.7,8,5.8,8,1.9,8
1980,4,19,18.1,8,10.8,8,1.4,8
1980,4,20,16.7,8,11.5,8,7.5,8
1980,4,21,13.6,8,10.0,8,6.9,8
1980,4,22,12.5,8,9.5,8,6.0,8
1980,4,23,14.6,8,9.4,8,3.7,8
1980,4,24,11.1,8,7.8,8,4.3,8
1980,4,25,11.5,8,7.6,8,1.0,8
1980,4,26,13.4,8,9.3,8,3.0,8
1980,4,27,17.1,8,12.0,8,6.5,8
1980,4,28,14.5,8,9.8,8,7.3,8
1980,4,29,12.4,8,8.2,8,3.5,8
1980,4,30,18.7,8,12.5,8,2.8,8
1981,1,1,6.1,8,3.1,8,0.4,8
1981,1,2,5.6,8,4.1,8,1.5,8
1981,1,3,5.7,8,4.2,8,1.9,8
1981,1,4,5.0,8,2.1,8,0.2,8
1981,1,5,3.7,8,2.3,8,-0.7,8
1981,1,6,1.6,8,-0.4,8,-1.7,8
1981,1,7,0.1,8,-1.7,8,-3.0,8
1981,1,8,1.8,8,0.3,8,-2.0,8
1981,1,9,4.8,8,3.3,8,0.5,8
1981,1,10,4.0,8,2.3,8,-0.4,8
1981,1,11,1.5,8,0.1,8,-1.9,8
1981,1,12,0.5,8,-0.6,8,-2.1,8
1981,1,13,0.1,8,-1.6,8,-3.6,8
1981,1,14,-0.2,8,-4.7,8,-10.4,8
1981,1,15,0.5,8,-1.9,8,-4.3,8
1981,1,16,0.0,8,-3.5,8,-8.9,8
1981,1,17,2.1,8,-0.7,8,-5.4,8
1981,1,18,3.5,8,1.3,8,-0.3,8
1981,1,19,2.1,8,0.6,8,-1.0,8
1981,1,20,1.7,8,-0.7,8,-3.0,8
1981,1,21,-1.2,8,-2.8,8,-4.2,8
1981,1,22,1.0,8,-1.3,8,-4.7,8
1981,1,23,3.5,8,1.4,8,-1.7,8
1981,1,24,5.0,8,2.8,8,0.2,8
1981,1,25,2.0,8,-0.4,8,-2.8,8
1981,1,26,-0.1,8,-1.7,8,-3.1,8
1981,1,27,0.3,8,-1.8,8,-3.5,8
1981,1,28,0.9,8,-0.8,8,-3.4,8
1981,1,29,1.1,8,-0.1,8,-2.1,8
1981,1,30,2.5,8,0.5,8,-2.4,8
1981,1,31,3.7,8,2.3,8,0.4,8
1981,2,1,3.1,8,0.3,8,-3.3,8
1981,2,2,3.6,8,2.0,8,-0.3,8
1981,2,3,4.0,8,0.5,8,-2.8,8
1981,2,4,3.3,8,1.5,8,-2.1,8
1981,2,5,3.7,8,2.2,8,-1.9,8
1981,2,6,4.6,8,2.8,8,1.0,8
1981,2,7,5.2,8,2.5,8,-1.2,8
1981,2,8,3.3,8,1.7,8,-0.6,8
1981,2,9,2.2,8,1.2,8,-0.2,8
1981,2,10,4.3,8,1.6,8,0.4,8
1981,2,11,2.4,8,0.1,8,-1.7,8
1981,2,12,6.7,8,3.0,8,0.1,8
1981,2,13,7.4,8,3.4,8,1.5,8
1981,2,14,7.9,8,3.4,8,-0.1,8
1981,2,15,6.7,8,2.7,8,-2.6,8
1981,2,16,8.7,8,5.6,8,2.0,8
1981,2,17,3.6,8,1.5,8,-0.5,8
1981,2,18,6.3,8,3.0,8,-0.3,8
1981,2,19,5.2,8,1.9,8,-1.3,8
1981,2,20,2.2,8,-0.4,8,-2.8,8
1981,2,21,1.5,8,-0.9,8,-4.6,8
1981,2,22,2.1,8,-0.2,8,-4.1,8
1981,2,23,2.4,8,-0.6,8,-5.8,8
1981,2,24,4.7,8,1.4,8,-1.3,8
1981,2,25,4.3,8,0.0,8,-1.4,8
1981,2,26,0.1,8,-2.5,8,-4.9,8
1981,2,27,0.7,8,-2.8,8,-9.2,8
1981,2,28,0.9,8,-1.7,8,-3.7,8
1981,3,1,2.0,8,-0.1,8,-4.6,8
1981,3,2,3.8,8,1.7,8,-3.4,8
1981,3,3,6.6,8,3.1,8,-1.7,8
1981,3,4,7.0,8,3.3,8,-5.3,8
1981,3,5,5.4,8,2.8,8,-0.3,8
1981,3,6,2.4,8,-0.3,8,-2.2,8
1981,3,7,7.5,8,2.3,8,-4.4,8
1981,3,8,3.1,8,1.2,8,-0.8,8
1981,3,9,4.5,8,1.2,8,-1.4,8
1981,3,10,3.7,8,0.9,8,-0.6,8
1981,3,11,3.3,8,0.4,8,-3.4,8
1981,3,12,11.0,8,3.2,8,-4.3,8
1981,3,13,14.2,8,6.4,8,-0.9,8
1981,3,14,10.2,8,7.4,8,4.8,8
1981,3,15,10.8,8,6.2,8,1.6,8
1981,3,16,2.8,8,1.8,8,0.5,8
1981,3,17,4.8,8,2.8,8,0.5,8
1981,3,18,10.4,8,4.8,8,-1.1,8
1981,3,19,14.8,8,6.8,8,-1.2,8
1981,3,20,15.0,8,9.4,8,3.2,8
1981,3,21,12.9,8,8.1,8,5.0,8
1981,3,22,12.9,8,8.0,8,4.5,8
1981,3,23,7.8,8,5.3,8,4.0,8
1981,3,24,8.4,8,5.4,8,2.9,8
1981,3,25,10.7,8,5.6,8,3.1,8
1981,3,26,12.9,8,7.9,8,2.2,8
1981,3,27,5.4,8,3.8,8,1.8,8
1981,3,28,6.7,8,3.5,8,-1.3,8
1981,3,29,8.7,8,3.9,8,-1.6,8
1981,3,30,8.0,8,3.2,8,-1.9,8
1981,3,31,8.9,8,2.8,8,-3.1,8
1981,4,1,11.6,8,5.4,8,-3.3,8
1981,4,2,7.5,8,5.7,8,4.4,8
1981,4,3,11.0,8,8.2,8,4.3,8
1981,4,4,14.8,8,7.8,8,0.6,8
1981,4,5,15.2,8,9.7,8,1.9,8
1981,4,6,10.3,8,8.6,8,7.6,8
1981,4,7,10.7,8,7.8,8,6.4,8
1981,4,8,11.3,8,5.7,8,-0.9,8
1981,4,9,19.9,8,11.4,8,1.8,8
1981,4,10,15.4,8,11.2,8,8.1,8
1981,4,11,10.0,8,9.4,8,8.7,8
1981,4,12,13.1,8,9.6,8,7.7,8
1981,4,13,9.7,8,6.6,8,-0.3,8
1981,4,14,11.9,8,6.0,8,-1.4,8
1981,4,15,13.0,8,7.7,8,-0.9,8
1981,4,16,12.7,8,8.8,8,5.9,8
1981,4,17,11.2,8,7.3,8,2.5,8
1981,4,18,9.1,8,5.9,8,0.5,8
1981,4,19,15.0,8,8.3,8,-1.1,8
1981,4,20,11.1,8,8.6,8,6.9,8
1981,4,21,9.8,8,7.9,8,6.7,8
1981,4,22,17.4,8,10.0,8,1.4,8
1981,4,23,20.2,8,13.1,8,3.8,8
1981,4,24,22.0,8,13.8,8,6.0,8
1981,4,25,12.9,8,10.6,8,7.8,8
1981,4,26,15.1,8,11.3,8,7.8,8
1981,4,27,17.0,8,11.7,8,6.7,8
1981,4,28,15.0,8,9.3,8,3.2,8
1981,4,29,22.9,8,15.0,8,4.6,8
1981,4,30,19.0,8,14.2,8,10.8,8
1982,1,1,7.5,8,2.8,8,-0.9,8
1982,1,2,2.9,8,0.9,8,-0.3,8
1982,1,3,3.9,8,0.3,8,-3.0,8
1982,1,4,9.3,8,4.3,8,-1.6,8
1982,1,5,7.4,8,5.6,8,3.5,8
1982,1,6,3.6,8,0.9,8,-0.3,8
1982,1,7,1.9,8,-0.4,8,-2.7,8
1982,1,8,0.2,8,-2.1,8,-6.0,8
1982,1,9,2.1,8,1.0,8,-6.2,8
1982,1,10,3.8,8,2.5,8,0.7,8
1982,1,11,4.7,8,1.4,8,-3.1,8
1982,1,12,9.0,8,3.5,8,0.3,8
1982,1,13,1.7,8,-0.3,8,-1.9,8
1982,1,14,0.8,8,-1.4,8,-3.1,8
1982,1,15,1.6,8,-0.8,8,-2.1,8
1982,1,16,-0.4,8,-2.7,8,-8.2,8
1982,1,17,1.3,8,-1.1,8,-3.5,8
1982,1,18,2.8,8,-0.7,8,-5.4,8
1982,1,19,2.7,8,-0.1,8,-4.5,8
1982,1,20,2.9,8,-0.2,8,-4.7,8
1982,1,21,6.9,8,5.2,8,2.4,8
1982,1,22,5.6,8,3.0,8,0.6,8
1982,1,23,3.5,8,1.1,8,-1.3,8
1982,1,24,5.8,8,2.6,8,-1.3,8
1982,1,25,4.6,8,1.5,8,-0.4,8
1982,1,26,3.7,8,1.5,8,-0.8,8
1982,1,27,3.9,8,0.9,8,-3.2,8
1982,1,28,2.9,8,1.4,8,-0.1,8
1982,1,29,1.4,8,0.0,8,-1.9,8
1982,1,30,0.1,8,-1.5,8,-3.8,8
1982,1,31,3.2,8,0.4,8,-1.6,8
1982,2,1,0.7,8,-1.0,8,-3.7,8
1982,2,2,1.9,8,-0.9,8,-3.1,8
1982,2,3,5.4,8,2.4,8,0.2,8
1982,2,4,2.2,8,-0.5,8,-2.2,8
1982,2,5,-1.1,8,-2.3,8,-3.6,8
1982,2,6,-0.6,8,-1.9,8,-3.5,8
1982,2,7,-0.8,8,-3.4,8,-5.0,8
1982,2,8,-2.0,8,-3.3,8,-4.9,8
1982,2,9,0.0,8,-2.4,8,-4.6,8
1982,2,10,0.4,8,-0.9,8,-5.1,8
1982,2,11,3.1,8,1.4,8,-1.9,8
1982,2,12,3.9,8,1.3,8,-5.0,8
