ダウンロードした時刻：2024/02/23 16:14:47

,,,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田
1994,2,11,1.2,8,1,-1.3,8,1,0.1,8,1,8.5,0,8,1,8,0,8,1,11,0,8,1
1994,2,12,1.1,8,1,-2.9,8,1,-0.4,8,1,3.0,0,8,1,5,0,8,1,15,0,8,1
1994,2,13,-0.3,8,1,-3.3,8,1,-1.9,8,1,5.0,0,8,1,3,0,8,1,18,0,8,1
1994,2,14,1.6,8,1,-2.1,8,1,0.0,8,1,7.5,0,8,1,7,0,8,1,23,0,8,1
1994,2,15,5.1,8,1,0.7,8,1,3.3,8,1,0.5,0,8,1,2,0,8,1,17,0,8,1
1994,2,16,4.3,8,1,2.3,8,1,3.6,8,1,1.0,0,8,1,0,0,8,1,11,0,8,1
1994,2,17,3.9,8,1,0.3,8,1,2.2,8,1,1.0,0,8,1,0,0,8,1,6,0,8,1
1994,2,18,7.5,8,1,2.4,8,1,5.5,8,1,1.0,0,8,1,0,1,8,1,5,0,8,1
1994,2,19,9.1,8,1,0.7,8,1,5.9,8,1,0.0,0,8,1,0,0,8,1,1,0,8,1
1994,2,20,12.6,8,1,0.2,8,1,5.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1
1994,2,21,10.5,8,1,4.5,8,1,7.7,8,1,9.5,0,8,1,0,1,8,1,0,1,8,1
1994,2,22,5.1,8,1,0.1,8,1,1.8,8,1,2.5,0,8,1,0,0,8,1,0,0,8,1
1994,2,23,2.0,8,1,-2.1,8,1,0.0,8,1,3.5,0,8,1,2,0,8,1,1,0,8,1
1994,2,24,5.1,8,1,-0.9,8,1,1.9,8,1,6.0,0,8,1,4,0,8,1,5,0,8,1
1994,2,25,7.0,8,1,1.3,8,1,4.4,8,1,0.5,0,8,1,0,0,8,1,0,0,8,1
1994,2,26,5.8,8,1,1.0,8,1,2.9,8,1,1.0,0,8,1,0,0,8,1,0,0,8,1
1994,2,27,6.2,8,1,-0.7,8,1,2.7,8,1,1.0,0,8,1,0,0,8,1,0,0,8,1
1994,2,28,6.5,8,1,1.3,8,1,3.7,8,1,0.0,0,8,1,0,0,8,1,0,0,8,1
1994,3,1,7.3,8,1,0.4,8,1,3.4,8,1,4.0,0,8,1,0,0,8,1,0,1,8,1
1995,2,1,4.0,8,1,0.5,8,1,2.3,8,1,3.5,0,8,1,2,0,8,1,12,0,8,1
1995,2,2,2.3,8,1,-0.6,8,1,0.8,8,1,2.0,0,8,1,5,0,8,1,14,0,8,1
1995,2,3,2.4,8,1,-2.1,8,1,0.4,8,1,3.0,0,8,1,4,0,8,1,18,0,8,1
1995,2,4,5.0,8,1,-2.8,8,1,1.0,8,1,0.0,0,8,1,0,0,8,1,18,0,8,1
1995,2,5,3.8,8,1,-5.9,8,1,-2.0,8,1,0,1,8,1,0,1,8,1,14,0,8,1
1995,2,6,4.2,8,1,-6.5,8,1,-0.7,8,1,2.5,0,8,1,1,0,8,1,14,0,8,1
1995,2,7,5.2,8,1,1.6,8,1,3.3,8,1,0.5,0,8,1,0,0,8,1,14,0,8,1
1995,2,8,5.8,8,1,-1.4,8,1,3.5,8,1,5.5,0,8,1,0,0,8,1,12,0,8,1
1995,2,9,5.2,8,1,-3.0,8,1,0.9,8,1,1.5,0,8,1,7,0,8,1,12,0,8,1
1995,2,10,3.6,8,1,-1.8,8,1,0.5,8,1,6.5,0,8,1,19,0,8,1,23,0,8,1
1995,2,11,4.0,8,1,-1.4,8,1,1.6,8,1,0.0,0,8,1,0,0,8,1,21,0,8,1
1995,2,12,8.8,8,1,-2.0,8,1,3.2,8,1,3.5,0,8,1,0,1,8,1,14,0,8,1
1995,2,13,7.3,8,1,2.2,8,1,4.1,8,1,0.5,0,8,1,0,1,8,1,5,0,8,1
1995,2,14,5.7,8,1,-0.8,8,1,2.8,8,1,0.5,0,8,1,0,0,8,1,2,0,8,1
1995,2,15,3.0,8,1,-1.4,8,1,0.4,8,1,3.5,0,8,1,4,0,8,1,4,0,8,1
1995,2,16,4.7,8,1,-0.9,8,1,1.0,8,1,17.5,0,8,1,15,0,8,1,11,0,8,1
1995,2,17,3.0,8,1,-0.9,8,1,0.7,8,1,4.0,0,8,1,8,0,8,1,16,0,8,1
1995,2,18,3.5,8,1,-0.5,8,1,1.4,8,1,1.0,0,8,1,2,0,8,1,16,0,8,1
1995,2,19,4.3,8,1,1.4,8,1,2.6,8,1,0,1,8,1,0,0,8,1,11,0,8,1
1995,2,20,5.7,8,1,0.7,8,1,2.8,8,1,0.5,0,8,1,1,0,8,1,10,0,8,1
1995,2,21,5.1,8,1,0.5,8,1,2.3,8,1,16.0,0,8,1,4,0,8,1,10,0,8,1
1995,2,22,5.2,8,1,1.7,8,1,3.1,8,1,0.5,0,8,1,1,0,8,1,7,0,8,1
1995,2,23,7.1,8,1,0.2,8,1,3.7,5,1,4.0,0,8,1,0,0,8,1,3,0,8,1
1995,2,24,5.5,8,1,2.1,8,1,3.3,8,1,0.0,0,8,1,0,0,8,1,1,0,8,1
1995,2,25,5.6,8,1,-1.2,8,1,1.9,8,1,0.0,0,8,1,0,0,8,1,0,1,8,1
1995,2,26,8.6,8,1,-2.0,8,1,3.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1
1995,2,27,7.7,8,1,2.1,8,1,4.2,8,1,2.5,0,8,1,0,1,8,1,0,1,8,1
1995,2,28,6.5,8,1,2.4,8,1,4.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1
1995,3,1,8.9,8,1,3.1,8,1,5.2,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1
1996,2,1,-1.4,8,1,-4.4,8,1,-3.0,8,1,0.5,0,8,1,2,0,8,1,7,0,8,1
1996,2,2,-0.3,8,1,-6.6,8,1,-4.3,8,1,2.0,0,8,1,11,0,8,1,10,0,8,1
1996,2,3,0.7,8,1,-3.5,8,1,-1.6,8,1,2.0,0,8,1,7,0,8,1,10,0,8,1
1996,2,4,4.3,8,1,-1.3,8,1,1.0,8,1,4.5,0,8,1,3,0,8,1,10,0,8,1
1996,2,5,5.9,8,1,-0.4,8,1,2.2,8,1,20.5,0,8,1,9,0,8,1,12,0,8,1
1996,2,6,4.4,8,1,0.3,8,1,2.4,8,1,11.0,0,8,1,1,0,8,1,8,0,8,1
1996,2,7,4.0,8,1,1.8,8,1,2.7,8,1,0.5,0,8,1,0,0,8,1,4,0,8,1
1996,2,8,5.0,8,1,0.1,8,1,2.6,8,1,7.5,0,8,1,0,0,8,1,0,0,8,1
1996,2,9,1.7,8,1,-1.5,8,1,0.0,8,1,3.5,0,8,1,9,0,8,1,8,0,8,1
1996,2,10,0.0,8,1,-3.0,8,1,-1.3,8,1,3.5,0,8,1,6,0,8,1,10,0,8,1
1996,2,11,6.0,8,1,-1.1,8,1,2.1,8,1,2.0,0,8,1,0,0,8,1,10,0,8,1
1996,2,12,10.3,8,1,4.8,8,1,8.3,8,1,1.5,0,8,1,0,0,8,1,0,0,8,1
1996,2,13,13.2,8,1,5.7,8,1,8.7,8,1,3.5,0,8,1,0,1,8,1,0,1,8,1
1996,2,14,15.1,8,1,4.7,8,1,9.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1
1996,2,15,7.4,8,1,0.4,8,1,3.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1
1996,2,16,0.4,8,1,-3.4,8,1,-1.6,8,1,0.5,0,8,1,1,0,8,1,1,0,8,1
1996,2,17,1.5,8,1,-3.8,8,1,-1.2,8,1,0.0,0,8,1,0,0,8,1,0,1,8,1
1996,2,18,3.3,8,1,-3.7,8,1,-0.9,8,1,0.0,0,8,1,2,0,8,1,2,0,8,1
1996,2,19,0.3,8,1,-3.0,8,1,-1.4,8,1,1.5,0,8,1,3,0,8,1,5,0,8,1
1996,2,20,1.4,8,1,-1.8,8,1,-0.4,8,1,0.0,0,8,1,0,0,8,1,0,0,8,1
1996,2,21,0.2,8,1,-2.4,8,1,-1.2,8,1,0.0,0,8,1,0,0,8,1,0,0,8,1
1996,2,22,2.2,8,1,-2.1,8,1,0.2,8,1,0.0,0,8,1,0,0,8,1,0,0,8,1
1996,2,23,3.6,8,1,-2.0,8,1,0.9,8,1,0.5,0,8,1,1,0,8,1,1,0,8,1
1996,2,24,3.9,8,1,-1.9,8,1,0.7,8,1,2.5,0,8,1,3,0,8,1,4,0,8,1
1996,2,25,7.0,8,1,-0.6,8,1,2.6,8,1,0.0,0,8,1,0,0,8,1,0,0,8,1
1996,2,26,6.9,8,1,0.1,8,1,2.7,8,1,1.5,0,8,1,0,0,8,1,0,1,8,1
1996,2,27,10.5,8,1,0.3,8,1,4.7,8,1,7.5,0,8,1,0,1,8,1,0,1,8,1
1996,2,28,7.0,8,1,1.5,8,1,4.7,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1
1996,2,29,10.0,8,1,1.9,8,1,5.9,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1
1997,2,1,2.6,8,1,-1.0,8,1,0.8,8,1,12.5,0,8,1,11,0,8,1,20,0,8,1
1997,2,2,2.8,8,1,-2.0,8,1,0.6,8,1,1.0,0,8,1,0,0,8,1,19,0,8,1
1997,2,3,4.7,8,1,-0.4,8,1,2.1,8,1,4.5,0,8,1,0,0,8,1,16,0,8,1
1997,2,4,5.5,8,1,0.9,8,1,3.0,8,1,4.5,0,8,1,0,0,8,1,11,0,8,1
1997,2,5,4.1,8,1,0.5,8,1,1.9,8,1,2.5,0,8,1,1,0,8,1,10,0,8,1
1997,2,6,4.1,8,1,0.0,8,1,1.5,8,1,2.5,0,8,1,0,0,8,1,8,0,8,1
1997,2,7,4.0,8,1,-1.9,8,1,1.9,8,1,0.0,0,8,1,1,0,8,1,7,0,8,1
1997,2,8,6.3,8,1,-2.6,8,1,1.9,8,1,7.5,0,8,1,0,0,8,1,5,0,8,1
1997,2,9,6.0,8,1,3.1,8,1,4.7,8,1,0.0,0,8,1,0,0,8,1,1,0,8,1
1997,2,10,6.8,8,1,0.0,8,1,4.2,8,1,0.0,0,8,1,0,0,8,1,0,1,8,1
1997,2,11,6.8,8,1,-1.0,8,1,2.5,8,1,10.0,0,8,1,0,0,8,1,0,0,8,1
1997,2,12,4.7,8,1,0.5,8,1,2.2,8,1,3.5,0,8,1,0,0,8,1,0,0,8,1
1997,2,13,2.5,8,1,-1.2,8,1,0.7,8,1,1.5,0,8,1,2,0,8,1,1,0,8,1
1997,2,14,4.6,8,1,0.2,8,1,2.0,8,1,1.0,0,8,1,1,0,8,1,1,0,8,1
1997,2,15,6.1,8,1,0.0,8,1,2.6,8,1,1.5,0,8,1,1,0,8,1,2,0,8,1
1997,2,16,7.7,8,1,2.3,8,1,5.1,8,1,8.5,0,8,1,0,0,8,1,0,1,8,1
1997,2,17,5.0,8,1,-0.9,8,1,2.2,8,1,3.5,0,8,1,2,0,8,1,2,0,8,1
1997,2,18,1.8,8,1,-1.7,8,1,0.4,8,1,3.5,0,8,1,5,0,8,1,5,0,8,1
1997,2,19,3.8,8,1,-2.7,8,1,0.9,8,1,4.5,0,8,1,4,0,8,1,7,0,8,1
1997,2,20,9.0,8,1,2.2,8,1,5.2,8,1,6.0,0,8,1,0,0,8,1,3,0,8,1
1997,2,21,4.8,8,1,-3.4,8,1,0.4,8,1,24.5,0,8,1,3,0,8,1,3,0,8,1
1997,2,22,1.2,8,1,-2.8,8,1,-0.6,8,1,1.0,0,8,1,2,0,8,1,4,0,8,1
1997,2,23,4.6,8,1,-1.2,8,1,2.7,8,1,0.0,0,8,1,0,0,8,1,3,0,8,1
1997,2,24,8.5,8,1,1.8,8,1,4.9,8,1,0.0,0,8,1,0,0,8,1,0,0,8,1
1997,2,25,12.3,8,1,0.1,8,1,6.3,8,1,7.0,0,8,1,0,1,8,1,0,1,8,1
1997,2,26,7.2,8,1,2.5,8,1,4.9,8,1,2.0,0,8,1,0,0,8,1,0,1,8,1
1997,2,27,6.0,8,1,-0.7,8,1,3.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1
1997,2,28,12.4,8,1,-2.0,8,1,5.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1
1997,3,1,10.3,8,1,0.8,8,1,5.5,8,1,24.0,0,8,1,0,0,8,1,0,1,8,1
1998,2,1,2.4,8,1,-3.0,8,1,0.4,8,1,1.5,0,8,1,1,0,8,1,22,0,8,1
1998,2,2,4.2,8,1,0.6,8,1,2.5,8,1,0.0,0,8,1,0,0,8,1,20,0,8,1
1998,2,3,3.3,8,1,0.6,8,1,1.6,8,1,3.0,0,8,1,0,0,8,1,17,0,8,1
1998,2,4,2.1,8,1,-3.1,8,1,-0.6,8,1,1.5,0,8,1,1,0,8,1,17,0,8,1
1998,2,5,3.2,8,1,-1.8,8,1,1.7,8,1,1.5,0,8,1,1,0,8,1,17,0,8,1
1998,2,6,5.6,8,1,2.0,8,1,3.4,8,1,0.0,0,8,1,0,0,8,1,15,0,8,1
1998,2,7,5.0,8,1,-2.8,8,1,1.4,8,1,0,1,8,1,0,0,8,1,13,0,8,1
1998,2,8,6.8,8,1,0.5,8,1,3.4,8,1,6.5,0,8,1,0,0,8,1,10,0,8,1
1998,2,9,4.1,8,1,0.5,8,1,2.6,8,1,3.0,0,8,1,1,0,8,1,7,0,8,1
1998,2,10,1.9,8,1,-1.3,8,1,0.2,8,1,2.0,0,8,1,2,0,8,1,8,0,8,1
1998,2,11,4.4,8,1,-1.2,8,1,1.5,8,1,0.0,0,8,1,0,0,8,1,8,0,8,1
1998,2,12,10.2,8,1,-1.0,8,1,4.3,8,1,10.5,0,8,1,0,1,8,1,5,0,8,1
1998,2,13,6.9,8,1,1.9,8,1,4.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1
1998,2,14,4.7,8,1,0.7,8,1,2.9,8,1,1.5,0,8,1,0,0,8,1,0,1,8,1
1998,2,15,3.0,8,1,0.4,8,1,1.3,8,1,0.0,0,8,1,0,0,8,1,0,1,8,1
1998,2,16,3.2,8,1,-0.3,8,1,1.1,8,1,2.5,0,8,1,0,0,8,1,0,0,8,1
1998,2,17,3.7,8,1,-1.8,8,1,0.2,8,1,1.5,0,8,1,3,0,8,1,2,0,8,1
1998,2,18,3.0,8,1,-2.7,8,1,0.6,8,1,0.0,0,8,1,0,0,8,1,1,0,8,1
1998,2,19,8.2,8,1,-4.3,8,1,1.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1
1998,2,20,8.0,8,1,-0.8,8,1,3.9,8,1,3.5,0,8,1,0,1,8,1,0,1,8,1
1998,2,21,6.8,8,1,-0.4,8,1,3.1,8,1,3.0,0,8,1,0,0,8,1,0,1,8,1
1998,2,22,3.9,8,1,-1.3,8,1,1.0,8,1,0.5,0,8,1,0,0,8,1,0,0,8,1
1998,2,23,7.4,8,1,-0.3,8,1,2.9,8,1,0.0,0,8,1,0,0,8,1,0,1,8,1
1998,2,24,10.3,8,1,-1.1,8,1,3.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1
1998,2,25,8.8,8,1,1.9,8,1,5.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
1998,2,26,12.7,8,1,3.9,8,1,7.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1
1998,2,27,9.9,8,1,1.5,8,1,6.2,8,1,4.0,0,8,1,0,1,8,1,0,1,8,1
1998,2,28,11.8,8,1,-0.4,8,1,5.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1
1998,3,1,9.3,8,1,3.5,8,1,6.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1
1999,2,1,2.9,8,1,0.3,8,1,1.4,8,1,4.0,0,8,1,2,0,8,1,11,0,8,1
1999,2,2,1.1,8,1,-3.7,8,1,-1.0,8,1,11.5,0,8,1,16,0,8,1,26,0,8,1
1999,2,3,-0.3,8,1,-5.2,8,1,-2.8,8,1,18.0,0,8,1,27,0,8,1,42,0,8,1
1999,2,4,2.5,8,1,-8.9,8,1,-2.5,8,1,8.0,0,8,1,13,0,8,1,45,0,8,1
1999,2,5,3.3,8,1,-6.3,8,1,-1.4,8,1,3.0,0,8,1,1,0,8,1,37,0,8,1
1999,2,6,2.8,8,1,-2.4,8,1,0.4,8,1,1.0,0,8,1,3,0,8,1,34,0,8,1
1999,2,7,6.4,8,1,-0.4,8,1,3.3,8,1,6.0,0,8,1,0,0,8,1,30,0,8,1
1999,2,8,5.8,8,1,-0.8,8,1,2.0,8,1,0.5,0,8,1,0,0,8,1,19,0,8,1
1999,2,9,6.0,8,1,-2.4,8,1,2.0,8,1,5.0,0,8,1,0,0,8,1,15,0,8,1
1999,2,10,5.6,8,1,-1.3,8,1,1.2,8,1,0.5,0,8,1,0,0,8,1,11,0,8,1
1999,2,11,5.5,8,1,-1.4,8,1,1.0,8,1,2.0,0,8,1,0,0,8,1,9,0,8,1
1999,2,12,5.7,8,1,-0.8,8,1,2.3,8,1,5.5,0,8,1,1,0,8,1,9,0,8,1
1999,2,13,-0.5,8,1,-3.3,8,1,-1.8,8,1,11.5,0,8,1,2,0,8,1,9,0,8,1
1999,2,14,0.8,8,1,-3.1,8,1,-0.9,8,1,2.5,0,8,1,2,0,8,1,10,0,8,1
1999,2,15,3.1,8,1,-1.4,8,1,1.3,8,1,0.5,0,8,1,1,0,8,1,10,0,8,1
1999,2,16,8.3,8,1,-0.5,8,1,3.2,8,1,0.5,0,8,1,0,0,8,1,9,0,8,1
1999,2,17,11.8,8,1,-0.4,8,1,6.6,8,1,0.0,0,8,1,0,1,8,1,4,0,8,1
1999,2,18,11.3,8,1,1.6,8,1,7.0,8,1,8.5,0,8,1,0,1,8,1,0,1,8,1
1999,2,19,1.9,8,1,-0.8,8,1,0.4,8,1,0.0,0,8,1,0,0,8,1,0,1,8,1
1999,2,20,0.4,8,1,-2.8,8,1,-1.3,8,1,5.0,0,8,1,11,0,8,1,8,0,8,1
1999,2,21,1.4,8,1,-2.5,8,1,-0.3,8,1,0.5,0,8,1,0,0,8,1,8,0,8,1
1999,2,22,5.6,8,1,-0.7,8,1,2.9,8,1,3.0,0,8,1,3,0,8,1,7,0,8,1
1999,2,23,5.6,8,1,1.5,8,1,3.3,8,1,1.0,0,8,1,0,0,8,1,1,0,8,1
1999,2,24,6.7,8,1,-2.3,8,1,2.5,8,1,1.0,0,8,1,0,0,8,1,0,1,8,1
1999,2,25,7.5,8,1,2.5,8,1,5.2,8,1,7.5,0,8,1,0,0,8,1,0,1,8,1
1999,2,26,11.6,8,1,3.0,8,1,7.2,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1
1999,2,27,9.7,8,1,-3.5,8,1,3.1,8,1,10.0,0,8,1,0,0,8,1,1,0,8,1
1999,2,28,4.2,8,1,-3.3,8,1,0.7,8,1,4.0,0,8,1,2,0,8,1,1,0,8,1
1999,3,1,8.6,8,1,1.5,8,1,5.3,8,1,16.0,0,8,1,0,0,8,1,0,0,8,1
2000,2,1,5.3,8,1,-0.9,8,1,2.8,8,1,2.0,0,8,1,2,0,8,1,9,0,8,1
2000,2,2,6.5,8,1,1.3,8,1,4.3,8,1,3.0,0,8,1,0,0,8,1,4,0,8,1
2000,2,3,7.0,8,1,1.5,8,1,4.6,8,1,1.5,0,8,1,0,0,8,1,0,0,8,1
2000,2,4,5.8,8,1,-0.5,8,1,3.5,8,1,0.0,0,8,1,0,0,8,1,0,1,8,1
2000,2,5,7.1,8,1,3.4,8,1,5.2,8,1,0.5,0,8,1,0,0,8,1,0,1,8,1
2000,2,6,6.7,8,1,1.3,8,1,3.7,8,1,1.5,0,8,1,0,0,8,1,0,1,8,1
2000,2,7,8.3,8,1,1.4,8,1,4.8,8,1,10.5,0,8,1,0,0,8,1,0,1,8,1
2000,2,8,7.6,8,1,0.9,8,1,3.8,8,1,15.5,0,8,1,0,0,8,1,0,1,8,1
2000,2,9,3.2,8,1,-0.9,8,1,1.5,8,1,14.5,0,8,1,3,0,8,1,3,0,8,1
2000,2,10,4.5,8,1,-1.5,8,1,1.9,8,1,7.5,0,8,1,10,0,8,1,10,0,8,1
2000,2,11,4.8,8,1,0.4,8,1,2.5,8,1,9.5,0,8,1,0,0,8,1,6,0,8,1
2000,2,12,7.0,8,1,0.6,8,1,3.6,8,1,4.0,0,8,1,0,0,8,1,2,0,8,1
2000,2,13,2.9,8,1,-0.8,8,1,1.7,8,1,1.0,0,8,1,0,0,8,1,0,0,8,1
2000,2,14,6.2,8,1,1.4,8,1,3.5,8,1,9.0,0,8,1,0,0,8,1,0,1,8,1
2000,2,15,3.4,8,1,-3.6,8,1,0.1,8,1,5.5,0,8,1,2,0,8,1,2,0,8,1
2000,2,16,-0.4,8,1,-4.1,8,1,-1.9,8,1,3.0,0,8,1,1,0,8,1,3,0,8,1
2000,2,17,1.9,8,1,-2.7,8,1,-0.6,8,1,10.0,0,8,1,11,0,8,1,9,0,8,1
2000,2,18,3.0,8,1,-1.6,8,1,0.6,8,1,4.0,0,8,1,7,0,8,1,11,0,8,1
2000,2,19,4.0,8,1,-0.7,8,1,1.2,8,1,4.0,0,8,1,4,0,8,1,11,0,8,1
2000,2,20,5.2,8,1,-1.6,8,1,1.5,8,1,4.0,0,8,1,0,0,8,1,9,0,8,1
2000,2,21,2.8,8,1,-2.0,8,1,0.2,8,1,4.0,0,8,1,4,0,8,1,9,0,8,1
2000,2,22,1.7,8,1,-2.3,8,1,-0.3,8,1,4.0,0,8,1,2,0,8,1,9,0,8,1
2000,2,23,3.3,8,1,-1.9,8,1,0.1,8,1,6.0,0,8,1,4,0,8,1,13,0,8,1
2000,2,24,3.4,8,1,-3.6,8,1,-0.2,8,1,2.0,0,8,1,4,0,8,1,14,0,8,1
2000,2,25,0.8,8,1,-3.1,8,1,-0.7,8,1,2.5,0,8,1,4,0,8,1,14,0,8,1
2000,2,26,2.2,8,1,-1.8,8,1,0.2,8,1,2.0,0,8,1,5,0,8,1,19,0,8,1
2000,2,27,3.3,8,1,-3.7,8,1,0.1,8,1,10.0,0,8,1,2,0,8,1,15,0,8,1
2000,2,28,2.7,8,1,-1.7,8,1,0.4,8,1,7.5,0,8,1,12,0,8,1,24,0,8,1
2000,2,29,3.0,8,1,-2.5,8,1,0.1,8,1,4.5,0,8,1,4,0,8,1,23,0,8,1
2001,2,1,6.1,8,1,-0.3,8,1,2.6,8,1,1.5,0,8,1,0,0,8,1,10,0,8,1
2001,2,2,0.6,8,1,-2.8,8,1,-1.7,8,1,1.5,0,8,1,0,0,8,1,9,0,8,1
2001,2,3,1.7,8,1,-3.9,8,1,-1.5,8,1,3.0,0,8,1,2,0,8,1,10,0,8,1
2001,2,4,0.1,8,1,-3.2,8,1,-1.2,8,1,0.0,0,8,1,0,0,8,1,11,0,8,1
2001,2,5,5.2,8,1,-2.8,8,1,0.7,8,1,0.0,0,8,1,1,0,8,1,14,0,8,1
2001,2,6,3.7,8,1,-0.8,8,1,1.4,8,1,0.5,0,8,1,0,0,8,1,7,0,8,1
2001,2,7,1.5,8,1,-3.1,8,1,-0.3,8,1,0.0,0,8,1,0,0,8,1,5,0,8,1
2001,2,8,1.2,8,1,-2.5,8,1,-0.7,8,1,1.5,0,8,1,2,0,8,1,6,0,8,1
2001,2,9,4.5,8,1,-3.5,8,1,0.6,8,1,0.5,0,8,1,0,0,8,1,6,0,8,1
2001,2,10,3.7,8,1,-2.6,8,1,0.4,8,1,6.0,0,8,1,3,0,8,1,6,0,8,1
2001,2,11,-1.3,8,1,-4.4,8,1,-2.8,8,1,9.5,0,8,1,24,0,8,1,30,0,8,1
2001,2,12,-0.2,8,1,-4.5,8,1,-1.8,8,1,0.5,0,8,1,0,0,8,1,18,0,8,1
2001,2,13,0.1,8,1,-2.6,8,1,-1.3,8,1,0.0,0,8,1,0,0,8,1,15,0,8,1
2001,2,14,-0.5,8,1,-4.5,8,1,-2.4,8,1,1.0,0,8,1,1,0,8,1,14,0,8,1
2001,2,15,1.4,8,1,-3.6,8,1,-1.3,8,1,1.0,0,8,1,3,0,8,1,13,0,8,1
2001,2,16,1.3,8,1,-2.8,8,1,-1.0,8,1,14.0,0,8,1,16,0,8,1,24,0,8,1
2001,2,17,3.3,8,1,-2.3,8,1,0.7,8,1,3.5,0,8,1,2,0,8,1,24,0,8,1
2001,2,18,6.1,8,1,2.0,8,1,4.7,8,1,11.0,0,8,1,0,0,8,1,20,0,8,1
2001,2,19,4.9,8,1,-0.5,8,1,2.0,8,1,1.0,0,8,1,0,0,8,1,9,0,8,1
2001,2,20,3.9,8,1,-1.0,8,1,1.5,8,1,0.5,0,8,1,0,0,8,1,8,0,8,1
2001,2,21,10.1,8,1,-3.6,8,1,3.3,8,1,8.0,0,8,1,0,0,8,1,7,0,8,1
2001,2,22,9.8,8,1,3.2,8,1,7.2,8,1,0.0,0,8,1,0,1,8,1,3,0,8,1
2001,2,23,9.7,8,1,1.0,8,1,5.8,8,1,0.0,0,8,1,0,0,8,1,0,1,8,1
2001,2,24,1.4,8,1,-0.4,8,1,0.6,8,1,8.5,0,8,1,8,0,8,1,6,0,8,1
2001,2,25,1.4,8,1,-3.7,8,1,-0.6,8,1,6.5,0,8,1,7,0,8,1,12,0,8,1
2001,2,26,3.1,8,1,-3.1,8,1,0.5,8,1,5.0,0,8,1,5,0,8,1,13,0,8,1
2001,2,27,7.8,8,1,0.9,8,1,4.4,8,1,1.0,0,8,1,0,0,8,1,10,0,8,1
2001,2,28,7.8,8,1,1.1,8,1,4.7,8,1,12.5,0,8,1,0,1,8,1,1,0,8,1
2001,3,1,6.8,8,1,0.7,8,1,3.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1
2002,2,1,4.7,8,1,-0.5,8,1,2.0,8,1,3.5,0,8,1,3,0,8,1,10,0,8,1
